row_index,gene_id,gene_symbol,uniprot_accession,label,sequence_clean_length,n_windows,window_size,stride,representation
436,ENSG00000122068,FYTTD1,Q96QD9,0,318,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
437,ENSG00000172339,ALG14,Q96F25,0,216,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
438,ENSG00000035115,SH3YL1,Q96HL8,1,342,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
439,ENSG00000253767,PCDHGA8,Q9Y5G5,0,932,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
440,ENSG00000152669,CCNO,P22674,0,350,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
441,ENSG00000165583,SSX5,O60225,0,188,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
442,ENSG00000126856,PRDM7,Q9NQW5,0,492,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
443,ENSG00000058404,CAMK2B,Q13554,1,666,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
444,ENSG00000082438,COBLL1,Q53SF7,1,1128,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
445,ENSG00000224960,PPP4R3C,Q6ZMV5,0,832,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
446,ENSG00000140859,KIFC3,Q9BVG8,0,833,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
447,ENSG00000129083,COPB1,P53618,1,953,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
448,ENSG00000116005,PCYOX1,Q9UHG3,0,505,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
449,ENSG00000173320,STOX2,Q9P2F5,0,926,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
450,ENSG00000158786,PLA2G2F,Q9BZM2,1,168,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
451,ENSG00000124194,GDAP1L1,Q96MZ0,1,367,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
452,ENSG00000176435,CLEC14A,Q86T13,1,490,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
453,ENSG00000149300,C11orf52,Q96A22,0,123,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
454,ENSG00000081189,MEF2C,Q06413,1,473,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
455,ENSG00000123200,ZC3H13,Q5T200,1,1668,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
456,ENSG00000164182,NDUFAF2,Q8N183,1,169,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
457,ENSG00000184371,CSF1,P09603,1,554,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
458,ENSG00000093010,COMT,P21964,1,271,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
459,ENSG00000167670,CHAF1A,Q13111,0,956,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
460,ENSG00000188747,NOXA1,Q86UR1,0,476,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
461,ENSG00000154975,CA10,Q9NS85,1,328,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
462,ENSG00000169194,IL13,P35225,1,146,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
463,ENSG00000113194,FAF2,Q96CS3,0,445,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
464,ENSG00000233917,POTEB,A0A0A6YYL3,0,544,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
465,ENSG00000144591,GMPPA,Q96IJ6,0,420,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
466,ENSG00000144724,PTPRG,P23470,1,1445,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
467,ENSG00000165623,UCMA,Q8WVF2,1,138,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
468,ENSG00000136869,TLR4,O00206,1,839,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
469,ENSG00000170035,UBE2E3,Q969T4,1,207,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
470,ENSG00000221955,SLC12A8,A0AV02,1,714,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
471,ENSG00000184999,SLC22A10,Q63ZE4,0,541,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
472,ENSG00000278259,MYO19,Q96H55,1,970,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
473,ENSG00000175395,ZNF25,P17030,0,456,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
474,ENSG00000130713,EXOSC2,Q13868,0,293,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
475,ENSG00000143107,FNDC7,Q5VTL7,0,733,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
476,ENSG00000164604,GPR85,P60893,0,370,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
477,ENSG00000105464,GRIN2D,O15399,0,1336,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
478,ENSG00000279270,OR52R1,Q8NGF1,0,315,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
479,ENSG00000172817,CYP7B1,O75881,1,506,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
480,ENSG00000147874,HAUS6,Q7Z4H7,1,955,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
481,ENSG00000155096,AZIN1,O14977,1,448,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
482,ENSG00000011523,CEP68,Q76N32,1,757,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
483,ENSG00000158683,PKD1L1,Q8TDX9,0,2849,3,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
484,ENSG00000205777,GAGE1,P0DTW1,0,117,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
485,ENSG00000138829,FBN2,P35556,1,2912,3,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
486,ENSG00000146267,FAXC,Q5TGI0,0,409,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
487,ENSG00000167772,ANGPTL4,Q9BY76,1,406,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
488,ENSG00000136560,TANK,Q92844,1,425,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
489,ENSG00000196428,TSC22D2,O75157,1,780,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
490,ENSG00000131778,CHD1L,Q86WJ1,1,897,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
491,ENSG00000166348,USP54,Q70EL1,0,1684,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
492,ENSG00000139990,DCAF5,Q96JK2,1,942,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
493,ENSG00000150867,PIP4K2A,P48426,1,406,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
494,ENSG00000138641,HERC3,Q15034,0,1050,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
495,ENSG00000165076,PRSS37,A4D1T9,0,235,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
496,ENSG00000091157,WDR7,Q9Y4E6,1,1490,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
497,ENSG00000147381,MAGEA4,P43358,0,317,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
498,ENSG00000186951,PPARA,Q07869,1,468,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
499,ENSG00000149596,JPH2,Q9BR39,1,696,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
500,ENSG00000135547,HEY2,Q9UBP5,1,337,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
501,ENSG00000126216,TUBGCP3,Q96CW5,0,907,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
502,ENSG00000227124,ZNF717,Q9BY31,0,914,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
503,ENSG00000149948,HMGA2,P52926,1,109,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
504,ENSG00000163623,NKX6-1,P78426,1,367,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
505,ENSG00000106689,LHX2,P50458,1,406,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
506,ENSG00000134138,MEIS2,O14770,0,477,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
507,ENSG00000188263,IL17REL,Q6ZVW7,1,507,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
508,ENSG00000148584,A1CF,Q9NQ94,1,594,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
509,ENSG00000186687,LYRM7,Q5U5X0,0,104,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
510,ENSG00000112164,GLP1R,P43220,1,463,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
511,ENSG00000156675,RAB11FIP1,Q6WKZ4,0,1283,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
512,ENSG00000187003,ACTL7A,Q9Y615,0,435,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
513,ENSG00000145675,PIK3R1,P27986,1,724,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
514,ENSG00000047188,YTHDC2,Q9H6S0,1,1430,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
515,ENSG00000136521,NDUFB5,O43674,1,189,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
516,ENSG00000149201,CCDC81,Q6ZN84,0,652,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
517,ENSG00000092978,GPATCH2,Q9NW75,0,528,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
518,ENSG00000169026,SLC49A3,Q6UXD7,0,560,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
519,ENSG00000112996,MRPS30,Q9NP92,1,439,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
520,ENSG00000101247,NDUFAF5,Q5TEU4,0,345,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
521,ENSG00000177483,RBM44,Q6ZP01,0,1051,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
522,ENSG00000138814,PPP3CA,Q08209,1,521,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
523,ENSG00000160570,DEDD2,Q8WXF8,0,326,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
524,ENSG00000162222,TTC9C,Q8N5M4,0,171,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
525,ENSG00000119682,AREL1,O15033,0,823,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
526,ENSG00000151577,DRD3,P35462,1,400,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
527,ENSG00000159640,ACE,P12821,1,1306,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
528,ENSG00000197296,FITM2,Q8N6M3,1,262,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
529,ENSG00000102313,ITIH6,Q6UXX5,0,1313,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
530,ENSG00000066629,EML1,O00423,0,815,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
531,ENSG00000204779,FOXD4L5,Q5VV16,0,416,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
532,ENSG00000185627,PSMD13,Q9UNM6,0,376,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
533,ENSG00000179918,SEPHS2,Q99611,0,447,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
534,ENSG00000147650,LRP12,Q9Y561,1,859,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
535,ENSG00000128610,FEZF1,A0PJY2,1,475,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
536,ENSG00000176809,LRRC37A3,O60309,0,1634,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
537,ENSG00000125831,CST11,Q9H112,0,138,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
538,ENSG00000138769,CDKL2,Q92772,1,493,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
539,ENSG00000106392,C1GALT1,Q9NS00,1,363,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
540,ENSG00000069018,TRPC7,Q9HCX4,0,862,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
541,ENSG00000074047,GLI2,P10070,1,1586,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
542,ENSG00000126461,SCAF1,Q9H7N4,0,1312,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
543,ENSG00000196353,CPNE4,Q96A23,1,557,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
544,ENSG00000036549,ZZZ3,Q8IYH5,0,903,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
545,ENSG00000177047,IFNW1,P05000,0,195,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
546,ENSG00000219481,NBPF1,Q3BBV0,0,1214,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
547,ENSG00000036257,CUL3,Q13618,0,768,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
548,ENSG00000090612,ZNF268,Q14587,1,947,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
549,ENSG00000276644,DACH1,Q9UI36,1,758,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
550,ENSG00000165006,UBAP1,Q9NZ09,1,502,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
551,ENSG00000158669,GPAT4,Q86UL3,1,456,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
552,ENSG00000130829,DUSP9,Q99956,1,384,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
553,ENSG00000090905,TNRC6A,Q8NDV7,1,1962,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
554,ENSG00000173678,SPDYE2B,A6NHP3,0,402,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
555,ENSG00000112561,TFEB,P19484,1,476,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
556,ENSG00000175697,GPR156,Q8NFN8,0,814,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
557,ENSG00000097096,SYDE2,Q5VT97,0,1194,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
558,ENSG00000198081,ZBTB14,O43829,0,449,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
559,ENSG00000137731,FXYD2,P54710,1,66,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
560,ENSG00000171649,ZIK1,Q3SY52,0,487,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
561,ENSG00000111424,VDR,P11473,1,427,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
562,ENSG00000154478,GPR26,Q8NDV2,1,337,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
563,ENSG00000198695,MT-ND6,P03923,1,174,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
564,ENSG00000111727,HCFC2,Q9Y5Z7,0,792,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
565,ENSG00000140443,IGF1R,P08069,1,1367,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
566,ENSG00000122390,NAA60,Q9H7X0,0,242,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
567,ENSG00000185008,ROBO2,Q9HCK4,1,1378,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
568,ENSG00000102891,MT4,P47944,0,62,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
569,ENSG00000178809,TRIM73,Q86UV7,0,250,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
570,ENSG00000001629,ANKIB1,Q9P2G1,0,1089,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
571,ENSG00000148123,PLPPR1,Q8TBJ4,1,325,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
572,ENSG00000171988,JMJD1C,Q15652,1,2540,3,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
573,ENSG00000172399,MYOZ2,Q9NPC6,1,264,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
574,ENSG00000140368,PSTPIP1,O43586,1,416,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
575,ENSG00000175894,TSPEAR,Q8WU66,0,669,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
576,ENSG00000146477,SLC22A3,O75751,1,556,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
577,ENSG00000009950,MLXIPL,Q9NP71,1,852,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
578,ENSG00000171346,KRT15,P19012,0,456,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
579,ENSG00000168214,RBPJ,Q06330,1,500,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
580,ENSG00000198018,ENTPD7,Q9NQZ7,0,604,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
581,ENSG00000113161,HMGCR,P04035,1,888,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
582,ENSG00000168734,PKIG,Q9Y2B9,1,76,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
583,ENSG00000205978,NYNRIN,Q9P2P1,1,1898,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
584,ENSG00000107651,SEC23IP,Q9Y6Y8,1,1000,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
585,ENSG00000183801,OLFML1,Q6UWY5,0,402,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
586,ENSG00000162702,ZNF281,Q9Y2X9,1,895,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
587,ENSG00000184752,NDUFA12,Q9UI09,1,145,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
588,ENSG00000175745,NR2F1,P10589,1,423,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
589,ENSG00000160299,PCNT,O95613,1,3336,4,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
590,ENSG00000172461,FUT9,Q9Y231,0,359,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
591,ENSG00000185988,PLK5,Q496M5,0,336,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
592,ENSG00000196505,GDAP2,Q9NXN4,0,497,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
593,ENSG00000122971,ACADS,P16219,1,412,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
594,ENSG00000150681,RGS18,Q9NS28,0,235,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
595,ENSG00000162413,KLHL21,Q9UJP4,1,597,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
596,ENSG00000182450,KCNK4,Q9NYG8,0,393,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
597,ENSG00000169554,ZEB2,O60315,1,1214,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
598,ENSG00000088387,DOCK9,Q9BZ29,0,2069,3,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
599,ENSG00000198934,MAGEE1,Q9HCI5,0,957,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
600,ENSG00000133794,BMAL1,O00327,1,626,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
601,ENSG00000079308,TNS1,Q9HBL0,1,1839,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
602,ENSG00000118432,CNR1,P21554,1,472,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
603,ENSG00000198420,TCAF1,Q9Y4C2,0,921,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
604,ENSG00000102221,JADE3,Q92613,0,823,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
605,ENSG00000172046,USP19,O94966,0,1318,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
606,ENSG00000088876,ZNF343,Q6P1L6,0,599,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
607,ENSG00000162069,BICDL2,A1A5D9,0,508,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
608,ENSG00000165899,OTOGL,Q3ZCN5,0,2353,3,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
609,ENSG00000139180,NDUFA9,Q16795,1,377,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
610,ENSG00000016082,ISL1,P61371,1,349,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
611,ENSG00000125975,C20orf173,Q96LM9,0,149,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
612,ENSG00000158716,DUSP23,Q9BVJ7,0,150,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
613,ENSG00000185950,IRS2,Q9Y4H2,1,1338,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
614,ENSG00000163104,SMARCAD1,Q9H4L7,1,1026,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
615,ENSG00000049192,ADAMTS6,Q9UKP5,0,1117,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
616,ENSG00000150347,ARID5B,Q14865,1,1188,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
617,ENSG00000181192,DHTKD1,Q96HY7,1,919,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
618,ENSG00000120333,MRPS14,O60783,0,128,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
619,ENSG00000035720,STAP1,Q9ULZ2,0,295,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
620,ENSG00000170961,HAS2,Q92819,1,552,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
621,ENSG00000168653,NDUFS5,O43920,1,106,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
622,ENSG00000213918,DNASE1,P24855,1,282,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
623,ENSG00000283988,TAF11L9,A0A1W2PR64,0,198,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
624,ENSG00000147697,GSDMC,Q9BYG8,0,508,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
625,ENSG00000118156,ZNF541,Q9H0D2,0,1346,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
626,ENSG00000066735,KIF26A,Q9ULI4,1,1882,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
627,ENSG00000100796,PPP4R3A,Q6IN85,1,833,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
628,ENSG00000187546,AGMO,Q6ZNB7,1,445,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
629,ENSG00000179044,EXOC3L1,Q86VI1,0,746,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
630,ENSG00000140990,NDUFB10,O96000,1,172,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
631,ENSG00000171056,SOX7,Q9BT81,1,388,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
632,ENSG00000090316,MAEA,Q7L5Y9,1,396,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
633,ENSG00000164588,HCN1,O60741,1,890,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
634,ENSG00000214940,NPIPA8,P0DM63,0,369,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
635,ENSG00000147654,EBAG9,O00559,0,213,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
636,ENSG00000146966,DENND2A,Q9ULE3,0,1009,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
637,ENSG00000078328,RBFOX1,Q9NWB1,1,397,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
638,ENSG00000156466,GDF6,Q6KF10,1,455,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
639,ENSG00000152078,TLCD4,Q96MV1,0,263,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
640,ENSG00000204279,PAGE3,Q5JUK9,0,113,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
641,ENSG00000167986,DDB1,Q16531,0,1140,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
642,ENSG00000101435,CST9L,Q9H4G1,0,147,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
643,ENSG00000156219,ART3,Q13508,1,389,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
644,ENSG00000172572,PDE3A,Q14432,1,1141,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
645,ENSG00000155324,GRAMD2B,Q96HH9,1,432,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
646,ENSG00000155034,FBXL18,Q96ME1,0,718,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
647,ENSG00000170854,RIOX2,Q8IUF8,0,465,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
648,ENSG00000169181,GSG1L,Q6UXU4,0,331,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
649,ENSG00000103544,VPS35L,Q7Z3J2,0,963,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
650,ENSG00000090989,EXOC1,Q9NV70,0,894,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
651,ENSG00000089063,TMEM230,Q96A57,0,120,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
652,ENSG00000189056,RELN,P78509,1,3460,4,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
653,ENSG00000007171,NOS2,P35228,1,1153,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
654,ENSG00000188211,NCR3LG1,Q68D85,1,454,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
