top_n,permutation,theme,random_count,random_fraction
100,229,pancreatic_development,1,0.01
100,229,lipid_metabolism,1,0.01
100,229,known_t2d_gwas_or_monogenic,7,0.07
100,230,insulin_signalling,1,0.01
100,230,glucose_metabolism,2,0.02
100,230,beta_cell_biology,4,0.04
100,230,mitochondrial_function,3,0.03
100,230,oxidative_phosphorylation,3,0.03
100,230,pancreatic_development,1,0.01
100,230,lipid_metabolism,0,0.0
100,230,known_t2d_gwas_or_monogenic,4,0.04
100,231,insulin_signalling,0,0.0
100,231,glucose_metabolism,2,0.02
100,231,beta_cell_biology,4,0.04
100,231,mitochondrial_function,2,0.02
100,231,oxidative_phosphorylation,2,0.02
100,231,pancreatic_development,0,0.0
100,231,lipid_metabolism,0,0.0
100,231,known_t2d_gwas_or_monogenic,7,0.07
100,232,insulin_signalling,1,0.01
100,232,glucose_metabolism,1,0.01
100,232,beta_cell_biology,4,0.04
100,232,mitochondrial_function,2,0.02
100,232,oxidative_phosphorylation,2,0.02
100,232,pancreatic_development,3,0.03
100,232,lipid_metabolism,1,0.01
100,232,known_t2d_gwas_or_monogenic,5,0.05
100,233,insulin_signalling,0,0.0
100,233,glucose_metabolism,1,0.01
100,233,beta_cell_biology,3,0.03
100,233,mitochondrial_function,5,0.05
100,233,oxidative_phosphorylation,5,0.05
100,233,pancreatic_development,3,0.03
100,233,lipid_metabolism,1,0.01
100,233,known_t2d_gwas_or_monogenic,6,0.06
100,234,insulin_signalling,0,0.0
100,234,glucose_metabolism,1,0.01
100,234,beta_cell_biology,5,0.05
100,234,mitochondrial_function,3,0.03
100,234,oxidative_phosphorylation,3,0.03
100,234,pancreatic_development,2,0.02
100,234,lipid_metabolism,1,0.01
100,234,known_t2d_gwas_or_monogenic,9,0.09
100,235,insulin_signalling,1,0.01
100,235,glucose_metabolism,1,0.01
100,235,beta_cell_biology,0,0.0
100,235,mitochondrial_function,6,0.06
100,235,oxidative_phosphorylation,6,0.06
100,235,pancreatic_development,0,0.0
100,235,lipid_metabolism,0,0.0
100,235,known_t2d_gwas_or_monogenic,4,0.04
100,236,insulin_signalling,0,0.0
100,236,glucose_metabolism,1,0.01
100,236,beta_cell_biology,2,0.02
100,236,mitochondrial_function,6,0.06
100,236,oxidative_phosphorylation,6,0.06
100,236,pancreatic_development,0,0.0
100,236,lipid_metabolism,1,0.01
100,236,known_t2d_gwas_or_monogenic,6,0.06
100,237,insulin_signalling,0,0.0
100,237,glucose_metabolism,2,0.02
100,237,beta_cell_biology,2,0.02
100,237,mitochondrial_function,0,0.0
100,237,oxidative_phosphorylation,0,0.0
100,237,pancreatic_development,1,0.01
100,237,lipid_metabolism,0,0.0
100,237,known_t2d_gwas_or_monogenic,4,0.04
100,238,insulin_signalling,0,0.0
100,238,glucose_metabolism,2,0.02
100,238,beta_cell_biology,4,0.04
100,238,mitochondrial_function,4,0.04
100,238,oxidative_phosphorylation,4,0.04
100,238,pancreatic_development,2,0.02
100,238,lipid_metabolism,1,0.01
100,238,known_t2d_gwas_or_monogenic,6,0.06
100,239,insulin_signalling,0,0.0
100,239,glucose_metabolism,0,0.0
100,239,beta_cell_biology,3,0.03
100,239,mitochondrial_function,4,0.04
100,239,oxidative_phosphorylation,4,0.04
100,239,pancreatic_development,1,0.01
100,239,lipid_metabolism,0,0.0
100,239,known_t2d_gwas_or_monogenic,3,0.03
100,240,insulin_signalling,1,0.01
100,240,glucose_metabolism,1,0.01
100,240,beta_cell_biology,3,0.03
100,240,mitochondrial_function,4,0.04
100,240,oxidative_phosphorylation,4,0.04
100,240,pancreatic_development,2,0.02
100,240,lipid_metabolism,1,0.01
100,240,known_t2d_gwas_or_monogenic,4,0.04
100,241,insulin_signalling,1,0.01
100,241,glucose_metabolism,1,0.01
100,241,beta_cell_biology,2,0.02
100,241,mitochondrial_function,4,0.04
100,241,oxidative_phosphorylation,4,0.04
100,241,pancreatic_development,0,0.0
100,241,lipid_metabolism,0,0.0
100,241,known_t2d_gwas_or_monogenic,5,0.05
100,242,insulin_signalling,0,0.0
100,242,glucose_metabolism,2,0.02
100,242,beta_cell_biology,5,0.05
100,242,mitochondrial_function,3,0.03
100,242,oxidative_phosphorylation,3,0.03
100,242,pancreatic_development,2,0.02
100,242,lipid_metabolism,1,0.01
100,242,known_t2d_gwas_or_monogenic,4,0.04
100,243,insulin_signalling,0,0.0
100,243,glucose_metabolism,1,0.01
100,243,beta_cell_biology,4,0.04
100,243,mitochondrial_function,2,0.02
100,243,oxidative_phosphorylation,2,0.02
100,243,pancreatic_development,0,0.0
100,243,lipid_metabolism,0,0.0
100,243,known_t2d_gwas_or_monogenic,7,0.07
100,244,insulin_signalling,0,0.0
100,244,glucose_metabolism,1,0.01
100,244,beta_cell_biology,5,0.05
100,244,mitochondrial_function,4,0.04
100,244,oxidative_phosphorylation,4,0.04
100,244,pancreatic_development,2,0.02
100,244,lipid_metabolism,0,0.0
100,244,known_t2d_gwas_or_monogenic,6,0.06
100,245,insulin_signalling,1,0.01
100,245,glucose_metabolism,0,0.0
100,245,beta_cell_biology,5,0.05
100,245,mitochondrial_function,5,0.05
100,245,oxidative_phosphorylation,5,0.05
100,245,pancreatic_development,2,0.02
100,245,lipid_metabolism,1,0.01
100,245,known_t2d_gwas_or_monogenic,5,0.05
100,246,insulin_signalling,1,0.01
100,246,glucose_metabolism,0,0.0
100,246,beta_cell_biology,4,0.04
100,246,mitochondrial_function,3,0.03
100,246,oxidative_phosphorylation,3,0.03
100,246,pancreatic_development,2,0.02
100,246,lipid_metabolism,0,0.0
100,246,known_t2d_gwas_or_monogenic,5,0.05
100,247,insulin_signalling,0,0.0
100,247,glucose_metabolism,1,0.01
100,247,beta_cell_biology,4,0.04
100,247,mitochondrial_function,4,0.04
100,247,oxidative_phosphorylation,4,0.04
100,247,pancreatic_development,1,0.01
100,247,lipid_metabolism,1,0.01
100,247,known_t2d_gwas_or_monogenic,5,0.05
100,248,insulin_signalling,1,0.01
100,248,glucose_metabolism,1,0.01
100,248,beta_cell_biology,7,0.07
100,248,mitochondrial_function,6,0.06
100,248,oxidative_phosphorylation,6,0.06
100,248,pancreatic_development,4,0.04
100,248,lipid_metabolism,1,0.01
100,248,known_t2d_gwas_or_monogenic,7,0.07
100,249,insulin_signalling,1,0.01
100,249,glucose_metabolism,0,0.0
100,249,beta_cell_biology,3,0.03
100,249,mitochondrial_function,4,0.04
100,249,oxidative_phosphorylation,4,0.04
100,249,pancreatic_development,2,0.02
100,249,lipid_metabolism,0,0.0
100,249,known_t2d_gwas_or_monogenic,5,0.05
100,250,insulin_signalling,0,0.0
100,250,glucose_metabolism,0,0.0
100,250,beta_cell_biology,3,0.03
100,250,mitochondrial_function,5,0.05
100,250,oxidative_phosphorylation,5,0.05
100,250,pancreatic_development,0,0.0
100,250,lipid_metabolism,0,0.0
100,250,known_t2d_gwas_or_monogenic,4,0.04
100,251,insulin_signalling,0,0.0
100,251,glucose_metabolism,1,0.01
100,251,beta_cell_biology,3,0.03
100,251,mitochondrial_function,3,0.03
100,251,oxidative_phosphorylation,3,0.03
100,251,pancreatic_development,1,0.01
100,251,lipid_metabolism,0,0.0
100,251,known_t2d_gwas_or_monogenic,5,0.05
100,252,insulin_signalling,1,0.01
100,252,glucose_metabolism,2,0.02
100,252,beta_cell_biology,2,0.02
100,252,mitochondrial_function,2,0.02
100,252,oxidative_phosphorylation,2,0.02
100,252,pancreatic_development,1,0.01
100,252,lipid_metabolism,1,0.01
100,252,known_t2d_gwas_or_monogenic,4,0.04
100,253,insulin_signalling,1,0.01
100,253,glucose_metabolism,1,0.01
100,253,beta_cell_biology,2,0.02
100,253,mitochondrial_function,5,0.05
100,253,oxidative_phosphorylation,5,0.05
100,253,pancreatic_development,1,0.01
100,253,lipid_metabolism,0,0.0
100,253,known_t2d_gwas_or_monogenic,5,0.05
100,254,insulin_signalling,1,0.01
100,254,glucose_metabolism,1,0.01
100,254,beta_cell_biology,4,0.04
100,254,mitochondrial_function,4,0.04
100,254,oxidative_phosphorylation,4,0.04
100,254,pancreatic_development,3,0.03
100,254,lipid_metabolism,0,0.0
100,254,known_t2d_gwas_or_monogenic,7,0.07
100,255,insulin_signalling,1,0.01
100,255,glucose_metabolism,1,0.01
100,255,beta_cell_biology,4,0.04
100,255,mitochondrial_function,5,0.05
100,255,oxidative_phosphorylation,5,0.05
100,255,pancreatic_development,2,0.02
100,255,lipid_metabolism,0,0.0
100,255,known_t2d_gwas_or_monogenic,8,0.08
100,256,insulin_signalling,1,0.01
100,256,glucose_metabolism,1,0.01
100,256,beta_cell_biology,2,0.02
100,256,mitochondrial_function,3,0.03
100,256,oxidative_phosphorylation,3,0.03
100,256,pancreatic_development,2,0.02
100,256,lipid_metabolism,1,0.01
100,256,known_t2d_gwas_or_monogenic,4,0.04
100,257,insulin_signalling,1,0.01
100,257,glucose_metabolism,1,0.01
100,257,beta_cell_biology,5,0.05
100,257,mitochondrial_function,5,0.05
100,257,oxidative_phosphorylation,5,0.05
100,257,pancreatic_development,3,0.03
100,257,lipid_metabolism,0,0.0
100,257,known_t2d_gwas_or_monogenic,6,0.06
100,258,insulin_signalling,0,0.0
100,258,glucose_metabolism,1,0.01
100,258,beta_cell_biology,3,0.03
100,258,mitochondrial_function,2,0.02
100,258,oxidative_phosphorylation,2,0.02
100,258,pancreatic_development,1,0.01
100,258,lipid_metabolism,0,0.0
100,258,known_t2d_gwas_or_monogenic,6,0.06
100,259,insulin_signalling,1,0.01
100,259,glucose_metabolism,0,0.0
100,259,beta_cell_biology,3,0.03
100,259,mitochondrial_function,3,0.03
100,259,oxidative_phosphorylation,3,0.03
100,259,pancreatic_development,0,0.0
100,259,lipid_metabolism,0,0.0
100,259,known_t2d_gwas_or_monogenic,6,0.06
100,260,insulin_signalling,0,0.0
100,260,glucose_metabolism,0,0.0
100,260,beta_cell_biology,5,0.05
100,260,mitochondrial_function,4,0.04
100,260,oxidative_phosphorylation,4,0.04
100,260,pancreatic_development,2,0.02
100,260,lipid_metabolism,0,0.0
100,260,known_t2d_gwas_or_monogenic,4,0.04
100,261,insulin_signalling,0,0.0
100,261,glucose_metabolism,1,0.01
100,261,beta_cell_biology,3,0.03
100,261,mitochondrial_function,3,0.03
100,261,oxidative_phosphorylation,3,0.03
100,261,pancreatic_development,0,0.0
100,261,lipid_metabolism,0,0.0
100,261,known_t2d_gwas_or_monogenic,5,0.05
100,262,insulin_signalling,0,0.0
100,262,glucose_metabolism,1,0.01
100,262,beta_cell_biology,4,0.04
100,262,mitochondrial_function,7,0.07
100,262,oxidative_phosphorylation,7,0.07
100,262,pancreatic_development,3,0.03
100,262,lipid_metabolism,0,0.0
100,262,known_t2d_gwas_or_monogenic,6,0.06
100,263,insulin_signalling,0,0.0
100,263,glucose_metabolism,1,0.01
100,263,beta_cell_biology,4,0.04
100,263,mitochondrial_function,5,0.05
100,263,oxidative_phosphorylation,5,0.05
100,263,pancreatic_development,3,0.03
100,263,lipid_metabolism,0,0.0
100,263,known_t2d_gwas_or_monogenic,5,0.05
100,264,insulin_signalling,0,0.0
100,264,glucose_metabolism,1,0.01
100,264,beta_cell_biology,4,0.04
100,264,mitochondrial_function,4,0.04
100,264,oxidative_phosphorylation,4,0.04
100,264,pancreatic_development,3,0.03
100,264,lipid_metabolism,0,0.0
100,264,known_t2d_gwas_or_monogenic,6,0.06
100,265,insulin_signalling,1,0.01
100,265,glucose_metabolism,1,0.01
100,265,beta_cell_biology,5,0.05
100,265,mitochondrial_function,5,0.05
100,265,oxidative_phosphorylation,5,0.05
100,265,pancreatic_development,1,0.01
100,265,lipid_metabolism,1,0.01
100,265,known_t2d_gwas_or_monogenic,6,0.06
100,266,insulin_signalling,1,0.01
100,266,glucose_metabolism,1,0.01
100,266,beta_cell_biology,5,0.05
100,266,mitochondrial_function,5,0.05
100,266,oxidative_phosphorylation,5,0.05
100,266,pancreatic_development,3,0.03
100,266,lipid_metabolism,0,0.0
100,266,known_t2d_gwas_or_monogenic,7,0.07
100,267,insulin_signalling,0,0.0
100,267,glucose_metabolism,1,0.01
100,267,beta_cell_biology,5,0.05
100,267,mitochondrial_function,4,0.04
100,267,oxidative_phosphorylation,4,0.04
100,267,pancreatic_development,3,0.03
100,267,lipid_metabolism,1,0.01
100,267,known_t2d_gwas_or_monogenic,6,0.06
100,268,insulin_signalling,0,0.0
100,268,glucose_metabolism,1,0.01
100,268,beta_cell_biology,5,0.05
100,268,mitochondrial_function,7,0.07
100,268,oxidative_phosphorylation,7,0.07
100,268,pancreatic_development,2,0.02
100,268,lipid_metabolism,0,0.0
100,268,known_t2d_gwas_or_monogenic,5,0.05
100,269,insulin_signalling,1,0.01
100,269,glucose_metabolism,2,0.02
100,269,beta_cell_biology,3,0.03
100,269,mitochondrial_function,4,0.04
100,269,oxidative_phosphorylation,4,0.04
100,269,pancreatic_development,2,0.02
100,269,lipid_metabolism,0,0.0
100,269,known_t2d_gwas_or_monogenic,7,0.07
100,270,insulin_signalling,0,0.0
100,270,glucose_metabolism,2,0.02
100,270,beta_cell_biology,5,0.05
100,270,mitochondrial_function,3,0.03
100,270,oxidative_phosphorylation,3,0.03
100,270,pancreatic_development,2,0.02
100,270,lipid_metabolism,1,0.01
100,270,known_t2d_gwas_or_monogenic,7,0.07
100,271,insulin_signalling,0,0.0
100,271,glucose_metabolism,0,0.0
100,271,beta_cell_biology,3,0.03
100,271,mitochondrial_function,6,0.06
100,271,oxidative_phosphorylation,6,0.06
100,271,pancreatic_development,2,0.02
100,271,lipid_metabolism,1,0.01
100,271,known_t2d_gwas_or_monogenic,4,0.04
100,272,insulin_signalling,1,0.01
100,272,glucose_metabolism,2,0.02
100,272,beta_cell_biology,2,0.02
100,272,mitochondrial_function,2,0.02
100,272,oxidative_phosphorylation,2,0.02
100,272,pancreatic_development,1,0.01
100,272,lipid_metabolism,1,0.01
100,272,known_t2d_gwas_or_monogenic,7,0.07
100,273,insulin_signalling,0,0.0
100,273,glucose_metabolism,1,0.01
100,273,beta_cell_biology,3,0.03
100,273,mitochondrial_function,3,0.03
100,273,oxidative_phosphorylation,3,0.03
100,273,pancreatic_development,1,0.01
100,273,lipid_metabolism,0,0.0
100,273,known_t2d_gwas_or_monogenic,4,0.04
100,274,insulin_signalling,1,0.01
100,274,glucose_metabolism,2,0.02
100,274,beta_cell_biology,7,0.07
100,274,mitochondrial_function,5,0.05
100,274,oxidative_phosphorylation,5,0.05
100,274,pancreatic_development,4,0.04
100,274,lipid_metabolism,0,0.0
100,274,known_t2d_gwas_or_monogenic,7,0.07
100,275,insulin_signalling,0,0.0
100,275,glucose_metabolism,0,0.0
100,275,beta_cell_biology,6,0.06
100,275,mitochondrial_function,4,0.04
100,275,oxidative_phosphorylation,4,0.04
100,275,pancreatic_development,3,0.03
100,275,lipid_metabolism,0,0.0
100,275,known_t2d_gwas_or_monogenic,8,0.08
100,276,insulin_signalling,1,0.01
100,276,glucose_metabolism,2,0.02
100,276,beta_cell_biology,4,0.04
100,276,mitochondrial_function,2,0.02
100,276,oxidative_phosphorylation,2,0.02
100,276,pancreatic_development,2,0.02
100,276,lipid_metabolism,1,0.01
100,276,known_t2d_gwas_or_monogenic,6,0.06
100,277,insulin_signalling,0,0.0
100,277,glucose_metabolism,3,0.03
100,277,beta_cell_biology,6,0.06
100,277,mitochondrial_function,4,0.04
100,277,oxidative_phosphorylation,4,0.04
100,277,pancreatic_development,3,0.03
100,277,lipid_metabolism,1,0.01
100,277,known_t2d_gwas_or_monogenic,7,0.07
100,278,insulin_signalling,1,0.01
100,278,glucose_metabolism,2,0.02
100,278,beta_cell_biology,4,0.04
100,278,mitochondrial_function,5,0.05
100,278,oxidative_phosphorylation,5,0.05
100,278,pancreatic_development,2,0.02
100,278,lipid_metabolism,0,0.0
100,278,known_t2d_gwas_or_monogenic,5,0.05
100,279,insulin_signalling,0,0.0
100,279,glucose_metabolism,1,0.01
100,279,beta_cell_biology,2,0.02
100,279,mitochondrial_function,3,0.03
100,279,oxidative_phosphorylation,3,0.03
100,279,pancreatic_development,2,0.02
100,279,lipid_metabolism,1,0.01
100,279,known_t2d_gwas_or_monogenic,2,0.02
100,280,insulin_signalling,0,0.0
100,280,glucose_metabolism,1,0.01
100,280,beta_cell_biology,3,0.03
100,280,mitochondrial_function,5,0.05
100,280,oxidative_phosphorylation,5,0.05
100,280,pancreatic_development,1,0.01
100,280,lipid_metabolism,1,0.01
100,280,known_t2d_gwas_or_monogenic,6,0.06
100,281,insulin_signalling,0,0.0
100,281,glucose_metabolism,2,0.02
100,281,beta_cell_biology,4,0.04
100,281,mitochondrial_function,4,0.04
100,281,oxidative_phosphorylation,4,0.04
100,281,pancreatic_development,2,0.02
100,281,lipid_metabolism,1,0.01
100,281,known_t2d_gwas_or_monogenic,8,0.08
100,282,insulin_signalling,1,0.01
100,282,glucose_metabolism,0,0.0
100,282,beta_cell_biology,3,0.03
100,282,mitochondrial_function,3,0.03
100,282,oxidative_phosphorylation,3,0.03
100,282,pancreatic_development,1,0.01
100,282,lipid_metabolism,0,0.0
100,282,known_t2d_gwas_or_monogenic,7,0.07
100,283,insulin_signalling,0,0.0
100,283,glucose_metabolism,1,0.01
100,283,beta_cell_biology,2,0.02
100,283,mitochondrial_function,5,0.05
100,283,oxidative_phosphorylation,5,0.05
100,283,pancreatic_development,0,0.0
100,283,lipid_metabolism,0,0.0
100,283,known_t2d_gwas_or_monogenic,3,0.03
100,284,insulin_signalling,1,0.01
100,284,glucose_metabolism,0,0.0
100,284,beta_cell_biology,2,0.02
100,284,mitochondrial_function,1,0.01
100,284,oxidative_phosphorylation,1,0.01
100,284,pancreatic_development,0,0.0
100,284,lipid_metabolism,0,0.0
100,284,known_t2d_gwas_or_monogenic,4,0.04
100,285,insulin_signalling,0,0.0
100,285,glucose_metabolism,1,0.01
100,285,beta_cell_biology,4,0.04
100,285,mitochondrial_function,5,0.05
100,285,oxidative_phosphorylation,5,0.05
100,285,pancreatic_development,2,0.02
100,285,lipid_metabolism,0,0.0
100,285,known_t2d_gwas_or_monogenic,6,0.06
100,286,insulin_signalling,1,0.01
100,286,glucose_metabolism,1,0.01
100,286,beta_cell_biology,3,0.03
100,286,mitochondrial_function,5,0.05
100,286,oxidative_phosphorylation,5,0.05
100,286,pancreatic_development,0,0.0
100,286,lipid_metabolism,1,0.01
100,286,known_t2d_gwas_or_monogenic,4,0.04
100,287,insulin_signalling,0,0.0
100,287,glucose_metabolism,1,0.01
100,287,beta_cell_biology,5,0.05
100,287,mitochondrial_function,2,0.02
100,287,oxidative_phosphorylation,2,0.02
100,287,pancreatic_development,2,0.02
100,287,lipid_metabolism,0,0.0
100,287,known_t2d_gwas_or_monogenic,4,0.04
100,288,insulin_signalling,0,0.0
100,288,glucose_metabolism,1,0.01
100,288,beta_cell_biology,2,0.02
100,288,mitochondrial_function,4,0.04
100,288,oxidative_phosphorylation,4,0.04
100,288,pancreatic_development,2,0.02
100,288,lipid_metabolism,0,0.0
100,288,known_t2d_gwas_or_monogenic,4,0.04
100,289,insulin_signalling,1,0.01
100,289,glucose_metabolism,1,0.01
100,289,beta_cell_biology,2,0.02
100,289,mitochondrial_function,4,0.04
100,289,oxidative_phosphorylation,4,0.04
100,289,pancreatic_development,1,0.01
100,289,lipid_metabolism,0,0.0
100,289,known_t2d_gwas_or_monogenic,5,0.05
100,290,insulin_signalling,0,0.0
100,290,glucose_metabolism,1,0.01
100,290,beta_cell_biology,7,0.07
100,290,mitochondrial_function,3,0.03
100,290,oxidative_phosphorylation,3,0.03
100,290,pancreatic_development,3,0.03
100,290,lipid_metabolism,0,0.0
100,290,known_t2d_gwas_or_monogenic,8,0.08
100,291,insulin_signalling,0,0.0
100,291,glucose_metabolism,0,0.0
100,291,beta_cell_biology,2,0.02
100,291,mitochondrial_function,3,0.03
100,291,oxidative_phosphorylation,3,0.03
100,291,pancreatic_development,0,0.0
100,291,lipid_metabolism,1,0.01
100,291,known_t2d_gwas_or_monogenic,4,0.04
100,292,insulin_signalling,0,0.0
100,292,glucose_metabolism,2,0.02
100,292,beta_cell_biology,2,0.02
100,292,mitochondrial_function,4,0.04
100,292,oxidative_phosphorylation,4,0.04
100,292,pancreatic_development,0,0.0
100,292,lipid_metabolism,0,0.0
100,292,known_t2d_gwas_or_monogenic,5,0.05
100,293,insulin_signalling,0,0.0
100,293,glucose_metabolism,0,0.0
100,293,beta_cell_biology,5,0.05
100,293,mitochondrial_function,1,0.01
100,293,oxidative_phosphorylation,1,0.01
100,293,pancreatic_development,2,0.02
100,293,lipid_metabolism,0,0.0
100,293,known_t2d_gwas_or_monogenic,6,0.06
100,294,insulin_signalling,1,0.01
100,294,glucose_metabolism,2,0.02
100,294,beta_cell_biology,3,0.03
100,294,mitochondrial_function,4,0.04
100,294,oxidative_phosphorylation,4,0.04
100,294,pancreatic_development,1,0.01
100,294,lipid_metabolism,1,0.01
100,294,known_t2d_gwas_or_monogenic,5,0.05
100,295,insulin_signalling,1,0.01
100,295,glucose_metabolism,1,0.01
100,295,beta_cell_biology,6,0.06
100,295,mitochondrial_function,4,0.04
100,295,oxidative_phosphorylation,4,0.04
100,295,pancreatic_development,3,0.03
100,295,lipid_metabolism,0,0.0
100,295,known_t2d_gwas_or_monogenic,6,0.06
100,296,insulin_signalling,0,0.0
100,296,glucose_metabolism,1,0.01
100,296,beta_cell_biology,3,0.03
100,296,mitochondrial_function,4,0.04
100,296,oxidative_phosphorylation,4,0.04
100,296,pancreatic_development,0,0.0
100,296,lipid_metabolism,0,0.0
100,296,known_t2d_gwas_or_monogenic,4,0.04
100,297,insulin_signalling,0,0.0
100,297,glucose_metabolism,1,0.01
100,297,beta_cell_biology,3,0.03
100,297,mitochondrial_function,3,0.03
100,297,oxidative_phosphorylation,3,0.03
100,297,pancreatic_development,1,0.01
100,297,lipid_metabolism,0,0.0
100,297,known_t2d_gwas_or_monogenic,5,0.05
100,298,insulin_signalling,1,0.01
100,298,glucose_metabolism,0,0.0
100,298,beta_cell_biology,3,0.03
100,298,mitochondrial_function,4,0.04
100,298,oxidative_phosphorylation,4,0.04
100,298,pancreatic_development,2,0.02
100,298,lipid_metabolism,0,0.0
100,298,known_t2d_gwas_or_monogenic,5,0.05
100,299,insulin_signalling,0,0.0
100,299,glucose_metabolism,1,0.01
100,299,beta_cell_biology,1,0.01
100,299,mitochondrial_function,2,0.02
100,299,oxidative_phosphorylation,2,0.02
100,299,pancreatic_development,1,0.01
100,299,lipid_metabolism,0,0.0
100,299,known_t2d_gwas_or_monogenic,4,0.04
100,300,insulin_signalling,1,0.01
100,300,glucose_metabolism,1,0.01
100,300,beta_cell_biology,4,0.04
100,300,mitochondrial_function,2,0.02
100,300,oxidative_phosphorylation,2,0.02
100,300,pancreatic_development,2,0.02
100,300,lipid_metabolism,0,0.0
100,300,known_t2d_gwas_or_monogenic,5,0.05
100,301,insulin_signalling,0,0.0
100,301,glucose_metabolism,0,0.0
100,301,beta_cell_biology,4,0.04
100,301,mitochondrial_function,3,0.03
100,301,oxidative_phosphorylation,3,0.03
100,301,pancreatic_development,2,0.02
100,301,lipid_metabolism,1,0.01
100,301,known_t2d_gwas_or_monogenic,4,0.04
100,302,insulin_signalling,0,0.0
100,302,glucose_metabolism,0,0.0
100,302,beta_cell_biology,4,0.04
100,302,mitochondrial_function,3,0.03
100,302,oxidative_phosphorylation,3,0.03
100,302,pancreatic_development,2,0.02
100,302,lipid_metabolism,0,0.0
100,302,known_t2d_gwas_or_monogenic,6,0.06
100,303,insulin_signalling,0,0.0
100,303,glucose_metabolism,2,0.02
100,303,beta_cell_biology,4,0.04
100,303,mitochondrial_function,3,0.03
100,303,oxidative_phosphorylation,3,0.03
100,303,pancreatic_development,2,0.02
100,303,lipid_metabolism,0,0.0
100,303,known_t2d_gwas_or_monogenic,6,0.06
100,304,insulin_signalling,1,0.01
100,304,glucose_metabolism,1,0.01
100,304,beta_cell_biology,2,0.02
100,304,mitochondrial_function,4,0.04
100,304,oxidative_phosphorylation,4,0.04
100,304,pancreatic_development,0,0.0
100,304,lipid_metabolism,1,0.01
100,304,known_t2d_gwas_or_monogenic,7,0.07
100,305,insulin_signalling,1,0.01
100,305,glucose_metabolism,0,0.0
100,305,beta_cell_biology,2,0.02
100,305,mitochondrial_function,5,0.05
100,305,oxidative_phosphorylation,5,0.05
100,305,pancreatic_development,0,0.0
100,305,lipid_metabolism,0,0.0
100,305,known_t2d_gwas_or_monogenic,4,0.04
100,306,insulin_signalling,0,0.0
100,306,glucose_metabolism,1,0.01
100,306,beta_cell_biology,5,0.05
100,306,mitochondrial_function,6,0.06
100,306,oxidative_phosphorylation,6,0.06
100,306,pancreatic_development,3,0.03
100,306,lipid_metabolism,0,0.0
100,306,known_t2d_gwas_or_monogenic,6,0.06
100,307,insulin_signalling,0,0.0
100,307,glucose_metabolism,0,0.0
100,307,beta_cell_biology,3,0.03
100,307,mitochondrial_function,3,0.03
100,307,oxidative_phosphorylation,3,0.03
100,307,pancreatic_development,0,0.0
100,307,lipid_metabolism,0,0.0
100,307,known_t2d_gwas_or_monogenic,4,0.04
100,308,insulin_signalling,0,0.0
100,308,glucose_metabolism,1,0.01
100,308,beta_cell_biology,5,0.05
100,308,mitochondrial_function,4,0.04
100,308,oxidative_phosphorylation,4,0.04
100,308,pancreatic_development,1,0.01
100,308,lipid_metabolism,0,0.0
100,308,known_t2d_gwas_or_monogenic,7,0.07
100,309,insulin_signalling,0,0.0
100,309,glucose_metabolism,0,0.0
100,309,beta_cell_biology,3,0.03
100,309,mitochondrial_function,6,0.06
100,309,oxidative_phosphorylation,6,0.06
100,309,pancreatic_development,0,0.0
100,309,lipid_metabolism,0,0.0
100,309,known_t2d_gwas_or_monogenic,4,0.04
100,310,insulin_signalling,0,0.0
100,310,glucose_metabolism,1,0.01
100,310,beta_cell_biology,3,0.03
100,310,mitochondrial_function,5,0.05
100,310,oxidative_phosphorylation,5,0.05
100,310,pancreatic_development,2,0.02
100,310,lipid_metabolism,0,0.0
100,310,known_t2d_gwas_or_monogenic,5,0.05
100,311,insulin_signalling,1,0.01
100,311,glucose_metabolism,1,0.01
100,311,beta_cell_biology,0,0.0
100,311,mitochondrial_function,6,0.06
100,311,oxidative_phosphorylation,6,0.06
100,311,pancreatic_development,0,0.0
100,311,lipid_metabolism,0,0.0
100,311,known_t2d_gwas_or_monogenic,2,0.02
100,312,insulin_signalling,0,0.0
100,312,glucose_metabolism,1,0.01
100,312,beta_cell_biology,4,0.04
100,312,mitochondrial_function,2,0.02
100,312,oxidative_phosphorylation,2,0.02
100,312,pancreatic_development,2,0.02
100,312,lipid_metabolism,1,0.01
100,312,known_t2d_gwas_or_monogenic,5,0.05
100,313,insulin_signalling,0,0.0
100,313,glucose_metabolism,1,0.01
100,313,beta_cell_biology,3,0.03
100,313,mitochondrial_function,7,0.07
100,313,oxidative_phosphorylation,7,0.07
100,313,pancreatic_development,1,0.01
100,313,lipid_metabolism,0,0.0
100,313,known_t2d_gwas_or_monogenic,5,0.05
100,314,insulin_signalling,1,0.01
100,314,glucose_metabolism,0,0.0
100,314,beta_cell_biology,4,0.04
100,314,mitochondrial_function,9,0.09
100,314,oxidative_phosphorylation,9,0.09
100,314,pancreatic_development,2,0.02
100,314,lipid_metabolism,0,0.0
100,314,known_t2d_gwas_or_monogenic,6,0.06
100,315,insulin_signalling,1,0.01
100,315,glucose_metabolism,0,0.0
100,315,beta_cell_biology,4,0.04
100,315,mitochondrial_function,4,0.04
100,315,oxidative_phosphorylation,4,0.04
100,315,pancreatic_development,1,0.01
100,315,lipid_metabolism,0,0.0
100,315,known_t2d_gwas_or_monogenic,6,0.06
100,316,insulin_signalling,1,0.01
100,316,glucose_metabolism,1,0.01
100,316,beta_cell_biology,4,0.04
