sample_index,gene_symbol,true_label,mean_oof_score__DNABERT2_multimodal,mean_oof_score__Genomic_only_K3K4Basic,mean_oof_score__Handcrafted_multimodal,mean_oof_score__Protein_only_ProtBERT_SW,percentile_rank__DNABERT2_multimodal,percentile_rank__Genomic_only_K3K4Basic,percentile_rank__Handcrafted_multimodal,percentile_rank__Protein_only_ProtBERT_SW,rank_desc__DNABERT2_multimodal,rank_desc__Genomic_only_K3K4Basic,rank_desc__Handcrafted_multimodal,rank_desc__Protein_only_ProtBERT_SW,dnabert2_minus_handcrafted_rank_delta,dnabert2_minus_handcrafted_score_delta,dnabert2_minus_handcrafted_percentile_delta,dnabert2_moved_up,dnabert2_moved_down,consensus_rank,mean_percentile_rank,n_curated_pathways,curated_pathways,n_external_sets,external_sets,case_interpretation
776,OSGIN1,0,0.31737,0.42352,0.3429,0.33266,0.2349,0.22936,0.24432,0.22327,1382,1392,1365,1403,17,-0.02553,-0.00942,False,True,1477,0.23296,0,,0,,Lower-priority / background candidate
777,HUWE1,1,0.6907,0.67117,0.70172,0.64641,0.78892,0.9446,0.8144,0.74072,382,101,336,469,46,-0.01102,-0.02548,False,True,223,0.82216,0,,0,,Lower-priority / background candidate
778,CHRD,1,0.80119,0.64544,0.76162,0.73713,0.9385,0.90748,0.91302,0.90194,112,168,158,178,-46,0.03958,0.02548,True,False,73,0.91524,0,,0,,Known/current-positive high-confidence recovery
779,EBF2,1,0.73574,0.62214,0.67982,0.6469,0.85319,0.86593,0.78393,0.74238,266,243,391,466,-125,0.05592,0.06925,True,False,241,0.81136,0,,0,,Lower-priority / background candidate
780,NDUFA2,1,0.53639,0.33407,0.49004,0.60127,0.55956,0.0144,0.48144,0.66094,796,1780,937,613,-141,0.04635,0.07812,True,False,1052,0.42909,1,Mitochondrial_complex_I_OXPHOS,0,,Current-positive low-rank / possible model miss
781,ZBED3,0,0.52484,0.4549,0.48908,0.45868,0.54017,0.36233,0.47701,0.42493,831,1152,945,1039,-114,0.03577,0.06316,True,False,997,0.45111,0,,0,,Lower-priority / background candidate
782,ZNF512B,1,0.73924,0.61391,0.71356,0.67422,0.85651,0.8554,0.83656,0.79224,260,262,296,376,-36,0.02568,0.01994,True,False,202,0.83518,0,,0,,Lower-priority / background candidate
783,PTCH1,0,0.40572,0.40178,0.48448,0.46771,0.3651,0.14571,0.47036,0.43878,1147,1543,957,1014,190,-0.07877,-0.10526,False,True,1217,0.35499,0,,0,,Lower-priority / background candidate
784,LZIC,0,0.2042,0.45797,0.28509,0.30636,0.04986,0.3723,0.16177,0.1795,1716,1134,1514,1482,202,-0.08089,-0.11191,False,True,1571,0.19086,0,,0,,Lower-priority / background candidate
785,CXXC1,1,0.39374,0.49256,0.42829,0.49157,0.34626,0.51911,0.38837,0.48199,1181,869,1105,936,76,-0.03456,-0.04211,False,True,1037,0.43393,0,,0,,Current-positive low-rank / possible model miss
786,AOC1,1,0.84512,0.66362,0.80099,0.73943,0.98227,0.93463,0.95568,0.90637,33,119,81,170,-48,0.04412,0.02659,True,False,34,0.94474,0,,0,,Known/current-positive high-confidence recovery
787,ZNF573,1,0.1663,0.34007,0.16803,0.19431,0.01607,0.02105,0.02548,0.02382,1777,1768,1760,1763,17,-0.00173,-0.00942,False,True,1799,0.02161,0,,0,,Current-positive low-rank / possible model miss
788,CFAP184,0,0.2492,0.49876,0.29344,0.338,0.11468,0.54681,0.17174,0.22992,1599,819,1496,1391,103,-0.04424,-0.05706,False,True,1401,0.26579,0,,0,,Lower-priority / background candidate
789,ZDHHC21,0,0.53762,0.61778,0.58639,0.53187,0.56122,0.86205,0.63269,0.54017,793,250,664,831,129,-0.04876,-0.07147,False,True,578,0.64903,0,,0,,Lower-priority / background candidate
790,OSBPL5,1,0.68412,0.7014,0.80987,0.7437,0.78282,0.97452,0.96344,0.91745,393,47,67,150,326,-0.12575,-0.18061,False,True,80,0.90956,0,,0,,Known/current-positive high-confidence recovery
791,TIMP4,1,0.11779,0.39052,0.11933,0.15835,0.00111,0.11191,0.00332,0.00277,1804,1604,1800,1801,4,-0.00154,-0.00222,False,True,1792,0.02978,0,,0,,Current-positive low-rank / possible model miss
792,TRMT10C,0,0.59939,0.33407,0.47048,0.55802,0.6554,0.01385,0.44875,0.58449,623,1781,996,751,-373,0.12891,0.20665,True,False,1061,0.42562,0,,0,,Lower-priority / background candidate
793,KDM4B,1,0.74304,0.57198,0.70404,0.56667,0.86205,0.76898,0.81884,0.60166,250,418,328,720,-78,0.039,0.04321,True,False,334,0.76288,0,,0,,Lower-priority / background candidate
794,CCDC110,1,0.6145,0.54799,0.64397,0.58312,0.67645,0.70526,0.72521,0.63102,585,533,497,667,88,-0.02947,-0.04875,False,True,507,0.68449,0,,0,,Lower-priority / background candidate
795,BPTF,1,0.72415,0.4087,0.8006,0.8375,0.83213,0.17452,0.95457,0.99612,304,1491,83,8,221,-0.07645,-0.12244,False,True,387,0.73934,0,,0,,Lower-priority / background candidate
796,ZMIZ1,1,0.69266,0.63253,0.68838,0.61901,0.79224,0.88476,0.79446,0.68532,376,209,372,569,4,0.00429,-0.00222,False,True,283,0.7892,0,,0,,Lower-priority / background candidate
797,FHOD1,1,0.51599,0.52949,0.64064,0.64187,0.52853,0.64931,0.7169,0.73352,852,634,512,482,340,-0.12465,-0.18837,False,True,558,0.65706,0,,0,,Lower-priority / background candidate
798,FBXO15,0,0.26108,0.43661,0.25735,0.30601,0.13906,0.28089,0.13241,0.17839,1555,1299,1567,1484,-12,0.00373,0.00665,True,False,1589,0.18269,0,,0,,Lower-priority / background candidate
799,SWT1,1,0.23657,0.53934,0.18578,0.2103,0.09141,0.67922,0.04155,0.04598,1641,580,1731,1723,-90,0.05079,0.04986,True,False,1522,0.21454,0,,0,,Current-positive low-rank / possible model miss
800,NMI,1,0.32358,0.376,0.39932,0.54863,0.24321,0.07479,0.34183,0.56953,1367,1671,1189,778,178,-0.07574,-0.09862,False,True,1315,0.30734,0,,0,,Current-positive low-rank / possible model miss
801,FAF1,1,0.62079,0.74795,0.66339,0.588,0.68643,0.99335,0.75568,0.63767,567,13,442,655,125,-0.0426,-0.06925,False,True,320,0.76828,0,,0,,Lower-priority / background candidate
802,TM4SF4,0,0.64178,0.56715,0.52152,0.49301,0.71967,0.76011,0.53186,0.48476,507,434,846,931,-339,0.12025,0.18781,True,False,637,0.6241,0,,0,,Lower-priority / background candidate
803,KL,0,0.68381,0.55488,0.67178,0.74374,0.78227,0.72632,0.77119,0.91801,394,495,414,149,-20,0.01203,0.01108,True,False,265,0.79945,0,,0,,Lower-priority / background candidate
804,SPDYE3,1,0.4625,0.50491,0.39574,0.42771,0.44709,0.56842,0.33518,0.37618,999,780,1201,1127,-202,0.06675,0.11191,True,False,1044,0.43172,0,,0,,Current-positive low-rank / possible model miss
805,CDC25A,1,0.6584,0.63047,0.81529,0.71717,0.74515,0.87978,0.96953,0.86814,461,218,56,239,405,-0.15689,-0.22438,False,True,149,0.86565,0,,0,,Known/current-positive high-confidence recovery
806,MOCOS,0,0.29609,0.43506,0.24538,0.26812,0.19446,0.27202,0.11579,0.12078,1455,1315,1597,1588,-142,0.05071,0.07867,True,False,1602,0.17576,0,,0,,Lower-priority / background candidate
807,DEPDC1B,1,0.13949,0.5049,0.1575,0.16592,0.00443,0.56787,0.01773,0.00609,1798,781,1774,1795,24,-0.01801,-0.0133,False,True,1654,0.14903,0,,0,,Current-positive low-rank / possible model miss
808,BRD3OS,1,0.72073,0.46679,0.6417,0.64852,0.82881,0.40831,0.72133,0.74515,310,1069,504,461,-194,0.07902,0.10748,True,False,517,0.6759,0,,0,,Lower-priority / background candidate
809,PPP2R2C,0,0.60565,0.50736,0.66777,0.68436,0.66316,0.57895,0.76731,0.80443,609,761,421,354,188,-0.06212,-0.10416,False,True,462,0.70346,0,,0,,Lower-priority / background candidate
810,GIPR,0,0.67957,0.50581,0.65817,0.68563,0.77452,0.57174,0.74792,0.80776,408,774,456,348,-48,0.0214,0.02659,True,False,413,0.72548,3,Incretin_diabetes_pharmacology; Insulin_secretion_KATP_Ca; Known_T2D_GWAS_loci,0,,Current-negative but pathway-supported hypothesis candidate
811,IL12RB1,1,0.62539,0.67861,0.70539,0.65609,0.69252,0.95125,0.8205,0.76011,556,89,325,434,231,-0.08001,-0.12798,False,True,253,0.80609,0,,0,,Lower-priority / background candidate
812,COA6,1,0.74358,0.69366,0.69091,0.59282,0.86427,0.97064,0.79945,0.64931,246,54,363,634,-117,0.05267,0.06482,True,False,226,0.82091,0,,0,,Lower-priority / background candidate
813,FIBCD1,0,0.72625,0.46775,0.69691,0.72315,0.83712,0.41385,0.80665,0.87812,295,1059,350,221,-55,0.02934,0.03047,True,False,399,0.73393,0,,0,,Lower-priority / background candidate
814,CBLN4,1,0.5577,0.48421,0.55021,0.62138,0.59224,0.47922,0.57618,0.69197,737,941,766,557,-29,0.00749,0.01607,True,False,719,0.5849,0,,0,,Lower-priority / background candidate
815,USP6NL,0,0.164,0.46954,0.19424,0.18425,0.01385,0.42161,0.04931,0.01718,1781,1045,1717,1775,64,-0.03024,-0.03546,False,True,1682,0.12548,0,,0,,Lower-priority / background candidate
816,SI,1,0.55239,0.56895,0.67745,0.6402,0.58283,0.76344,0.77895,0.72909,754,428,400,490,354,-0.12506,-0.19612,False,True,443,0.71357,0,,0,,Lower-priority / background candidate
817,RAMP1,0,0.23372,0.44897,0.2456,0.26208,0.08587,0.33684,0.1169,0.11413,1651,1198,1595,1600,56,-0.01189,-0.03102,False,True,1625,0.16344,0,,0,,Lower-priority / background candidate
818,TH,1,0.56931,0.6205,0.56345,0.4794,0.60665,0.86316,0.59501,0.45762,711,248,732,980,-21,0.00586,0.01163,True,False,620,0.63061,0,,0,,Lower-priority / background candidate
819,LHFPL3,1,0.34973,0.39373,0.34242,0.39948,0.28255,0.12022,0.24377,0.32687,1296,1589,1366,1216,-70,0.00731,0.03878,True,False,1454,0.24335,0,,0,,Current-positive low-rank / possible model miss
820,NOTCH2,0,0.31578,0.4648,0.2829,0.24704,0.2338,0.40277,0.15956,0.09363,1384,1079,1518,1637,-134,0.03287,0.07424,True,False,1501,0.22244,1,Known_T2D_GWAS_loci,0,,Lower-priority / background candidate
821,HOATZ,0,0.43842,0.50765,0.43704,0.46825,0.41219,0.5795,0.40388,0.43989,1062,760,1077,1012,-15,0.00138,0.00831,True,False,985,0.45886,0,,0,,Lower-priority / background candidate
822,ATP2A3,0,0.40388,0.49149,0.36344,0.42176,0.35956,0.51468,0.28476,0.36288,1157,877,1292,1151,-135,0.04044,0.07479,True,False,1162,0.38047,0,,0,,Lower-priority / background candidate
823,TMEM87B,0,0.11653,0.36706,0.12722,0.15948,0.00055,0.05928,0.00554,0.00332,1805,1699,1796,1800,9,-0.01069,-0.00499,False,True,1803,0.01717,0,,0,,Lower-priority / background candidate
824,SOS2,0,0.23867,0.4312,0.25552,0.27246,0.09529,0.26094,0.12964,0.12742,1634,1335,1572,1576,62,-0.01685,-0.03435,False,True,1644,0.15332,0,,0,,Lower-priority / background candidate
825,ITGA11,0,0.37166,0.49109,0.3713,0.36029,0.31967,0.5108,0.29695,0.26427,1229,884,1270,1329,-41,0.00037,0.02271,True,False,1225,0.34792,0,,0,,Lower-priority / background candidate
826,APOL5,1,0.82996,0.64222,0.77992,0.78842,0.97119,0.90138,0.93407,0.96953,53,179,120,56,-67,0.05003,0.03712,True,False,35,0.94404,0,,0,,Known/current-positive high-confidence recovery
827,DROSHA,1,0.62669,0.55818,0.70151,0.62737,0.69584,0.73352,0.81385,0.70692,550,482,337,530,213,-0.07482,-0.118,False,True,391,0.73753,0,,0,,Lower-priority / background candidate
828,SLC16A13,1,0.27453,0.49131,0.32506,0.22446,0.16122,0.51191,0.21828,0.06039,1515,882,1412,1697,103,-0.05053,-0.05706,False,True,1464,0.23795,0,,0,,Current-positive low-rank / possible model miss
829,MTNR1B,0,0.54815,0.61268,0.50112,0.42465,0.57507,0.85263,0.50416,0.37064,768,267,896,1137,-128,0.04703,0.07091,True,False,743,0.57562,2,Beta_cell_function_development; Known_T2D_GWAS_loci,0,,Lower-priority / background candidate
830,SLC39A6,1,0.49795,0.41719,0.47911,0.48955,0.50138,0.20332,0.46316,0.47922,901,1439,970,941,-69,0.01884,0.03823,True,False,1090,0.41177,0,,0,,Current-positive low-rank / possible model miss
831,P2RY12,1,0.80661,0.68174,0.68723,0.49655,0.94681,0.95623,0.79391,0.49086,97,80,373,920,-276,0.11938,0.15291,True,False,273,0.79695,0,,0,,Lower-priority / background candidate
832,SLC1A2,0,0.36022,0.46967,0.32624,0.38782,0.29585,0.42216,0.21994,0.30526,1272,1044,1409,1255,-137,0.03399,0.0759,True,False,1305,0.3108,0,,0,,Lower-priority / background candidate
833,ABCA6,1,0.52031,0.62925,0.47237,0.37325,0.5374,0.87756,0.45319,0.28421,836,222,988,1293,-152,0.04794,0.08421,True,False,823,0.53809,0,,0,,Lower-priority / background candidate
834,SIPA1L3,1,0.3794,0.42158,0.3892,0.33033,0.32909,0.22272,0.3241,0.21884,1212,1404,1221,1411,-9,-0.00981,0.00499,True,False,1378,0.27368,0,,0,,Current-positive low-rank / possible model miss
835,HNF1A,0,0.25815,0.46001,0.22308,0.28661,0.1313,0.37728,0.08089,0.15014,1569,1125,1660,1535,-91,0.03507,0.05042,True,False,1582,0.1849,1,Beta_cell_function_development,0,,Lower-priority / background candidate
836,ZNF664,0,0.37625,0.36553,0.48843,0.5909,0.32742,0.05706,0.47645,0.64377,1215,1703,946,644,269,-0.11218,-0.14903,False,True,1173,0.37618,0,,0,,Lower-priority / background candidate
837,FTHL17,1,0.40054,0.46515,0.40324,0.417,0.35734,0.40443,0.34958,0.35236,1161,1076,1175,1170,-14,-0.0027,0.00776,True,False,1191,0.36593,0,,0,,Current-positive low-rank / possible model miss
838,MAP3K1,1,0.50111,0.49554,0.53755,0.64897,0.50416,0.53075,0.55568,0.74571,896,848,803,460,93,-0.03644,-0.05152,False,True,723,0.58407,0,,0,,Lower-priority / background candidate
839,ZNF81,1,0.32032,0.4909,0.27302,0.24229,0.23712,0.5097,0.14681,0.08754,1378,886,1541,1648,-163,0.0473,0.0903,True,False,1447,0.24529,0,,0,,Current-positive low-rank / possible model miss
840,GPSM1,1,0.40169,0.34346,0.38582,0.4472,0.3579,0.02548,0.31745,0.40665,1160,1760,1233,1072,-73,0.01587,0.04044,True,False,1369,0.27687,0,,0,,Current-positive low-rank / possible model miss
841,CCDC152,0,0.69383,0.71655,0.67926,0.50823,0.79501,0.98338,0.78282,0.50526,371,31,393,894,-22,0.01457,0.01219,True,False,324,0.76662,0,,0,,Lower-priority / background candidate
842,LDB2,0,0.71569,0.53237,0.78654,0.78759,0.82272,0.6626,0.93906,0.96842,321,610,111,58,210,-0.07086,-0.11634,False,True,183,0.8482,0,,0,,High-ranked current-negative candidate requiring audit
843,NEGR1,0,0.21543,0.4173,0.22548,0.27116,0.06205,0.20554,0.08421,0.12632,1694,1435,1654,1578,40,-0.01005,-0.02216,False,True,1694,0.11953,0,,0,,Lower-priority / background candidate
844,CCP110,0,0.38091,0.45165,0.35265,0.4103,0.33296,0.34737,0.26537,0.34072,1205,1179,1327,1191,-122,0.02825,0.06759,True,False,1281,0.32161,0,,0,,Lower-priority / background candidate
845,IER5L,1,0.74359,0.59754,0.78668,0.75856,0.86482,0.82826,0.93961,0.9385,245,311,110,112,135,-0.04308,-0.07479,False,True,112,0.8928,0,,0,,Known/current-positive high-confidence recovery
846,TFAP2E,1,0.68696,0.58972,0.65225,0.62116,0.78615,0.81385,0.7374,0.69141,387,337,475,558,-88,0.03472,0.04875,True,False,346,0.7572,0,,0,,Lower-priority / background candidate
847,DENND4B,0,0.24018,0.43993,0.27596,0.23476,0.0964,0.29917,0.1518,0.07479,1632,1266,1532,1671,100,-0.03578,-0.0554,False,True,1639,0.15554,0,,0,,Lower-priority / background candidate
848,SPATA31A7,0,0.16251,0.37029,0.12886,0.17068,0.01163,0.06537,0.00609,0.01053,1785,1688,1795,1787,-10,0.03365,0.00554,True,False,1798,0.02341,0,,0,,Lower-priority / background candidate
849,PLCB4,1,0.25795,0.36682,0.2789,0.47961,0.13075,0.05817,0.15402,0.45817,1570,1701,1528,979,42,-0.02095,-0.02327,False,True,1549,0.20028,0,,0,,Current-positive low-rank / possible model miss
850,LEPR,0,0.51217,0.59482,0.56842,0.55852,0.52133,0.82382,0.60222,0.58504,865,319,719,750,146,-0.05625,-0.08089,False,True,617,0.6331,0,,0,,Lower-priority / background candidate
851,NDUFA8,0,0.15408,0.48648,0.16166,0.17792,0.00609,0.49086,0.0205,0.01385,1795,920,1769,1781,26,-0.00758,-0.0144,False,True,1669,0.13283,1,Mitochondrial_complex_I_OXPHOS,0,,Lower-priority / background candidate
852,PTGS2,1,0.64038,0.46827,0.71202,0.81203,0.71579,0.41496,0.83102,0.98393,514,1057,306,30,208,-0.07164,-0.11524,False,True,392,0.73643,0,,0,,Lower-priority / background candidate
853,SPATA31A5,0,0.76336,0.34944,0.70564,0.75008,0.89308,0.03213,0.82216,0.92632,194,1748,322,134,-128,0.05772,0.07091,True,False,533,0.66842,0,,0,,Lower-priority / background candidate
854,MED27,0,0.59747,0.61192,0.48006,0.42386,0.65042,0.84875,0.46371,0.36953,632,274,969,1139,-337,0.11741,0.1867,True,False,725,0.5831,0,,0,,Lower-priority / background candidate
855,PRMT6,1,0.50248,0.36964,0.5272,0.62902,0.50582,0.06427,0.54017,0.7108,893,1690,831,523,62,-0.02473,-0.03435,False,True,992,0.45526,0,,0,,Lower-priority / background candidate
856,COA7,1,0.72497,0.45136,0.68524,0.68956,0.8349,0.34571,0.7928,0.81884,299,1182,375,328,-76,0.03973,0.0421,True,False,471,0.69806,0,,0,,Lower-priority / background candidate
857,STK24,1,0.5768,0.56326,0.56982,0.45592,0.61828,0.75014,0.60388,0.41773,690,452,716,1052,-26,0.00698,0.0144,True,False,689,0.59751,0,,0,,Lower-priority / background candidate
858,MAD1L1,1,0.3053,0.40999,0.42655,0.52225,0.21551,0.17895,0.38615,0.52521,1417,1483,1109,858,308,-0.12125,-0.17064,False,True,1272,0.32645,0,,0,,Current-positive low-rank / possible model miss
859,HSH2D,1,0.70739,0.46466,0.70303,0.65057,0.81108,0.40222,0.81662,0.74848,342,1080,332,455,10,0.00436,-0.00554,False,True,479,0.6946,0,,0,,Lower-priority / background candidate
860,OR2K2,0,0.30052,0.46065,0.22181,0.26994,0.20277,0.38006,0.08033,0.12299,1440,1120,1661,1584,-221,0.07872,0.12244,True,False,1557,0.19654,0,,0,,Lower-priority / background candidate
861,PCM1,0,0.40972,0.41427,0.34649,0.41824,0.36787,0.1928,0.25208,0.35568,1142,1458,1351,1164,-209,0.06324,0.11579,True,False,1341,0.29211,0,,0,,Lower-priority / background candidate
862,MAML2,0,0.29955,0.39678,0.26315,0.34946,0.20222,0.13241,0.13629,0.24709,1441,1567,1560,1360,-119,0.0364,0.06593,True,False,1599,0.1795,0,,0,,Lower-priority / background candidate
863,GCGR,1,0.34098,0.5753,0.42469,0.38778,0.26814,0.77784,0.38338,0.30471,1322,402,1114,1256,208,-0.08371,-0.11524,False,True,1039,0.43352,0,,0,,Current-positive low-rank / possible model miss
864,SLC39A11,1,0.56538,0.78037,0.39991,0.24903,0.59945,0.99778,0.34349,0.09695,724,5,1186,1631,-462,0.16548,0.25596,True,False,886,0.50942,0,,0,,Lower-priority / background candidate
865,CEP95,0,0.42841,0.44249,0.47157,0.42291,0.39834,0.30637,0.45152,0.3662,1087,1253,991,1145,96,-0.04316,-0.05319,False,True,1161,0.38061,0,,0,,Lower-priority / background candidate
866,SH2B3,0,0.57307,0.65698,0.60632,0.57633,0.61274,0.92632,0.66482,0.62216,700,134,606,683,94,-0.03325,-0.05208,False,True,455,0.70651,0,,0,,Lower-priority / background candidate
867,ATAD3B,1,0.66186,0.65037,0.69631,0.4141,0.74903,0.91634,0.80554,0.34681,454,152,352,1180,102,-0.03445,-0.05651,False,True,460,0.70443,0,,0,,Lower-priority / background candidate
868,RNF112,0,0.3616,0.39029,0.39999,0.41526,0.29862,0.10914,0.34404,0.34958,1267,1609,1185,1175,82,-0.03838,-0.04543,False,True,1374,0.27535,0,,0,,Lower-priority / background candidate
869,PFN3,1,0.50396,0.59326,0.58224,0.78733,0.50914,0.81994,0.62382,0.96787,887,326,680,59,207,-0.07828,-0.11468,False,True,407,0.73019,0,,0,,Lower-priority / background candidate
870,ITGA1,0,0.38612,0.3944,0.42966,0.45704,0.3374,0.12244,0.39003,0.4205,1197,1585,1102,1047,95,-0.04354,-0.05263,False,True,1292,0.31759,0,,0,,Lower-priority / background candidate
871,SETBP1,1,0.21105,0.52253,0.29924,0.32495,0.05706,0.62715,0.18116,0.2133,1703,674,1479,1421,224,-0.0882,-0.1241,False,True,1387,0.26967,0,,0,,Current-positive low-rank / possible model miss
872,PCNX4,1,0.36762,0.49793,0.44116,0.5446,0.3108,0.54183,0.40942,0.56066,1245,828,1067,794,178,-0.07354,-0.09862,False,True,991,0.45568,0,,0,,Lower-priority / background candidate
873,NFX1,0,0.56415,0.38952,0.66762,0.63241,0.59723,0.10637,0.7662,0.71634,728,1614,423,513,305,-0.10347,-0.16898,False,True,808,0.54654,0,,0,,Lower-priority / background candidate
874,GFI1,1,0.47748,0.48758,0.41763,0.47303,0.46925,0.49529,0.37008,0.44654,959,912,1138,1000,-179,0.05985,0.09917,True,False,1005,0.44529,0,,0,,Current-positive low-rank / possible model miss
875,FSCB,1,0.66565,0.63514,0.69539,0.57074,0.75623,0.88754,0.80388,0.60831,441,204,355,708,86,-0.02974,-0.04764,False,True,329,0.76399,0,,0,,Lower-priority / background candidate
876,TESPA1,1,0.34144,0.38056,0.39693,0.43503,0.26981,0.08366,0.33906,0.38892,1319,1655,1194,1104,125,-0.05549,-0.06925,False,True,1384,0.27036,0,,0,,Current-positive low-rank / possible model miss
877,TET2,1,0.46287,0.39731,0.41623,0.44615,0.4482,0.13352,0.36842,0.40554,997,1565,1141,1074,-144,0.04664,0.07978,True,False,1240,0.33892,0,,0,,Current-positive low-rank / possible model miss
878,B4GALNT1,1,0.86522,0.74598,0.84904,0.78192,0.99114,0.9928,0.9928,0.96177,17,14,14,70,3,0.01618,-0.00166,False,True,4,0.98463,0,,0,,Known/current-positive high-confidence recovery
879,PLEKHB1,1,0.30708,0.51307,0.29372,0.23861,0.21939,0.59446,0.1723,0.08089,1410,733,1495,1660,-85,0.01336,0.04709,True,False,1398,0.26676,0,,0,,Current-positive low-rank / possible model miss
880,BCL2,0,0.3559,0.36529,0.39297,0.47354,0.2892,0.05485,0.33296,0.44709,1284,1707,1205,999,79,-0.03707,-0.04377,False,True,1363,0.28102,0,,0,,Lower-priority / background candidate
881,LPL,0,0.48069,0.59437,0.60426,0.56923,0.47645,0.82272,0.66039,0.60609,946,321,614,712,332,-0.12357,-0.18393,False,True,599,0.64141,0,,0,,Lower-priority / background candidate
882,LONRF1,1,0.66717,0.51462,0.62113,0.55956,0.75956,0.60166,0.68476,0.58837,435,720,570,744,-135,0.04603,0.07479,True,False,552,0.65859,0,,0,,Lower-priority / background candidate
883,LRRC74A,1,0.82861,0.41845,0.80073,0.8194,0.97064,0.20886,0.95512,0.98892,54,1429,82,21,-28,0.02788,0.01551,True,False,296,0.78089,0,,0,,Lower-priority / background candidate
884,ETV5,0,0.18547,0.41725,0.18565,0.22557,0.03047,0.20443,0.041,0.06094,1751,1437,1732,1696,19,-0.00018,-0.01053,False,True,1734,0.08421,0,,0,,Lower-priority / background candidate
885,HERC2,1,0.71809,0.57049,0.66058,0.6688,0.82604,0.76565,0.75125,0.78006,315,424,450,398,-135,0.0575,0.07479,True,False,297,0.78075,0,,0,,Lower-priority / background candidate
886,ESPN,1,0.62843,0.50682,0.66713,0.69108,0.70028,0.57618,0.76454,0.82382,542,766,426,319,116,-0.03871,-0.06427,False,True,434,0.7162,0,,0,,Lower-priority / background candidate
887,NBPF9,1,0.82321,0.6568,0.78571,0.80506,0.9662,0.92576,0.9385,0.97784,62,135,112,41,-50,0.0375,0.0277,True,False,25,0.95208,0,,0,,Known/current-positive high-confidence recovery
888,C12ORF43,1,0.81567,0.6651,0.72186,0.57468,0.95512,0.93684,0.85097,0.61994,82,115,270,687,-188,0.09381,0.10416,True,False,193,0.84072,0,,0,,Known/current-positive high-confidence recovery
889,THADA,1,0.67735,0.68053,0.60051,0.54106,0.77064,0.95457,0.65263,0.55623,415,83,628,802,-213,0.07684,0.11801,True,False,400,0.73352,1,Known_T2D_GWAS_loci,0,,Lower-priority / background candidate
890,C8ORF88,0,0.80388,0.66725,0.7497,0.69565,0.94404,0.94238,0.89529,0.83601,102,105,190,297,-88,0.05417,0.04875,True,False,91,0.90443,0,,0,,High-ranked current-negative candidate requiring audit
891,ZKSCAN4,1,0.46734,0.47338,0.46836,0.62103,0.45263,0.43823,0.44654,0.69086,989,1015,1000,559,-11,-0.00101,0.00609,True,False,891,0.50706,0,,0,,Lower-priority / background candidate
892,OASL,1,0.46927,0.41392,0.46876,0.47463,0.45485,0.19058,0.44709,0.44875,985,1462,999,996,-14,0.0005,0.00776,True,False,1150,0.38532,0,,0,,Current-positive low-rank / possible model miss
893,EPHA7,1,0.78149,0.5582,0.81603,0.77194,0.91579,0.73407,0.97285,0.95346,153,481,50,85,103,-0.03455,-0.05706,False,True,109,0.89404,0,,0,,Known/current-positive high-confidence recovery
894,PRIM1,1,0.38081,0.4245,0.41963,0.53188,0.33186,0.23213,0.37396,0.54072,1207,1387,1131,830,76,-0.03882,-0.0421,False,True,1182,0.36967,0,,0,,Current-positive low-rank / possible model miss
895,UNC80,0,0.27539,0.4095,0.16647,0.1793,0.16233,0.17728,0.02493,0.01496,1513,1486,1761,1779,-248,0.10892,0.1374,True,False,1728,0.09488,0,,0,,Lower-priority / background candidate
896,ACSL1,1,0.74921,0.63514,0.79925,0.76973,0.87535,0.88698,0.95291,0.95125,226,205,86,89,140,-0.05004,-0.07756,False,True,72,0.91662,0,,0,,Known/current-positive high-confidence recovery
897,KRT77,1,0.75635,0.53766,0.73801,0.80889,0.8831,0.67368,0.87645,0.98061,212,590,224,36,-12,0.01835,0.00665,True,False,171,0.85346,0,,0,,Known/current-positive high-confidence recovery
898,RPA4,0,0.65795,0.4532,0.71208,0.68439,0.74404,0.35512,0.83158,0.80499,463,1165,305,353,158,-0.05413,-0.08753,False,True,509,0.68393,0,,0,,Lower-priority / background candidate
899,COXFA4,1,0.73289,0.69219,0.71098,0.64552,0.85042,0.96953,0.82936,0.74017,271,56,309,470,-38,0.02192,0.02105,True,False,185,0.84737,0,,0,,Known/current-positive high-confidence recovery
900,RAI1,0,0.48731,0.3894,0.52269,0.58542,0.49086,0.10582,0.53352,0.63324,920,1615,843,663,77,-0.03538,-0.04266,False,True,1017,0.44086,0,,0,,Lower-priority / background candidate
901,PLCG2,1,0.71437,0.52595,0.59484,0.6233,0.82105,0.63712,0.64321,0.6964,324,656,645,549,-321,0.11954,0.17784,True,False,468,0.69945,0,,0,,Lower-priority / background candidate
902,HNF1B,1,0.58925,0.70275,0.66427,0.4565,0.63435,0.97562,0.759,0.41884,661,45,436,1050,225,-0.07502,-0.12465,False,True,474,0.69695,1,Beta_cell_function_development,0,,Lower-priority / background candidate
903,CDKN1C,1,0.45562,0.53472,0.69926,0.72016,0.43767,0.66759,0.80997,0.87313,1016,601,344,230,672,-0.24364,-0.3723,False,True,473,0.69709,0,,0,,Lower-priority / background candidate
904,AUTS2,1,0.45096,0.46986,0.55928,0.55981,0.42881,0.42327,0.58892,0.58892,1032,1042,743,743,289,-0.10832,-0.16011,False,True,888,0.50748,0,,0,,Lower-priority / background candidate
