rank_by_score,disease_id,evidence_mode,target_id,target_symbol,target_name,association_score,ds_clinical_precedence,ds_gwas_credible_sets,ds_eva,ds_genomics_england,ds_eva_somatic,ds_europepmc,prio_geneticConstraint,prio_hasHighQualityChemicalProbes,prio_hasLigand,prio_hasPocket,prio_hasSafetyEvent,prio_hasSmallMoleculeBinder,prio_isInMembrane,prio_isSecreted,prio_maxClinicalStage,prio_mouseKOScore,prio_mouseOrthologMaxIdentityPercentage,prio_paralogMaxIdentityPercentage,prio_tissueDistribution,prio_tissueSpecificity,prio_geneEssentiality,ds_impc,ds_gene_burden,ds_uniprot_variants,ds_uniprot_literature,prio_isCancerDriverGene,ds_expression_atlas,prio_hasTEP,rank_by_score_clean
3579,MONDO_0005148,direct_only,ENSG00000018236,CNTN1,contactin 1,0.0403867200171225,,0.0664330877392458,,,,,-0.7606177606177607,,0.0,0.0,,0.0,1.0,0.0,,-0.8954590397255241,0.7691549999999999,0.0,0.0,0.5,0.0,,,,,,,,3579
3580,MONDO_0005148,direct_only,ENSG00000123560,PLP1,proteolipid protein 1,0.0402636719464833,,,,,,0.3311534150323302,,,0.0,0.0,,0.0,1.0,0.0,,-0.8782300539799395,1.0,0.0,0.0,1.0,0.0,,,,,,,,3580
3581,MONDO_0005148,direct_only,ENSG00000072694,FCGR2B,Fc gamma receptor IIb,0.0402453953659963,,,,,,0.3310030970968116,0.0460011031439602,,0.0,0.0,,0.0,1.0,0.0,0.7,-0.9110511792600088,0.0,-0.60484,-1.0,1.0,0.0,,,,,,,,3581
3582,MONDO_0005148,direct_only,ENSG00000255346,NOX5,NADPH oxidase 5,0.040222607518185,,,,,,0.3308156757003238,0.1825703254274682,,1.0,0.0,,1.0,1.0,0.0,,,,0.0,0.5,1.0,0.0,,,,,,,,3582
3583,MONDO_0005148,direct_only,ENSG00000047346,ATOSA,atos homolog A,0.0401992250497566,,0.0661246727550034,,,,,-0.5264202978488692,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,3583
3584,MONDO_0005148,direct_only,ENSG00000188816,HMX2,H6 family homeobox 2,0.0401950531397823,,0.0661178102798818,,,,,0.4068394925537781,,0.0,0.0,,0.0,0.0,0.0,,-0.8056209443143653,0.6886450000000004,0.0,0.5,0.75,0.0,,,,,,,,3584
3585,MONDO_0005148,direct_only,ENSG00000153071,DAB2,DAB adaptor protein 2,0.0401361543258737,,,,,,0.3301046310168587,-0.7100937672366243,,0.0,0.0,,0.0,1.0,0.0,,,0.1753250000000001,0.0,-1.0,0.5,0.0,,,,,,,,3585
3586,MONDO_0005148,direct_only,ENSG00000241644,INMT,indolethylamine N-methyltransferase,0.0401295778003579,,0.0660101083182741,,,,,0.6614451185879757,,1.0,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,3586
3587,MONDO_0005148,direct_only,ENSG00000226344,CST12P,"cystatin 12, pseudogene",0.0401242146748024,,,,,,0.3300064319198705,,,,,,,,,,,,,,,,,,,,,,,3587
3588,MONDO_0005148,direct_only,ENSG00000189058,APOD,apolipoprotein D,0.0400727155983519,,,,,,0.3295828715684884,0.6364037506894649,,0.0,1.0,,0.0,1.0,1.0,,,0.0,,0.0,0.5,0.0,,,,,,,,3588
3589,MONDO_0005148,direct_only,ENSG00000139645,ANKRD52,ankyrin repeat domain 52,0.0400538782395504,,0.0658855882888483,,,,,-0.9888582460011032,,0.0,0.0,,0.0,0.0,0.0,,-0.1427159954401025,0.95353,0.0,-1.0,-1.0,0.0,,,,,,,,3589
3590,MONDO_0005148,direct_only,ENSG00000100991,TRPC4AP,transient receptor potential cation channel subfamily C member 4 associated protein,0.0399959318739784,,,,,,0.0121586159522324,-0.616657473800331,,0.0,0.0,,0.0,0.0,0.0,,-0.6287825672894223,0.8808050000000002,,-1.0,-1.0,0.0,0.32591170059959,,,,,,,3590
3591,MONDO_0005148,direct_only,ENSG00000010379,SLC6A13,solute carrier family 6 member 13,0.0399804004481662,,0.0612052419193307,,,,0.0911896196417431,0.3154991726420297,,0.0,0.0,,1.0,0.0,0.0,,,0.5514949999999998,-0.2649499999999999,0.5,0.75,0.0,,,,,,,,3591
3592,MONDO_0005148,direct_only,ENSG00000166923,GREM1,"gremlin 1, DAN family BMP antagonist",0.0399690917531771,,,,,,0.3287306047843257,-0.1938223938223938,,0.0,0.0,,0.0,0.0,1.0,,-0.8119536621317172,0.8913049999999998,0.0,0.0,0.5,0.0,,,,,,,,3592
3593,MONDO_0005148,direct_only,ENSG00000110911,SLC11A2,solute carrier family 11 member 2,0.0399493107038378,,,,,,0.328567913163692,-0.3181467181467181,,1.0,0.0,,1.0,0.0,0.0,,-0.8727641588849552,0.4830649999999998,-0.0329774999999999,-1.0,-1.0,0.0,,,,,,,,3593
3594,MONDO_0005148,direct_only,ENSG00000184743,ATL3,atlastin GTPase 3,0.0399146243059478,,,,,,0.3282826307102754,-0.134473248758963,,0.0,0.0,,0.0,0.0,0.0,,-0.5548572730811177,0.7319800000000001,-0.0619225,-1.0,-1.0,0.0,,,,,,,,3594
3595,MONDO_0005148,direct_only,ENSG00000066427,ATXN3,ataxin 3,0.0399146243059478,,,,,,0.3282826307102754,-0.5928295642581357,,0.0,1.0,,0.0,1.0,0.0,,-0.2948340685200087,0.2797800000000002,-0.2313024999999999,-1.0,-1.0,0.0,,,,,,,,3595
3596,MONDO_0005148,direct_only,ENSG00000241360,PDXP,pyridoxal phosphatase,0.0398940920917986,,,,,,0.3281137610442721,0.940099282956426,,0.0,1.0,,0.0,1.0,0.0,,-0.3220997996269761,0.5270249999999997,0.0,-1.0,0.75,0.0,,,,,,,,3596
3597,MONDO_0005148,direct_only,ENSG00000102974,CTCF,CCCTC-binding factor,0.0398933371824908,,,,,,0.3281075522018282,-0.9525648097076668,,0.0,0.0,,0.0,0.0,0.0,,-0.9023221435976048,0.958735,0.0,-1.0,-1.0,-1.0,,,,,255.0,,,3597
3598,MONDO_0005148,direct_only,ENSG00000058335,RASGRF1,Ras protein specific guanine nucleotide releasing factor 1,0.039860829904877,,,,,,0.3278401921853469,-0.8456701599558742,,0.0,0.0,,0.0,0.0,0.0,,-0.2964066455729203,0.2243450000000003,-0.1845675,0.5,1.0,0.0,,,,,,,,3598
3599,MONDO_0005148,direct_only,ENSG00000198830,HMGN2,high mobility group nucleosomal binding domain 2,0.0398370926626887,,0.0655289924761121,,,,,-0.1440706012134583,,0.0,0.0,,0.0,0.0,0.0,,,,-0.6666675000000002,-1.0,-1.0,-1.0,,,,,,,,3599
3600,MONDO_0005148,direct_only,ENSG00000162461,SLC25A34,solute carrier family 25 member 34,0.0398347450980525,,0.0655251309105434,,,,,0.4931053502482074,,0.0,0.0,,0.0,0.0,0.0,,,0.4243400000000001,0.0,0.0,0.75,0.0,,,,,,,,3600
3601,MONDO_0005148,direct_only,ENSG00000083642,PDS5B,PDS5 cohesin associated factor B,0.0398180157099852,,0.065497612337487,,,,,-0.6908990623276338,,0.0,0.0,,0.0,0.0,0.0,,-0.9095351660734576,0.8237749999999998,-0.08604,-1.0,-1.0,0.0,,,,,,,,3601
3602,MONDO_0005148,direct_only,ENSG00000114026,OGG1,8-oxoguanine DNA glycosylase,0.0398098416169973,,,,,,0.3274208328760309,0.2289023717595146,,1.0,0.0,,1.0,0.0,0.0,,-0.2915969079591141,0.2463749999999997,,-1.0,-1.0,0.0,,,,,,,,3602
3603,MONDO_0005148,direct_only,ENSG00000130940,CASZ1,castor zinc finger 1,0.0397956656100379,,,,,,0.3273042406009307,-0.8989520132377276,,0.0,0.0,,0.0,0.0,0.0,,-0.9379506382087366,,,0.0,0.5,0.0,,,,,,,,3603
3604,MONDO_0005148,direct_only,ENSG00000086289,EPDR1,ependymin related 1,0.0397914310210529,,,,,,0.327269412714256,0.7541092112520684,,0.0,0.0,,0.0,0.0,1.0,,-0.132072988270388,0.0,,-1.0,0.5,0.0,,,,,,,,3604
3605,MONDO_0005148,direct_only,ENSG00000002549,LAP3,leucine aminopeptidase 3,0.0397779531845698,,0.038027279566399,,,,0.2796244631682538,0.0077220077220077,,0.0,0.0,,1.0,0.0,0.0,0.2,,0.5183050000000001,0.0,-1.0,-1.0,0.0,,,,,,,,3605
3606,MONDO_0005148,direct_only,ENSG00000164414,SLC35A1,solute carrier family 35 member A1,0.0397644345349241,,,,,,0.3270473768654817,-0.4626585769442912,,0.0,0.0,,0.0,0.0,0.0,,-0.0220234253186279,0.569735,0.0,-1.0,-1.0,0.0,,,,,,,,3606
3607,MONDO_0005148,direct_only,ENSG00000187021,PNLIPRP1,pancreatic lipase related protein 1,0.0397290130900394,,,,,,0.1249635528423887,0.5354660783232212,,0.0,0.0,,0.0,0.0,1.0,,-0.222561047136359,0.1862949999999998,-0.1862950000000001,0.5,1.0,0.0,0.2955151607190089,,,,,,,3607
3608,MONDO_0005148,direct_only,ENSG00000099377,HSD3B7,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",0.0396960816007342,,0.0652970399866042,,,,,0.6150027578599007,,0.0,0.0,,0.0,0.0,0.0,,-0.7381987713783561,0.349595,0.0,-1.0,1.0,0.0,,,,,,,,3608
3609,MONDO_0005148,direct_only,ENSG00000187049,TMEM216,transmembrane protein 216,0.0396729377230594,,0.0652589700652156,,,,,0.6503033645890788,,0.0,0.0,,0.0,0.0,0.0,,-0.744396510173152,0.3793100000000002,0.0,-1.0,-1.0,0.0,,,,,,,,3609
3610,MONDO_0005148,direct_only,ENSG00000142798,HSPG2,heparan sulfate proteoglycan 2,0.0396630604769174,,,,,,0.3262136137266102,-0.5649200220628792,,0.0,0.0,255.0,0.0,0.0,1.0,,-0.9767903354568072,0.3031199999999998,0.0,0.0,0.5,0.0,,,,,,,,3610
3611,MONDO_0005148,direct_only,ENSG00000248098,BCKDHA,branched chain keto acid dehydrogenase E1 subunit alpha,0.0396611187379619,,,,,,0.3261976436609118,0.210700496414782,,0.0,0.0,,0.0,0.0,0.0,,-0.4115069765124798,0.629215,0.0,-1.0,-1.0,0.0,,,,,,,,3611
3612,MONDO_0005148,direct_only,ENSG00000173250,GPR151,G protein-coupled receptor 151,0.0395874981351586,,,,,,0.325592142154059,0.3115278543849973,,0.0,0.0,,0.0,1.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,3612
3613,MONDO_0005148,direct_only,ENSG00000109072,VTN,vitronectin,0.0395420730096655,,,,,,0.3252185377432313,0.1303916161059017,,0.0,0.0,,0.0,0.0,1.0,,-0.1012954787206396,0.0,0.0,0.0,1.0,0.0,,,,,,,,3613
3614,MONDO_0005148,direct_only,ENSG00000152782,PANK1,pantothenate kinase 1,0.0394924616052432,,0.0632902908620874,,,,0.0334361938686391,-0.2600110314396029,1.0,1.0,1.0,,1.0,0.0,0.0,,-0.8424104409256239,0.5444699999999998,-0.2082425,0.0,0.5,0.0,,,,,,,,3614
3615,MONDO_0005148,direct_only,ENSG00000079337,RAPGEF3,Rap guanine nucleotide exchange factor 3,0.0394587905120243,,0.0424700071202151,,,,0.0739082389817114,-0.0258135686707114,,1.0,0.0,,1.0,0.0,0.0,,-0.3309271925009971,0.5341299999999997,0.0,0.0,-1.0,0.0,0.2632340353658319,,,,,,,3615
3616,MONDO_0005148,direct_only,ENSG00000215183,MSMP,"microseminoprotein, prostate associated",0.0394492735406837,,0.0633712324746937,,,,0.030396539880581,-0.014892443463872,,0.0,0.0,,0.0,0.0,1.0,,-0.643456642378924,0.5683450000000001,0.0,0.5,0.5,0.0,,,,,,,,3616
3617,MONDO_0005148,direct_only,ENSG00000165487,MICU2,mitochondrial calcium uptake 2,0.0394108625652272,,0.0648278763307613,,,,,0.5646993932708217,,0.0,0.0,,0.0,0.0,0.0,,-0.8874472586516526,0.2972349999999998,0.0,-1.0,-1.0,0.0,,,,,,,,3617
3618,MONDO_0005148,direct_only,ENSG00000105808,RASA4,RAS p21 protein activator 4,0.0394038206532601,,0.0454086266546705,,,,0.26732068128311,0.7915057915057915,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.31507,-0.9937725,-1.0,0.75,0.0,,,,,,,,3618
3619,MONDO_0005148,direct_only,ENSG00000244682,FCGR2C,Fc gamma receptor IIc (gene/pseudogene),0.0393910528451444,,,,,,0.323976454227193,,,,,,,1.0,0.0,,-0.9110511792600088,0.0,-0.5975224999999998,0.5,1.0,,,,,,,,,3619
3620,MONDO_0005148,direct_only,ENSG00000163254,CRYGC,crystallin gamma C,0.0393694629069859,,0.0601243047047702,,,,0.0927094466357722,-0.0478764478764478,,0.0,0.0,,0.0,0.0,0.0,,-0.6523070705451406,0.2528750000000002,-0.4827574999999999,1.0,1.0,0.0,,,,,,,,3620
3621,MONDO_0005148,direct_only,ENSG00000168389,MFSD2A,"MFSD2 lysolipid transporter A, lysophospholipid",0.0393602545239207,,,,,,0.3237231497281882,-0.6054054054054054,,0.0,0.0,,0.0,1.0,0.0,,-0.9151321455397906,0.2547150000000002,0.0,0.0,0.5,0.0,,,,,,,,3621
3622,MONDO_0005148,direct_only,ENSG00000213722,DDAH2,"DDAH family member 2, ADMA-independent",0.039343189327565,,,,,,0.3235827949672294,-0.6276889134031991,,0.0,0.0,,0.0,0.0,0.0,,,0.8596499999999999,0.0,-1.0,-1.0,0.0,,,,,,,,3622
3623,MONDO_0005148,direct_only,ENSG00000204103,MAFB,MAF bZIP transcription factor B,0.0393377181266237,,,,,,0.3235377964167129,-0.7201323772752344,,0.0,0.0,,0.0,0.0,0.0,,-0.8988222625954534,0.86068,0.0,0.0,0.5,0.0,,,,,,,,3623
3624,MONDO_0005148,direct_only,ENSG00000113013,HSPA9,heat shock protein family A (Hsp70) member 9,0.0392648164021382,,,,,,0.3229382074110902,-0.6597904026475455,,1.0,0.0,,1.0,0.0,0.0,,-0.2968332104456023,0.9189999999999998,0.0,-1.0,-1.0,-1.0,,,,,,,,3624
3625,MONDO_0005148,direct_only,ENSG00000229807,XIST,X inactive specific transcript,0.0392531841015935,,,,,,0.3228425361554934,,,,,,,,,,-0.5172764477646086,,,,,,,,,,,,,3625
3626,MONDO_0005148,direct_only,ENSG00000138061,CYP1B1,cytochrome P450 family 1 subfamily B member 1,0.0392209080666041,,,,,,0.3225770780218027,0.2144511858797573,0.0,1.0,0.0,255.0,1.0,0.0,0.0,,-0.1474135986046662,0.051565,0.0,0.0,-1.0,0.0,,,,,,,,3626
3627,MONDO_0005148,direct_only,ENSG00000085563,ABCB1,ATP binding cassette subfamily B member 1,0.0392029712821477,,,,,,0.3224295547796277,-0.6017650303364589,0.0,1.0,0.0,255.0,1.0,1.0,0.0,0.7,-0.8508480528094389,0.3632800000000003,-0.4003900000000001,0.0,0.5,0.0,,,,,,,,3627
3628,MONDO_0005148,direct_only,ENSG00000165688,PMPCA,"peptidase, mitochondrial processing subunit alpha",0.0391754645965783,,,,,,0.3222033227341592,0.2499724214009928,,0.0,0.0,,0.0,0.0,0.0,,-0.6159296494065005,0.5523800000000001,0.0,-1.0,-1.0,-1.0,,,,,,,,3628
3629,MONDO_0005148,direct_only,ENSG00000149091,DGKZ,diacylglycerol kinase zeta,0.0391695781378471,,0.0614673191308393,,,,0.059273252767133,-0.7387755102040816,,0.0,0.0,,1.0,0.0,0.0,,-0.2447758709530498,0.6012949999999997,-0.0705825,-1.0,0.5,0.0,,,,,,,,3629
3630,MONDO_0005148,direct_only,ENSG00000158169,FANCC,FA complementation group C,0.0391476666985059,,0.0643949391152833,,,,,0.0989520132377275,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.5,0.0,,,,,,,,3630
3631,MONDO_0005148,direct_only,ENSG00000147896,IFNK,interferon kappa,0.0391062806209433,,0.0481792542626664,,,,0.261410242972997,0.763265306122449,,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,,0.0,,,,,,,,3631
3632,MONDO_0005148,direct_only,ENSG00000242802,AP5Z1,adaptor related protein complex 5 subunit zeta 1,0.0390427475624218,,0.0625505454098284,,,,0.0334361938686391,0.7622724765581907,,0.0,0.0,,0.0,0.0,0.0,,-0.2967185957830673,0.0,0.0,0.0,-1.0,0.0,,,,,,,,3632
3633,MONDO_0005148,direct_only,ENSG00000182871,COL18A1,collagen type XVIII alpha 1 chain,0.0390413914027507,,,,,,0.3211006216178944,0.0565912851627137,,0.0,0.0,,0.0,0.0,1.0,1.0,-0.8934884720984734,0.0,0.0,-1.0,0.5,0.0,,,,,,,,3633
3634,MONDO_0005148,direct_only,ENSG00000165240,ATP7A,ATPase copper transporting alpha,0.03900360996415,,,,,,0.3207898836297121,,,0.0,0.0,255.0,0.0,0.0,0.0,,-0.980286236374442,0.4666649999999997,0.0,0.0,-1.0,0.0,,,,,,,,3634
3635,MONDO_0005148,direct_only,ENSG00000162267,ITIH3,inter-alpha-trypsin inhibitor heavy chain 3,0.0389641636643842,,0.0551261112933361,,,,0.1793395852954282,0.1021511307225593,,0.0,0.0,,0.0,0.0,1.0,,,0.2471899999999998,0.0,0.0,1.0,0.0,,,,,,,,3635
3636,MONDO_0005148,direct_only,ENSG00000171428,NAT1,N-acetyltransferase 1,0.0389598763480123,,,,,,0.3204301912411252,0.9361279646993932,,1.0,1.0,,1.0,0.0,0.0,,-0.2035914972095168,0.1034500000000001,-0.5172425,0.0,-1.0,0.0,,,,,,,,3636
3637,MONDO_0005148,direct_only,ENSG00000142748,FCN3,ficolin 3,0.0389558048183244,,,,,,0.3203967044552622,0.4090457804743519,,0.0,1.0,,0.0,0.0,1.0,,,,0.0,0.0,0.75,0.0,,,,,,,,3637
3638,MONDO_0005148,direct_only,ENSG00000134575,ACP2,"acid phosphatase 2, lysosomal",0.0389548846437587,,0.0332203116418665,,,,0.2788637468164843,-0.2804191947049089,,0.0,0.0,,0.0,0.0,0.0,,-0.3412390601929027,0.468085,0.0,-1.0,-1.0,0.0,,,,,,,,3638
3639,MONDO_0005148,direct_only,ENSG00000187838,PLSCR3,phospholipid scramblase 3,0.0389167586982991,,,,,,,-0.2336458907887479,,0.0,0.0,,0.0,0.0,0.0,,-0.2902503103300966,0.6610149999999997,0.0,-1.0,-1.0,0.0,0.3200755649425185,,,,,,,3639
3640,MONDO_0005148,direct_only,ENSG00000090512,FETUB,fetuin B,0.038907371386617,,,,,,0.3199983578679721,0.3744070601213458,,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,0.5,1.0,0.0,,,,,,,,3640
3641,MONDO_0005148,direct_only,ENSG00000184470,TXNRD2,thioredoxin reductase 2,0.0388860577205092,,0.0437002844154546,,,,0.2651977055369812,0.3632653061224489,,1.0,0.0,,1.0,0.0,0.0,,-0.8575444940925991,0.2080150000000003,0.0,-1.0,-1.0,0.0,,,,,,,,3641
3642,MONDO_0005148,direct_only,ENSG00000179097,HTR1F,5-hydroxytryptamine receptor 1F,0.0388815382642981,,0.0639571780489689,,,,,0.0747931605074463,0.0,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.7131149999999998,0.0,0.5,0.5,0.0,,,,,,,,3642
3643,MONDO_0005148,direct_only,ENSG00000072518,MARK2,microtubule affinity regulating kinase 2,0.0388535448059696,,,,,,0.3195556546782432,-0.8977385548814121,,1.0,0.0,,1.0,1.0,0.0,,-0.9004318810833447,0.8413699999999998,-0.1148475000000001,-1.0,-1.0,0.0,,,,,,,,3643
3644,MONDO_0005148,direct_only,ENSG00000188710,QRFP,pyroglutamylated RFamide peptide,0.0388116206236104,,0.0638421688391009,,,,,0.6645339216767787,,0.0,0.0,,0.0,0.0,1.0,,-0.2599240491862176,0.0,,0.5,-1.0,0.0,,,,,,,,3644
3645,MONDO_0005148,direct_only,ENSG00000102001,CACNA1F,calcium voltage-gated channel subunit alpha1 F,0.0388058847418936,0.0623129067551911,,,,,0.030396539880581,,,1.0,0.0,,1.0,0.0,0.0,1.0,-0.3411983435771695,0.6108849999999997,-0.1912500000000001,0.5,1.0,0.0,,,,,,,,3645
3646,MONDO_0005148,direct_only,ENSG00000233276,GPX1,glutathione peroxidase 1,0.0387805584106534,,,,,,0.3189553692871844,0.5895201323772752,,0.0,0.0,,0.0,0.0,1.0,,-0.3407854726176509,0.2610849999999999,-0.0640399999999999,-1.0,-1.0,0.0,,,,,,,,3646
3647,MONDO_0005148,direct_only,ENSG00000117691,NENF,neudesin neurotrophic factor,0.0387750864206699,,,,,,0.3189103642470962,0.4447876447876449,,0.0,0.0,,0.0,0.0,1.0,,-0.1250770947412433,0.5348849999999998,,-1.0,-1.0,0.0,,,,,,,,3647
3648,MONDO_0005148,direct_only,ENSG00000174840,PDE12,phosphodiesterase 12,0.0387559062360885,,0.0594950073189124,,,,0.0851103116656269,-0.356315499172642,,0.0,0.0,,1.0,0.0,0.0,,,0.4170749999999998,0.0,-1.0,-1.0,0.0,,,,,,,,3648
3649,MONDO_0005148,direct_only,ENSG00000130544,ZNF557,zinc finger protein 557,0.038723110780417,,0.0636965768678747,,,,,0.443353557639272,,0.0,0.0,,0.0,0.0,0.0,,-0.1766567774881522,,-0.3255825000000001,0.0,-1.0,0.0,,,,,,,,3649
3650,MONDO_0005148,direct_only,ENSG00000185803,SLC52A2,solute carrier family 52 member 2,0.0386990513013579,,,,,,0.318285004258667,-0.0251516822945394,,0.0,0.0,,0.0,1.0,0.0,,-0.5756594462782788,0.1348300000000001,-0.6573025000000001,-1.0,-1.0,0.0,,,,,,,,3650
3651,MONDO_0005148,direct_only,ENSG00000109738,GLRB,glycine receptor beta,0.0386674536196957,,0.063605025064709,,,,,-0.3727523441809156,,1.0,0.0,,1.0,1.0,0.0,1.0,-0.887395570545193,0.8390349999999998,0.0,0.0,0.5,0.0,,,,,,,,3651
3652,MONDO_0005148,direct_only,ENSG00000105516,DBP,D-box binding PAR bZIP transcription factor,0.0386651912358154,,,,,,0.3180065180750795,0.1380033094318808,,0.0,0.0,,0.0,0.0,0.0,,,0.6307699999999997,0.0,-1.0,-1.0,0.0,,,,,,,,3652
3653,MONDO_0005148,direct_only,ENSG00000181104,F2R,coagulation factor II thrombin receptor,0.0386556804019385,,,,,,0.3179282950773769,-0.1536679536679537,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,-0.9505194690162068,0.0,0.0,0.0,0.5,0.0,,,,,,,,3653
3654,MONDO_0005148,direct_only,ENSG00000171860,C3AR1,complement C3a receptor 1,0.0386264816108711,,,,,,0.317688146106622,0.7324875896304468,0.0,1.0,0.0,,1.0,1.0,0.0,,-0.7119471662350787,0.0,0.0,0.0,0.5,0.0,,,,,,,,3654
3655,MONDO_0005148,direct_only,ENSG00000204315,FKBPL,FKBP prolyl isomerase like,0.0386210948145513,,,,,,0.317643841752072,0.6014340871483728,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,3655
3656,MONDO_0005148,direct_only,ENSG00000183762,KREMEN1,kringle containing transmembrane protein 1,0.0386062178375839,,0.0616171783353719,,,,0.0377423703517214,-0.2093767236624379,,0.0,0.0,,0.0,1.0,0.0,,-0.1762197447245117,0.6943249999999999,0.0,-1.0,-1.0,0.0,,,,,,,,3656
3657,MONDO_0005148,direct_only,ENSG00000111676,ATN1,atrophin 1,0.0385926226108779,,,,,,0.3174096686867724,-0.8441257584114727,,0.0,0.0,,0.0,0.0,0.0,,-0.8870723516304102,0.6428550000000002,0.0,-1.0,-1.0,0.0,,,,,,,,3657
3658,MONDO_0005148,direct_only,ENSG00000013810,TACC3,transforming acidic coiled-coil containing protein 3,0.038541272321165,,0.0633974664099635,,,,,-0.3442912300055157,1.0,0.0,0.0,,0.0,0.0,0.0,,-0.7873497254564068,0.0,0.0,-1.0,0.5,0.0,,,,,,,,3658
3659,MONDO_0005148,direct_only,ENSG00000149452,SLC22A8,solute carrier family 22 member 8,0.038500468056425,0.0607930797611621,,,,,0.05074533463397,0.0596800882515167,,1.0,0.0,,1.0,1.0,0.0,1.0,-0.170737797500802,0.0,0.0,0.5,0.75,0.0,,,,,,,,3659
3660,MONDO_0005148,direct_only,ENSG00000077420,APBB1IP,amyloid beta precursor protein binding family B member 1 interacting protein,0.0384836590727902,,0.0633026969911396,,,,,-0.5881963596249311,,0.0,0.0,,0.0,1.0,0.0,,-0.289185739793931,0.0465449999999997,0.0,0.0,0.5,0.0,,,,,,,,3660
3661,MONDO_0005148,direct_only,ENSG00000164458,TBXT,T-box transcription factor T,0.0384786295487157,,0.0527166272419575,,,,0.211555931279736,-0.4817429674572532,,0.0,0.0,,0.0,0.0,0.0,,-0.9659479941141692,0.5527500000000003,0.0,0.5,0.75,0.0,,,,,,,1.0,3661
3662,MONDO_0005148,direct_only,ENSG00000279050,PWAR1,Prader Willi/Angelman region RNA 1,0.038469696614929,,,,,,0.3163986490408532,,,,,,,,,,,,,,,,,,,,,,,3662
3663,MONDO_0005148,direct_only,ENSG00000144306,SCRN3,secernin 3,0.0384657359913166,,0.0632732148830707,,,,,0.382680639823497,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0448099999999996,0.0,-1.0,-1.0,0.0,,,,,,,,3663
3664,MONDO_0005148,direct_only,ENSG00000160791,CCR5,C-C motif chemokine receptor 5,0.0384547437785821,,,,,,0.3162756676389764,0.7373414230557087,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,-0.9378199235698678,0.1193199999999997,-0.3323875000000001,0.0,0.5,0.0,,,,,,,,3664
3665,MONDO_0005148,direct_only,ENSG00000124767,GLO1,glyoxalase I,0.0384520502068567,,,,,,0.3162535140341906,,,1.0,0.0,,1.0,1.0,0.0,,-0.170737797500802,0.5108699999999999,0.0,-1.0,-1.0,0.0,,,,,,,,3665
3666,MONDO_0005148,direct_only,ENSG00000185813,PCYT2,"phosphate cytidylyltransferase 2, ethanolamine",0.0384420106160417,,,,,,0.3161709422114239,-0.1134031991174848,,0.0,1.0,,0.0,0.0,0.0,,-0.3074028175658705,0.575835,0.0,-1.0,0.5,0.0,,,,,,,,3666
3667,MONDO_0005148,direct_only,ENSG00000118961,LDAH,lipid droplet associated hydrolase,0.0384369830620269,,0.0632259184976881,,,,,0.3482625482625483,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,-1.0,-1.0,0.0,,,,,,,,3667
3668,MONDO_0005148,direct_only,ENSG00000187094,CCK,cholecystokinin,0.0384367874638265,,,,,,0.3161279837675044,0.7667953667953669,,0.0,0.0,255.0,0.0,0.0,1.0,,0.0,0.0434800000000002,,0.5,0.75,0.0,,,,,,,,3668
3669,MONDO_0005148,direct_only,ENSG00000197632,SERPINB2,serpin family B member 2,0.03842080581882,,,,,,0.3104082282104209,0.1147269718698289,,0.0,0.0,,0.0,0.0,1.0,,-0.2444259317739885,0.0,0.0,0.0,0.5,0.0,,,,,,0.0223532503783376,,3669
3670,MONDO_0005148,direct_only,ENSG00000138185,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,0.0383524673114559,,,,,,0.3154344825277104,-0.3855488141202426,,1.0,0.0,,1.0,0.0,0.0,,-0.8826237254836311,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,3670
3671,MONDO_0005148,direct_only,ENSG00000166278,C2,complement C2,0.0383523085712597,,,,,,0.3154331769498645,-0.1018201875344732,,0.0,0.0,,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,3671
3672,MONDO_0005148,direct_only,ENSG00000112964,GHR,growth hormone receptor,0.0383455069769027,,,,,,0.3153772364186089,-0.5031439602868174,,0.0,0.0,,0.0,1.0,1.0,1.0,-0.9390646860478048,0.0,0.0,0.0,0.5,0.0,,,,,,,,3672
