rank_by_score,disease_id,evidence_mode,target_id,target_symbol,target_name,association_score,ds_clinical_precedence,ds_gwas_credible_sets,ds_eva,ds_genomics_england,ds_eva_somatic,ds_europepmc,prio_geneticConstraint,prio_hasHighQualityChemicalProbes,prio_hasLigand,prio_hasPocket,prio_hasSafetyEvent,prio_hasSmallMoleculeBinder,prio_isInMembrane,prio_isSecreted,prio_maxClinicalStage,prio_mouseKOScore,prio_mouseOrthologMaxIdentityPercentage,prio_paralogMaxIdentityPercentage,prio_tissueDistribution,prio_tissueSpecificity,prio_geneEssentiality,ds_impc,ds_gene_burden,ds_uniprot_variants,ds_uniprot_literature,prio_isCancerDriverGene,ds_expression_atlas,prio_hasTEP
3515,MONDO_0005148,direct_only,ENSG00000171246,NPTX1,neuronal pentraxin 1,0.041710690448742184,,0.06861091856607866,,,,,-0.665526751241037,,0,0,,0,0,1,,0,0.8148150000000001,0,0,1,0,,,,,,,
3516,MONDO_0005148,direct_only,ENSG00000149932,TMEM219,transmembrane protein 219,0.04170363878074869,,0.0629759592297769,,,,0.11246719755814989,0.626365140650855,,0,0,,0,1,0,,-0.6328870352586558,0.1875,0,-1,-1,0,,,,,,,
3517,MONDO_0005148,direct_only,ENSG00000162882,HAAO,"3-hydroxyanthranilate 3,4-dioxygenase",0.041676850958072116,,0.06728552415478561,,,,0.02539462037356544,0.7124103695532267,,0,0,,1,0,0,,-0.6448376219852331,0.2657350000000001,,0,1,0,,,,,,,
3518,MONDO_0005148,direct_only,ENSG00000198682,PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2,0.04166474355972729,,,,,,0.34267669711269483,0.3022614451185879,,0,1,,0,0,0,,-0.7245317479552738,0.6284350000000003,-0.4264949999999999,-1,0.5,0,,,,,,,
3519,MONDO_0005148,direct_only,ENSG00000127329,PTPRB,protein tyrosine phosphatase receptor type B,0.04161014369545332,,0.06517789875458288,,,,0.06535256074324927,-0.7249862107004964,,1,0,255,1,1,0,0.2,-0.9142875150868576,0,0,0,-1,0,,,,,255,,
3520,MONDO_0005148,direct_only,ENSG00000214548,MEG3,maternally expressed 3,0.04157272810748328,,,,,,0.3419199049530813,,,,,,,,,,-0.8795628360449448,,,,,,,,,,,,
3521,MONDO_0005148,direct_only,ENSG00000143226,FCGR2A,Fc gamma receptor IIa,0.041551129320258395,,,,,,0.34174226312847117,-0.07964699393270824,,0,0,,0,1,0,,-0.9110511792600087,0,-0.6372250000000002,-1,0.5,0,,,,,,,
3522,MONDO_0005148,direct_only,ENSG00000132436,FIGNL1,fidgetin like 1,0.04154752848227688,,0.06834252952063744,,,,,-0.5491450634307777,,0,1,,0,0,0,,,0,0,-1,-1,0,,,,,,,
3523,MONDO_0005148,direct_only,ENSG00000013573,DDX11,DEAD/H-box helicase 11,0.04152444036468805,,0.0683045513203562,,,,,-0.31704357418643137,,0,0,,0,0,0,,-0.7601775772105956,0,0,-1,-1,-1,,,,,,,
3524,MONDO_0005148,direct_only,ENSG00000144381,HSPD1,heat shock protein family D (Hsp60) member 1,0.041521610142731064,,,,,,0.3414994791007224,-0.9650303364589079,,1,0,,1,0,0,,-0.8477009589267376,0.8778350000000004,0,-1,0.5,-1,,,,,,,
3525,MONDO_0005148,direct_only,ENSG00000179021,C3orf38,chromosome 3 open reading frame 38,0.041512447815819135,,0.06828482448809826,,,,,-0.0836183121897408,,0,0,,0,1,0,,-0.4691243518821839,0.1945300000000003,,-1,-1,0,,,,,,,
3526,MONDO_0005148,direct_only,ENSG00000139144,PIK3C2G,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,0.04151161992246869,,,,,,0.09558023095782708,0.43110865968008816,,1,0,,1,1,0,,-0.8098521963624838,0,0,0,0.5,0,0.31752225559254965,,,,,,
3527,MONDO_0005148,direct_only,ENSG00000103154,NECAB2,N-terminal EF-hand calcium binding protein 2,0.04142609265249252,,0.0681427768016414,,,,,0.7991174848317706,,0,0,,0,1,0,,0,0.31347000000000025,0,0,1,0,,,,,,,
3528,MONDO_0005148,direct_only,ENSG00000228083,IFNA14,interferon alpha 14,0.041367900754857724,,0.06493141021096388,,,,0.062312906755191154,0.9654715940430225,,0,0,,0,0,1,1,,0,-0.6164024999999999,,,0,,,,,,,
3529,MONDO_0005148,direct_only,ENSG00000164976,MYORG,myogenesis regulating glycosidase,0.04134966429344002,,0.06588930016280171,,,,0.04255515583281348,0.3966905681191395,,0,0,,0,0,0,,0,0.6008400000000002,0,-1,0.5,,,,,,,,
3530,MONDO_0005148,direct_only,ENSG00000206047,DEFA1,defensin alpha 1,0.041345404780358724,,,,,,0.3400502568943085,,,0,0,,0,0,1,,,0,-1,0,1,,,,,,,,
3531,MONDO_0005148,direct_only,ENSG00000171236,LRG1,leucine rich alpha-2-glycoprotein 1,0.04131364168194563,,,,,,0.3397890174692137,0.8191947049089907,,0,0,,0,0,1,,,0,0,0,1,0,,,,,,,
3532,MONDO_0005148,direct_only,ENSG00000143384,MCL1,"MCL1 apoptosis regulator, BCL2 family member",0.04130096162246755,,0.06229214327059435,,,,0.11289604976486413,-0.8008825151682295,1,1,0,,1,0,0,0.7,-0.1928430636128997,0,0,-1,0.5,-1,,,,,,,
3533,MONDO_0005148,direct_only,ENSG00000215021,PHB2,prohibitin 2,0.04129339067817732,,,,,,0.33962246065182694,-0.5064533921676779,,0,0,,0,0,0,,-0.3596166767399958,1,0,-1,-1,-1,,,,,,,
3534,MONDO_0005148,direct_only,ENSG00000126456,IRF3,interferon regulatory factor 3,0.041269871342977764,,,,,,0.33942902304929107,-0.03463872035300608,,0,0,,0,0,0,,-0.2802786009396496,0,0,-1,-1,0,,,,,,,
3535,MONDO_0005148,direct_only,ENSG00000177666,PNPLA2,"patatin like domain 2, triacylglycerol lipase",0.04124555084345973,,,,,,0.33922899617441005,0.4161059018201876,0,0,0,,1,0,0,,-0.9710436376205778,0.18650999999999981,0,-1,0.5,0,,,,,,,
3536,MONDO_0005148,direct_only,ENSG00000163637,PRICKLE2,prickle planar cell polarity protein 2,0.041203792631840104,,0.06777711014759825,,,,,-0.8541643684500827,,0,0,,0,0,0,,0,0.763035,0,0,-1,0,,,,,,,
3537,MONDO_0005148,direct_only,ENSG00000208027,MIR485,microRNA 485,0.04120076220025056,,,,,,,,,,,,,,,,-0.13173594722701215,,,,,,0.3388606265887176,,,,,,
3538,MONDO_0005148,direct_only,ENSG00000143603,KCNN3,potassium calcium-activated channel subfamily N member 3,0.04119542382457178,,,,,,0.3388167204755567,-0.8150027578599007,,1,0,255,1,1,0,,-0.5360234195772728,0.7948000000000001,-0.13816750000000014,0,0.5,0,,,,,,,
3539,MONDO_0005148,direct_only,ENSG00000186591,UBE2H,ubiquitin conjugating enzyme E2 H,0.04119430229807604,,0.06624167227515779,,,,0.030396539880581056,-0.9278543849972422,,0,1,,0,0,0,,0,1,0,-1,-1,0,,,,,,,
3540,MONDO_0005148,direct_only,ENSG00000165863,SPMIP5,sperm microtubule inner protein 5,0.04116330982344534,,0.06771051900177408,,,,,0.31980143408714845,,0,0,,0,0,0,,,0,,0.5,1,0,,,,,,,
3541,MONDO_0005148,direct_only,ENSG00000129657,SEC14L1,SEC14 like lipid binding 1,0.04115752178883827,,0.06770099812434886,,,,,-0.40198565912851625,,0,0,,0,0,0,,-0.05373224667943238,0.7412599999999998,-0.1678325000000001,-1,-1,0,,,,,,,
3542,MONDO_0005148,direct_only,ENSG00000080709,KCNN2,potassium calcium-activated channel subfamily N member 2,0.04114859780556836,,,,,,0.33843159424747793,-0.4891340319911749,,1,0,255,1,1,0,,-0.8830801556116887,0,-0.013907500000000007,0,0.5,0,,,,,,,
3543,MONDO_0005148,direct_only,ENSG00000261701,HPR,haptoglobin-related protein,0.04114794351554413,,0.05019718656813615,,,,0.27567972975026983,0.7252068394925537,,0,0,,0,0,1,,-0.7707765464650137,0,-0.7773,0,1,0,,,,,,,
3544,MONDO_0005148,direct_only,ENSG00000179240,GVQW3,GVQW motif containing 3,0.04113875335692493,,0.06767012547899667,,,,,0.09829012686155547,,0,0,,0,0,0,,,,0,0,0.5,,,,,,,,
3545,MONDO_0005148,direct_only,ENSG00000146416,AIG1,androgen induced 1,0.04110915703298381,,0.06762144177345421,,,,,0.4879205736348593,,0,0,,0,0,0,,0,0.7689100000000003,0,-1,0.5,0,,,,,,,
3546,MONDO_0005148,direct_only,ENSG00000136574,GATA4,GATA binding protein 4,0.041085769230271955,,,,,,0.3379148530695081,-0.7218974076116933,,0,0,,0,0,0,,-0.9800349925101844,0.6501150000000002,0,0.5,0.5,0,,,,,,,
3547,MONDO_0005148,direct_only,ENSG00000160223,ICOSLG,inducible T cell costimulator ligand,0.041077363593214164,,,,,,0.3378457198960382,,,0,0,,1,1,0,0.2,-0.11521928048946667,0,0,0,-1,0,,,,,,,
3548,MONDO_0005148,direct_only,ENSG00000111445,RFC5,replication factor C subunit 5,0.04105694673250164,,0.06686742699850395,,,,,-0.3492553778268064,,0,0,,0,0,0,,-0.5293645670915037,0.7058799999999998,0,-1,-1,-1,,,,,,0.01336265590294286,
3549,MONDO_0005148,direct_only,ENSG00000054267,ARID4B,AT-rich interaction domain 4B,0.04104031702157249,,,,,,0.33754102590959084,-0.9691119691119691,,0,0,,0,0,0,,-0.10002712586620749,0.48170500000000016,0,-1,-1,0,,,,,,,
3550,MONDO_0005148,direct_only,ENSG00000177455,CD19,CD19 molecule,0.041020244403999796,,0.0564087111396652,,,,0.22132952221044022,-0.5354660783232212,,0,0,,0,1,0,1,-0.7054171617850924,0,,0.5,0.75,0,,,,,,,
3551,MONDO_0005148,direct_only,ENSG00000158220,ESYT3,extended synaptotagmin 3,0.04095711036545764,,0.06585150955671969,,,,0.030396539880581056,0.22140099282956416,,0,0,,0,1,0,,0,0.1817149999999998,0,0.5,0.5,0,,,,,,,
3552,MONDO_0005148,direct_only,ENSG00000173575,CHD2,chromodomain helicase DNA binding protein 2,0.04093028590786829,,0.06588337671055093,,,,0.028876712886552,-0.9704357418643133,,0,0,,0,0,0,,-0.9715898153107058,0.8222099999999998,0,-1,-1,0,,,,,,,
3553,MONDO_0005148,direct_only,ENSG00000153132,CLGN,calmegin,0.04091765055402712,,0.061835050978746815,,,,0.1094275435700918,-0.24225041367898514,,0,0,,0,0,0,,0,0.008194999999999907,0,0,0.5,0,,,,,,,
3554,MONDO_0005148,direct_only,ENSG00000196358,NTNG2,netrin G2,0.040879650005158294,,0.06724392013986173,,,,,-0.6872586872586872,,0,0,,0,1,0,,0,0.6981149999999999,0,0.5,0.5,0,,,,,,,
3555,MONDO_0005148,direct_only,ENSG00000171530,TBCA,tubulin folding cofactor A,0.04086359376861075,,0.030561162736007976,,,,0.2978860908296943,0.18334252619966906,,0,0,,0,0,0,,,0.6296300000000002,,-1,-1,-1,,,,,,,
3556,MONDO_0005148,direct_only,ENSG00000224982,TMEM233,transmembrane protein 233,0.04086294882680407,,0.06721644796964131,,,,,0.12189740761169343,,0,0,,0,0,0,,,0.3119250000000001,0,0.5,0.5,0,,,,,,,
3557,MONDO_0005148,direct_only,ENSG00000240247,DEFA1B,defensin alpha 1B,0.040862512769941364,,,,,,0.3360786534460665,,,,,,,0,1,,,0,-1,0,0.75,,,,,,,,
3558,MONDO_0005148,direct_only,ENSG00000129195,PIMREG,PICALM interacting mitotic regulator,0.04085397310327141,,,,,,0.33600841792992303,0.28979591836734686,,0,0,,0,0,0,,,0,,0.5,0.5,0,,,,,,,
3559,MONDO_0005148,direct_only,ENSG00000131095,GFAP,glial fibrillary acidic protein,0.04082277317430403,,,,,,0.33575181035970325,0.03894098179812455,,0,0,,0,0,0,,-0.8079519768551169,0.51389,0,0,1,0,,,,,,,
3560,MONDO_0005148,direct_only,ENSG00000118526,TCF21,transcription factor 21,0.04080017870220064,,,,,,0.3355659794049946,-0.6542746828461115,,0,0,,0,0,0,,-0.959996346635914,0.8044699999999999,-0.06424500000000002,0,0.5,0,,,,,,,
3561,MONDO_0005148,direct_only,ENSG00000134333,LDHA,lactate dehydrogenase A,0.04076878304853548,,,,,,0.3353077620734454,-0.5516822945394374,,1,1,,1,0,0,1,-0.8932614858135576,0.6987949999999998,-0.3900600000000001,-1,-1,0,,,,,,,
3562,MONDO_0005148,direct_only,ENSG00000213265,TSGA13,testis specific 13,0.04074596706044586,,0.06702402184677042,,,,,0.5583011583011583,,0,0,,0,1,0,,0,0,,1,1,0,,,,,,,
3563,MONDO_0005148,direct_only,ENSG00000139618,BRCA2,BRCA2 DNA repair associated,0.0406846359739233,,0.036482550608757866,,,,0.2890124960715549,-0.2824048538334253,,0,0,,0,0,0,,-0.9475102956278109,0,,0.5,0.5,0,,,,,255,,
3564,MONDO_0005148,direct_only,ENSG00000170456,DENND5B,DENN domain containing 5B,0.04064570890850082,,0.06685910479973328,,,,,-0.8451185879757308,,0,0,,0,0,0,,-0.9188784730837907,0.7684449999999998,-0.30141249999999997,-1,-1,0,,,,,,,
3565,MONDO_0005148,direct_only,ENSG00000158715,SLC45A3,solute carrier family 45 member 3,0.04062819473432465,,0.06683029531311906,,,,,-0.3982349696635411,,0,0,,0,0,0,,-0.11714988940104198,0.5388800000000004,0,0,1,0,,,,,,,
3566,MONDO_0005148,direct_only,ENSG00000128242,GAL3ST1,galactose-3-O-sulfotransferase 1,0.040597940616747485,,,,,,0.33390264793496804,-0.3293987865416437,,0,0,,0,0,0,,-0.8173219543538474,0.1962150000000001,0,0,0.75,0,,,,,,,
3567,MONDO_0005148,direct_only,ENSG00000155897,ADCY8,adenylate cyclase 8,0.0405848643272961,,,,,,0.33379510041884647,-0.5853281853281853,,1,0,,1,1,0,,-0.18130740462107026,0.8441249999999997,0,0.5,0.75,0,,,,,,,
3568,MONDO_0005148,direct_only,ENSG00000175970,UNC119B,unc-119 lipid binding chaperone B,0.04057555579488209,,0.06613577745716237,,,,0.012158615952232422,0.3496966354109212,,0,0,,0,0,0,,,0.5219099999999998,0,-1,-1,0,,,,,,,
3569,MONDO_0005148,direct_only,ENSG00000162460,TMEM82,transmembrane protein 82,0.04054874045530523,,0.06669959905734196,,,,,0.7516822945394375,,0,0,,0,0,0,,,0,,0.5,0.5,0,,,,,,,
3570,MONDO_0005148,direct_only,ENSG00000167566,NCKAP5L,NCK associated protein 5 like,0.04054828479451698,,0.0660909187323334,,,,0.012158615952232422,-0.3236624379481522,,0,0,,0,0,0,,,0.3478250000000003,0,-1,-1,0,,,,,,,
3571,MONDO_0005148,direct_only,ENSG00000167695,TLCD3A,TLC domain containing 3A,0.04054338108266965,,0.06517095630228117,,,,0.030396539880581056,-0.054605626034197496,,0,0,,0,1,0,,,0,0,-1,0.5,0,,,,,,,
3572,MONDO_0005148,direct_only,ENSG00000039068,CDH1,cadherin 1,0.04050311852139351,,,,,,0.33312277220136066,-0.6736900165471594,0,0,0,,0,1,0,,-0.8900187294950584,0.05895500000000027,0,0,0.5,0,,,,,255,,
3573,MONDO_0005148,direct_only,ENSG00000153208,MERTK,"MER proto-oncogene, tyrosine kinase",0.0404937015029377,,0.06066485191666212,,,,0.11888424486627257,-0.3067843353557639,1,1,1,,1,1,0,0.01,-0.8099055368146652,0.05405500000000032,0,-1,0.5,0,,,,,,,
3574,MONDO_0005148,direct_only,ENSG00000197446,CYP2F1,cytochrome P450 family 2 subfamily F member 1,0.040485415871124766,,0.06659543492479719,,,,,0.3250965250965252,,0,0,255,1,0,0,,0,0.08350500000000025,0,0.5,0.5,0,,,,,,,
3575,MONDO_0005148,direct_only,ENSG00000156804,FBXO32,F-box protein 32,0.04044519838338355,,,,,,0.33264640105650745,-0.6441257584114727,,0,0,,0,0,0,,0,0.8309849999999998,-0.03521249999999991,-1,1,0,,,,,,,
3576,MONDO_0005148,direct_only,ENSG00000173702,MUC13,"mucin 13, cell surface associated",0.04044207094862457,,0.06591620502098716,,,,0.012158615952232422,-0.23375620518477658,,0,0,,0,1,1,,-0.6699808458837014,0,0,0.5,1,,,,,,,,
3577,MONDO_0005148,direct_only,ENSG00000207744,MIR10B,microRNA 10b,0.040409861311225294,,,,,,,,,,,,,,,,-0.226870838511595,0,-0.1136375000000001,,,,0.3323557670542732,,,,,,
3578,MONDO_0005148,direct_only,ENSG00000197442,MAP3K5,mitogen-activated protein kinase kinase kinase 5,0.04040455375603556,,,,,,0.3323121144279333,-0.7588527302813017,,1,1,255,1,0,0,0.7,,0.74163,0,-1,0.5,0,,,,,,,
3579,MONDO_0005148,direct_only,ENSG00000018236,CNTN1,contactin 1,0.040386720017122534,,0.06643308773924585,,,,,-0.7606177606177607,,0,0,,0,1,0,,-0.8954590397255241,0.7691549999999999,0,0,0.5,0,,,,,,,
3580,MONDO_0005148,direct_only,ENSG00000123560,PLP1,proteolipid protein 1,0.04026367194648335,,,,,,0.33115341503233026,,,0,0,,0,1,0,,-0.8782300539799395,1,0,0,1,0,,,,,,,
3581,MONDO_0005148,direct_only,ENSG00000072694,FCGR2B,Fc gamma receptor IIb,0.040245395365996306,,,,,,0.3310030970968116,0.04600110314396022,,0,0,,0,1,0,0.7,-0.9110511792600087,0,-0.60484,-1,1,0,,,,,,,
3582,MONDO_0005148,direct_only,ENSG00000255346,NOX5,NADPH oxidase 5,0.040222607518185044,,,,,,0.33081567570032383,0.1825703254274682,,1,0,,1,1,0,,,,0,0.5,1,0,,,,,,,
3583,MONDO_0005148,direct_only,ENSG00000047346,ATOSA,atos homolog A,0.04019922504975668,,0.06612467275500346,,,,,-0.5264202978488692,,0,0,,0,0,0,,,0,0,-1,-1,0,,,,,,,
3584,MONDO_0005148,direct_only,ENSG00000188816,HMX2,H6 family homeobox 2,0.040195053139782395,,0.06611781027988183,,,,,0.40683949255377816,,0,0,,0,0,0,,-0.8056209443143653,0.6886450000000004,0,0.5,0.75,0,,,,,,,
3585,MONDO_0005148,direct_only,ENSG00000153071,DAB2,DAB adaptor protein 2,0.04013615432587376,,,,,,0.3301046310168587,-0.7100937672366243,,0,0,,0,1,0,,,0.17532500000000012,0,-1,0.5,0,,,,,,,
3586,MONDO_0005148,direct_only,ENSG00000241644,INMT,indolethylamine N-methyltransferase,0.04012957780035791,,0.06601010831827415,,,,,0.6614451185879757,,1,0,,1,0,0,,0,0,0,0,0.5,0,,,,,,,
3587,MONDO_0005148,direct_only,ENSG00000226344,CST12P,"cystatin 12, pseudogene",0.04012421467480241,,,,,,0.3300064319198705,,,,,,,,,,,,,,,,,,,,,,
3588,MONDO_0005148,direct_only,ENSG00000189058,APOD,apolipoprotein D,0.040072715598351925,,,,,,0.3295828715684884,0.6364037506894649,,0,1,,0,1,1,,,0,,0,0.5,0,,,,,,,
3589,MONDO_0005148,direct_only,ENSG00000139645,ANKRD52,ankyrin repeat domain 52,0.040053878239550464,,0.06588558828884836,,,,,-0.9888582460011032,,0,0,,0,0,0,,-0.1427159954401025,0.95353,0,-1,-1,0,,,,,,,
3590,MONDO_0005148,direct_only,ENSG00000100991,TRPC4AP,transient receptor potential cation channel subfamily C member 4 associated protein,0.03999593187397843,,,,,,0.012158615952232422,-0.616657473800331,,0,0,,0,0,0,,-0.6287825672894223,0.8808050000000002,,-1,-1,0,0.32591170059959007,,,,,,
3591,MONDO_0005148,direct_only,ENSG00000010379,SLC6A13,solute carrier family 6 member 13,0.039980400448166246,,0.061205241919330786,,,,0.09118961964174316,0.31549917264202976,,0,0,,1,0,0,,,0.5514949999999998,-0.26494999999999996,0.5,0.75,0,,,,,,,
3592,MONDO_0005148,direct_only,ENSG00000166923,GREM1,"gremlin 1, DAN family BMP antagonist",0.039969091753177144,,,,,,0.32873060478432575,-0.19382239382239386,,0,0,,0,0,1,,-0.8119536621317172,0.8913049999999998,0,0,0.5,0,,,,,,,
3593,MONDO_0005148,direct_only,ENSG00000110911,SLC11A2,solute carrier family 11 member 2,0.03994931070383783,,,,,,0.32856791316369205,-0.31814671814671813,,1,0,,1,0,0,,-0.8727641588849552,0.48306499999999986,-0.03297749999999997,-1,-1,0,,,,,,,
3594,MONDO_0005148,direct_only,ENSG00000184743,ATL3,atlastin GTPase 3,0.0399146243059478,,,,,,0.3282826307102754,-0.13447324875896305,,0,0,,0,0,0,,-0.5548572730811177,0.7319800000000001,-0.06192250000000001,-1,-1,0,,,,,,,
3595,MONDO_0005148,direct_only,ENSG00000066427,ATXN3,ataxin 3,0.0399146243059478,,,,,,0.3282826307102754,-0.5928295642581357,,0,1,,0,1,0,,-0.29483406852000876,0.27978000000000025,-0.23130249999999997,-1,-1,0,,,,,,,
3596,MONDO_0005148,direct_only,ENSG00000241360,PDXP,pyridoxal phosphatase,0.03989409209179865,,,,,,0.32811376104427215,0.9400992829564259,,0,1,,0,1,0,,-0.32209979962697616,0.5270249999999997,0,-1,0.75,0,,,,,,,
3597,MONDO_0005148,direct_only,ENSG00000102974,CTCF,CCCTC-binding factor,0.039893337182490815,,,,,,0.32810755220182825,-0.9525648097076669,,0,0,,0,0,0,,-0.9023221435976048,0.9587350000000001,0,-1,-1,-1,,,,,255,,
3598,MONDO_0005148,direct_only,ENSG00000058335,RASGRF1,Ras protein specific guanine nucleotide releasing factor 1,0.03986082990487702,,,,,,0.32784019218534693,-0.8456701599558742,,0,0,,0,0,0,,-0.2964066455729203,0.2243450000000003,-0.1845675,0.5,1,0,,,,,,,
3599,MONDO_0005148,direct_only,ENSG00000198830,HMGN2,high mobility group nucleosomal binding domain 2,0.03983709266268877,,0.06552899247611214,,,,,-0.14407060121345838,,0,0,,0,0,0,,,,-0.6666675000000002,-1,-1,-1,,,,,,,
3600,MONDO_0005148,direct_only,ENSG00000162461,SLC25A34,solute carrier family 25 member 34,0.03983474509805256,,0.06552513091054343,,,,,0.49310535024820745,,0,0,,0,0,0,,,0.4243400000000001,0,0,0.75,0,,,,,,,
3601,MONDO_0005148,direct_only,ENSG00000083642,PDS5B,PDS5 cohesin associated factor B,0.039818015709985256,,0.06549761233748705,,,,,-0.6908990623276338,,0,0,,0,0,0,,-0.9095351660734576,0.8237749999999998,-0.08604000000000003,-1,-1,0,,,,,,,
3602,MONDO_0005148,direct_only,ENSG00000114026,OGG1,8-oxoguanine DNA glycosylase,0.039809841616997355,,,,,,0.3274208328760309,0.22890237175951467,,1,0,,1,0,0,,-0.2915969079591141,0.24637499999999973,,-1,-1,0,,,,,,,
3603,MONDO_0005148,direct_only,ENSG00000130940,CASZ1,castor zinc finger 1,0.039795665610037945,,,,,,0.3273042406009307,-0.8989520132377276,,0,0,,0,0,0,,-0.9379506382087366,,,0,0.5,0,,,,,,,
3604,MONDO_0005148,direct_only,ENSG00000086289,EPDR1,ependymin related 1,0.0397914310210529,,,,,,0.327269412714256,0.7541092112520684,,0,0,,0,0,1,,-0.13207298827038805,0,,-1,0.5,0,,,,,,,
3605,MONDO_0005148,direct_only,ENSG00000002549,LAP3,leucine aminopeptidase 3,0.03977795318456985,,0.038027279566399085,,,,0.2796244631682538,0.007722007722007707,,0,0,,1,0,0,0.2,,0.5183050000000001,0,-1,-1,0,,,,,,,
3606,MONDO_0005148,direct_only,ENSG00000164414,SLC35A1,solute carrier family 35 member A1,0.03976443453492414,,,,,,0.3270473768654817,-0.46265857694429124,,0,0,,0,0,0,,-0.022023425318627998,0.569735,0,-1,-1,0,,,,,,,
3607,MONDO_0005148,direct_only,ENSG00000187021,PNLIPRP1,pancreatic lipase related protein 1,0.039729013090039476,,,,,,0.12496355284238879,0.5354660783232212,,0,0,,0,0,1,,-0.222561047136359,0.1862949999999998,-0.18629500000000015,0.5,1,0,0.29551516071900896,,,,,,
3608,MONDO_0005148,direct_only,ENSG00000099377,HSD3B7,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",0.03969608160073425,,0.06529703998660427,,,,,0.6150027578599007,,0,0,,0,0,0,,-0.7381987713783561,0.34959500000000004,0,-1,1,0,,,,,,,
3609,MONDO_0005148,direct_only,ENSG00000187049,TMEM216,transmembrane protein 216,0.03967293772305943,,0.06525897006521561,,,,,0.6503033645890788,,0,0,,0,0,0,,-0.744396510173152,0.37931000000000026,0,-1,-1,0,,,,,,,
3610,MONDO_0005148,direct_only,ENSG00000142798,HSPG2,heparan sulfate proteoglycan 2,0.03966306047691747,,,,,,0.3262136137266102,-0.5649200220628792,,0,0,255,0,0,1,,-0.9767903354568072,0.30311999999999983,0,0,0.5,0,,,,,,,
3611,MONDO_0005148,direct_only,ENSG00000248098,BCKDHA,branched chain keto acid dehydrogenase E1 subunit alpha,0.0396611187379619,,,,,,0.32619764366091186,0.21070049641478206,,0,0,,0,0,0,,-0.41150697651247986,0.629215,0,-1,-1,0,,,,,,,
3612,MONDO_0005148,direct_only,ENSG00000173250,GPR151,G protein-coupled receptor 151,0.03958749813515869,,,,,,0.325592142154059,0.3115278543849973,,0,0,,0,1,0,,,0,0,,,0,,,,,,,
3613,MONDO_0005148,direct_only,ENSG00000109072,VTN,vitronectin,0.039542073009665536,,,,,,0.3252185377432313,0.13039161610590178,,0,0,,0,0,1,,-0.10129547872063965,0,0,0,1,0,,,,,,,
3614,MONDO_0005148,direct_only,ENSG00000152782,PANK1,pantothenate kinase 1,0.039492461605243244,,0.06329029086208744,,,,0.03343619386863916,-0.2600110314396029,1,1,1,,1,0,0,,-0.8424104409256239,0.5444699999999998,-0.20824250000000005,0,0.5,0,,,,,,,
3615,MONDO_0005148,direct_only,ENSG00000079337,RAPGEF3,Rap guanine nucleotide exchange factor 3,0.039458790512024354,,0.042470007120215175,,,,0.0739082389817114,-0.025813568670711495,,1,0,,1,0,0,,-0.3309271925009971,0.5341299999999997,0,0,-1,0,0.2632340353658319,,,,,,
3616,MONDO_0005148,direct_only,ENSG00000215183,MSMP,"microseminoprotein, prostate associated",0.03944927354068377,,0.06337123247469371,,,,0.030396539880581056,-0.014892443463872085,,0,0,,0,0,1,,-0.643456642378924,0.5683450000000001,0,0.5,0.5,0,,,,,,,
3617,MONDO_0005148,direct_only,ENSG00000165487,MICU2,mitochondrial calcium uptake 2,0.03941086256522729,,0.06482787633076137,,,,,0.5646993932708217,,0,0,,0,0,0,,-0.8874472586516526,0.29723499999999986,0,-1,-1,0,,,,,,,
3618,MONDO_0005148,direct_only,ENSG00000105808,RASA4,RAS p21 protein activator 4,0.039403820653260146,,0.045408626654670506,,,,0.26732068128311004,0.7915057915057915,,0,0,,0,0,0,,0,0.31507000000000007,-0.9937725000000001,-1,0.75,0,,,,,,,
3619,MONDO_0005148,direct_only,ENSG00000244682,FCGR2C,Fc gamma receptor IIc (gene/pseudogene),0.03939105284514447,,,,,,0.32397645422719307,,,,,,,1,0,,-0.9110511792600087,0,-0.5975224999999998,0.5,1,,,,,,,,
3620,MONDO_0005148,direct_only,ENSG00000163254,CRYGC,crystallin gamma C,0.03936946290698593,,0.0601243047047702,,,,0.09270944663577223,-0.04787644787644785,,0,0,,0,0,0,,-0.6523070705451406,0.25287500000000024,-0.48275749999999995,1,1,0,,,,,,,
3621,MONDO_0005148,direct_only,ENSG00000168389,MFSD2A,"MFSD2 lysolipid transporter A, lysophospholipid",0.039360254523920744,,,,,,0.3237231497281882,-0.6054054054054054,,0,0,,0,1,0,,-0.9151321455397906,0.2547150000000002,0,0,0.5,0,,,,,,,
3622,MONDO_0005148,direct_only,ENSG00000213722,DDAH2,"DDAH family member 2, ADMA-independent",0.039343189327565094,,,,,,0.32358279496722947,-0.6276889134031991,,0,0,,0,0,0,,,0.8596499999999999,0,-1,-1,0,,,,,,,
3623,MONDO_0005148,direct_only,ENSG00000204103,MAFB,MAF bZIP transcription factor B,0.03933771812662372,,,,,,0.32353779641671293,-0.7201323772752344,,0,0,,0,0,0,,-0.8988222625954534,0.86068,0,0,0.5,0,,,,,,,
