sample_index,gene_symbol,label,gene_symbol_length,gene_symbol_length_bin
799,SWT1,1,4,len_le_4
800,NMI,1,3,len_le_4
801,FAF1,1,4,len_le_4
816,SI,1,2,len_le_4
818,TH,1,2,len_le_4
856,COA7,1,4,len_le_4
863,GCGR,1,4,len_le_4
869,PFN3,1,4,len_le_4
874,GFI1,1,4,len_le_4
875,FSCB,1,4,len_le_4
877,TET2,1,4,len_le_4
886,ESPN,1,4,len_le_4
892,OASL,1,4,len_le_4
907,TYK2,1,4,len_le_4
908,CPA1,1,4,len_le_4
952,ERN1,1,4,len_le_4
956,GAD1,1,4,len_le_4
960,RLF,1,3,len_le_4
968,CDH7,1,4,len_le_4
989,NEU2,1,4,len_le_4
1012,PRKN,1,4,len_le_4
1019,JAG1,1,4,len_le_4
1024,IRS1,1,4,len_le_4
1040,BBX,1,3,len_le_4
1049,GHDC,1,4,len_le_4
1052,PTEN,1,4,len_le_4
1055,RRP8,1,4,len_le_4
1060,BRD3,1,4,len_le_4
1064,PELO,1,4,len_le_4
1070,MRAS,1,4,len_le_4
1071,FN3K,1,4,len_le_4
1076,SCTR,1,4,len_le_4
1077,GRM7,1,4,len_le_4
1082,GCK,1,3,len_le_4
1090,MNT,1,3,len_le_4
1095,SGK2,1,4,len_le_4
1098,E4F1,1,4,len_le_4
1103,TOX3,1,4,len_le_4
1111,FGD5,1,4,len_le_4
1113,ADO,1,3,len_le_4
1120,LTK,1,3,len_le_4
1131,CIC,1,3,len_le_4
1134,DRC7,1,4,len_le_4
1136,CHFR,1,4,len_le_4
1139,NPTN,1,4,len_le_4
1155,ANK1,1,4,len_le_4
1158,PKP1,1,4,len_le_4
1164,PENK,1,4,len_le_4
1170,INS,1,3,len_le_4
1181,PRR5,1,4,len_le_4
1182,GMIP,1,4,len_le_4
1194,GPC5,1,4,len_le_4
1197,MIB2,1,4,len_le_4
1199,CALY,1,4,len_le_4
1205,AKT2,1,4,len_le_4
1212,ANKH,1,4,len_le_4
1219,HELB,1,4,len_le_4
1225,TAF8,1,4,len_le_4
1226,REM2,1,4,len_le_4
1228,POLQ,1,4,len_le_4
1232,ETS1,1,4,len_le_4
1235,MYL7,1,4,len_le_4
1238,GCAT,1,4,len_le_4
1239,CAT,1,3,len_le_4
1243,CDO1,1,4,len_le_4
1249,DRD4,1,4,len_le_4
1271,DDC,1,3,len_le_4
1291,CDH4,1,4,len_le_4
1303,EFHB,1,4,len_le_4
1312,TET1,1,4,len_le_4
1313,DGKB,1,4,len_le_4
1331,IQCN,1,4,len_le_4
1333,XRN1,1,4,len_le_4
1349,SVIL,1,4,len_le_4
1360,GSAP,1,4,len_le_4
1373,PIGS,1,4,len_le_4
1376,FMO5,1,4,len_le_4
1391,FGGY,1,4,len_le_4
1393,SNF8,1,4,len_le_4
1399,WDR6,1,4,len_le_4
1417,TLE4,1,4,len_le_4
1432,BHMT,1,4,len_le_4
1441,HCN4,1,4,len_le_4
1443,TTN,1,3,len_le_4
1448,EYA2,1,4,len_le_4
1453,GPC2,1,4,len_le_4
1454,RNF6,1,4,len_le_4
1474,ETS2,1,4,len_le_4
1479,LPA,1,3,len_le_4
1493,FMR1,1,4,len_le_4
1504,GCKR,1,4,len_le_4
1523,PIGT,1,4,len_le_4
1532,LIPH,1,4,len_le_4
1533,TBX3,1,4,len_le_4
1559,XKR6,1,4,len_le_4
1579,GRP,1,3,len_le_4
1604,GRM4,1,4,len_le_4
1608,EPC2,1,4,len_le_4
1618,ARF3,1,4,len_le_4
1627,TFRC,1,4,len_le_4
1636,IPO7,1,4,len_le_4
1645,RPL7,1,4,len_le_4
1646,KRI1,1,4,len_le_4
1649,PRC1,1,4,len_le_4
1663,SFI1,1,4,len_le_4
1665,IDE,1,3,len_le_4
1671,SMC2,1,4,len_le_4
1681,OCRL,1,4,len_le_4
1682,POC5,1,4,len_le_4
1689,ETV1,1,4,len_le_4
1693,LIPF,1,4,len_le_4
1701,GRM8,1,4,len_le_4
1703,RGS6,1,4,len_le_4
1709,PKD1,1,4,len_le_4
1723,SSPN,1,4,len_le_4
1744,PML,1,3,len_le_4
1747,SIX3,1,4,len_le_4
1785,MTOR,1,4,len_le_4
1796,DNM3,1,4,len_le_4
1801,MDM4,1,4,len_le_4
1802,PIM3,1,4,len_le_4
