sample_index,gene_symbol,label,split_origin,protein_embedding_l2_norm,protein_embedding_mean,protein_embedding_std,hand_genomic_l2_norm,hand_genomic_mean,hand_genomic_std,dnabert2_genomic_l2_norm,dnabert2_genomic_mean,dnabert2_genomic_std,protein_zero_fraction,hand_genomic_zero_fraction,dnabert2_genomic_zero_fraction,protein_sequence_length,has_sequence,gene_symbol_length
823,TMEM87B,1,train,4.1745944,0.0018501736,0.13044296,3321.7330234496126,21.374874420026806,174.74909081575146,2.7643979,0.0022137538,0.09972704,0.0,0.008426966292134831,0.0,,,7
824,SOS2,1,train,4.7139573,0.0012001427,0.14730628,3334.1679922674425,21.503794869514042,175.3972786202558,2.3436363,0.0029795018,0.08451619,0.0,0.008426966292134831,0.0,,,4
825,ITGA11,1,train,2.7278101,0.0003042306,0.08524353,3332.698572297094,22.226028838553713,175.22871947898554,2.566122,0.002919602,0.09255091,0.0,0.008426966292134831,0.0,,,6
826,APOL5,0,train,3.3524468,0.0015865978,0.104751945,3321.6840358146237,22.03913370593995,174.66394135806195,2.7290194,0.0025958975,0.09844078,0.0,0.008426966292134831,0.0,,,5
827,DROSHA,0,train,3.3289664,0.0006658479,0.104028076,3314.361940157709,21.955093418916476,174.28339450077783,2.44685,0.0026343453,0.088253796,0.0,0.0028089887640449437,0.0,,,6
828,SLC16A13,1,train,4.082023,0.0016277115,0.12755285,3370.06494057567,21.382781993484656,177.3285386884153,2.2870991,0.0029438678,0.08247606,0.0,0.011235955056179775,0.0,,,8
829,MTNR1B,1,train,4.1602197,0.0014253027,0.12999904,3393.6461421600584,22.3507984761087,178.46876337064523,2.6101673,0.0033770464,0.09412573,0.0,0.014044943820224719,0.0,,,6
830,SLC39A6,0,train,2.7467356,0.00077862164,0.08583195,3311.725244990355,21.41382388885159,174.2099311405413,2.452131,0.00273941,0.088441245,0.0,0.014044943820224719,0.0,,,7
831,P2RY12,1,train,3.5637572,0.0017848739,0.11135311,3350.9806127609368,22.375887402301114,176.18641866246293,2.6135385,0.0033919166,0.09424693,0.0,0.0,0.0,,,6
832,SLC1A2,1,train,4.618823,0.0016035347,0.1443293,3349.007065649823,21.408018773572397,176.20127314669847,2.5923696,0.0028630327,0.09350025,0.0,0.03932584269662921,0.0,,,6
833,ABCA6,0,train,5.1824427,0.0019888817,0.16193913,3321.516024069855,22.17825824396527,174.63735417731456,2.6041472,0.002798584,0.09392739,0.0,0.008426966292134831,0.0,,,5
834,SIPA1L3,0,train,3.5182285,0.0014348496,0.10993528,3353.3608807502383,21.196866507184435,176.45921204270317,2.6435223,0.001962182,0.095369704,0.0,0.05056179775280899,0.0,,,7
835,HNF1A,1,train,4.0104113,0.0023213911,0.12530385,3330.475733660473,21.24022451612359,175.23227147142822,2.832254,0.0018269705,0.102183826,0.0,0.033707865168539325,0.0,,,5
836,ZNF664,1,train,4.677537,0.0013665535,0.14616667,3314.83722448836,21.855361269407258,174.32131637721497,2.3355,0.002891613,0.084225476,0.0,0.0,0.0,,,6
837,FTHL17,0,train,3.5933983,0.0009001286,0.11229009,3319.0604857163935,21.60528252011731,174.5780297593392,2.7171474,0.0020187495,0.09802582,0.0,0.0028089887640449437,0.0,,,6
838,MAP3K1,1,train,3.7339418,0.0015993004,0.11667472,3313.6143110715793,21.979841893902275,174.2403368465971,2.6595278,0.0023958723,0.095937535,0.0,0.0,0.0,,,6
839,ZNF81,0,train,3.3885326,0.0009607343,0.10588728,3319.670881872264,21.549637739095413,174.6175035974719,2.2645974,0.003020009,0.0816608,0.0,0.008426966292134831,0.0,,,5
840,GPSM1,1,train,3.4246988,0.00047870853,0.10702076,3310.341592930015,21.42303382807737,174.13491275551814,2.633876,0.0022137172,0.09501603,0.0,0.0028089887640449437,0.0,,,5
841,CCDC152,0,train,5.067989,0.0018674104,0.15836366,3407.351250155386,22.636444216837294,179.16492526049444,2.7192402,0.0036619257,0.09805377,0.0,0.02247191011235955,0.0,,,7
842,LDB2,1,train,2.9829135,0.0014126492,0.09320534,3315.79538760136,21.809141423965634,174.37828320909645,2.5858998,0.0025324614,0.093276255,0.0,0.008426966292134831,0.0,,,4
843,NEGR1,1,train,2.6861408,0.00036128,0.08394111,3326.654437486191,21.22655073311641,175.02991789288018,2.3872092,0.002539431,0.08610355,0.0,0.03089887640449438,0.0,,,5
844,CCP110,0,train,3.186811,0.0013294152,0.09957896,3310.047598974575,21.674587513741066,174.08807881996202,2.668834,0.0023398472,0.09627482,0.0,0.0028089887640449437,0.0,,,6
845,IER5L,0,train,3.576201,0.0017875878,0.111741975,3314.2450549449277,22.10414482194495,174.25830867387194,2.5439568,0.0025591748,0.091761455,0.0,0.008426966292134831,0.0,,,5
846,TFAP2E,0,train,2.9503114,0.0014402063,0.09218599,3343.922524010458,22.080735821605558,175.84664284037237,2.6049423,0.0029076906,0.093952775,0.0,0.008426966292134831,0.0,,,6
847,DENND4B,0,train,3.27747,0.0007008079,0.10241856,3318.0960028674413,21.326030953554397,174.56086498477032,2.1998591,0.0030805601,0.07932078,0.0,0.011235955056179775,0.0,,,7
848,SPATA31A7,0,train,3.3376937,0.001352256,0.10429417,3309.2169877954884,21.646692529427856,174.04718818370802,2.554648,0.0022994392,0.092154235,0.0,0.0,0.0,,,9
849,PLCB4,0,train,4.275595,0.0014087376,0.13360493,3308.6610135436567,21.395673830708034,174.04853588899994,2.5683978,0.0022908105,0.092650756,0.0,0.0056179775280898875,0.0,,,5
850,LEPR,1,train,4.095018,0.0014358631,0.12796125,3412.057171065614,22.1931596234884,179.47169038824703,2.5894237,0.0031643612,0.093384184,0.0,0.03089887640449438,0.0,,,4
851,NDUFA8,1,train,5.3913074,0.0014186514,0.16847238,3343.3738469354653,21.813597707037655,175.85067813649292,2.5822246,0.002871425,0.09313375,0.0,0.014044943820224719,0.0,,,6
852,PTGS2,1,train,2.883293,0.0013714943,0.09009246,3365.7611199579524,21.79526185452106,177.04849215305987,2.518244,0.0035497465,0.09079994,0.0,0.025280898876404494,0.0,,,5
853,SPATA31A5,0,train,3.25258,0.0015711532,0.10163097,3313.754865599869,21.287759125222735,174.33374985215292,2.5618973,0.0024673648,0.09241157,0.0,0.0449438202247191,0.0,,,9
854,MED27,1,train,5.228618,0.0018458152,0.16338387,3367.1472130132274,22.357023773933964,177.05247869764338,2.5735142,0.0035282478,0.092796646,0.0,0.0056179775280898875,0.0,,,5
855,PRMT6,1,train,2.3747678,0.0007722683,0.07420748,3312.7691796285267,21.78887766237552,174.21917932200122,2.5818627,0.0024881493,0.09313171,0.0,0.0,0.0,,,5
856,COA7,0,train,2.746711,0.0013115886,0.0858247,3329.440823313114,21.78368616041143,175.1102692566304,2.41496,0.0028222578,0.08709664,0.0,0.011235955056179775,0.0,,,4
857,STK24,1,train,3.089169,0.0014812612,0.09652516,3334.6320514503423,22.111073942798978,175.34654823544324,2.4198952,0.0029810637,0.08726954,0.0,0.0056179775280898875,0.0,,,5
858,MAD1L1,1,train,3.4352517,0.0010523193,0.10734646,3310.203951537721,21.767541218062238,174.0848317513091,2.3799238,0.0028898232,0.08582947,0.0,0.0056179775280898875,0.0,,,6
859,HSH2D,0,train,3.7679818,0.001903258,0.11773405,3313.652190438848,21.819159432921754,174.262554425498,2.5152035,0.0027809097,0.09071697,0.0,0.0028089887640449437,0.0,,,5
860,OR2K2,0,train,3.415235,0.0010419589,0.106721014,3325.3878172304144,21.71159776641036,174.90276638211384,2.3018887,0.0030317686,0.0830069,0.0,0.008426966292134831,0.0,,,5
861,PCM1,1,train,3.12704,0.00095419795,0.09771534,3312.405731625454,21.805092436553227,174.1977376279341,2.2855897,0.0029757202,0.082420416,0.0,0.008426966292134831,0.0,,,4
862,MAML2,1,train,6.0016856,0.001975126,0.18754224,3308.757429833775,21.192989587980495,174.07847973426811,2.411972,0.0024503225,0.08700005,0.0,0.05056179775280899,0.0,,,5
863,GCGR,1,train,4.65122,0.001459725,0.14534329,3334.2922344665913,22.08342279280958,175.33188026660196,2.5408137,0.0029446285,0.09163642,0.0,0.0056179775280898875,0.0,,,4
864,SLC39A11,1,train,4.005646,0.0022306342,0.1251566,3401.0903454388617,22.657124317553794,178.82783617905565,2.7253602,0.003470722,0.098281704,0.0,0.008426966292134831,0.0,,,8
865,CEP95,0,train,3.5574949,0.0014313902,0.1111625,3310.62869325733,21.576883520037704,174.1312489893231,2.486657,0.002513567,0.089694284,0.0,0.0028089887640449437,0.0,,,5
866,SH2B3,1,train,3.2181566,0.001066411,0.10056172,3329.377118422314,22.243695945287357,175.0490268512677,2.597065,0.002741837,0.09367339,0.0,0.0028089887640449437,0.0,,,5
867,ATAD3B,0,train,4.9431496,0.0019469871,0.15446115,3390.0783227130946,22.313080713786253,178.28291525898743,2.5539865,0.0033351872,0.092098676,0.0,0.019662921348314606,0.0,,,6
868,RNF112,0,train,3.7285566,0.001079818,0.11651238,3312.714173828684,21.253656327009352,174.28234568726216,2.4422793,0.002303151,0.08809806,0.0,0.033707865168539325,0.0,,,6
869,PFN3,0,train,3.280036,0.001437757,0.10249104,3362.5404961871627,22.246058652851612,176.82037775147418,2.3607116,0.0036528048,0.085106485,0.0,0.014044943820224719,0.0,,,4
870,ITGA1,1,train,2.870771,0.0013749922,0.08970105,3314.211732036455,21.822227563032246,174.29205746808177,2.5606391,0.0026788926,0.092360266,0.0,0.0,0.0,,,5
871,SETBP1,1,train,4.1781077,0.0012815316,0.1305596,3328.2111766184776,22.20904630370321,174.9911360318533,2.530411,0.0028511258,0.09126382,0.0,0.0056179775280898875,0.0,,,6
872,PCNX4,0,train,3.6552346,0.0014005846,0.1142175,3341.7101201426267,21.189756214834308,175.83812520005296,2.3923004,0.00259448,0.0862857,0.0,0.05337078651685393,0.0,,,5
873,NFX1,0,train,2.8118968,0.00057766604,0.087869875,3309.441891999797,21.37315292642976,174.09300016439377,2.2450974,0.002723248,0.080967195,0.0,0.016853932584269662,0.0,,,4
874,GFI1,1,train,2.8324485,0.0007395593,0.08851092,3343.741366520544,21.188519508711618,175.94670837068898,2.8445394,0.0018399749,0.10262699,0.0,0.05337078651685393,0.0,,,4
875,FSCB,0,train,2.31977,0.00059981097,0.07249033,3346.1042230427656,22.432089290871488,175.9187341046768,2.590716,0.003323977,0.09342529,0.0,0.0056179775280898875,0.0,,,4
876,TESPA1,0,train,2.5841062,0.0010868239,0.080745995,3313.2675138418927,21.536042691541375,174.2772266405605,2.6235373,0.0023336636,0.09463999,0.0,0.0,0.0,,,6
877,TET2,1,train,4.6321373,0.0010782091,0.14475028,3311.389163688623,21.7845811541266,174.14600610862877,2.5446808,0.0024785257,0.0917898,0.0,0.0028089887640449437,0.0,,,4
878,B4GALNT1,0,train,3.136168,0.0009454245,0.098000705,3407.3968319766236,22.49350396451132,179.18536179640148,2.690689,0.0035622332,0.097026505,0.0,0.025280898876404494,0.0,,,8
879,PLEKHB1,0,train,5.7748647,0.0022565702,0.18045044,3322.4823976359557,21.837117891918993,174.7319554189678,2.406865,0.0030863716,0.0867954,0.0,0.0056179775280898875,0.0,,,7
880,BCL2,1,train,3.3139043,0.0013069873,0.10355125,3309.6874321624514,21.51130964840597,174.08909578838788,2.4799833,0.002535976,0.08945275,0.0,0.011235955056179775,0.0,,,4
881,LPL,1,train,3.819378,0.0015608259,0.119345345,3317.971050679728,21.974613255954292,174.47372972525713,2.5534575,0.0029264123,0.09209348,0.0,0.0,0.0,,,3
882,LONRF1,1,train,3.366124,0.0017067827,0.10517753,3314.9030775379483,21.300903876612406,174.39345178721587,2.6828504,0.0021033606,0.09678618,0.0,0.025280898876404494,0.0,,,6
883,LRRC74A,1,train,3.0184886,0.0013990928,0.0943174,3308.044053671666,21.248703211515828,174.03359832246815,2.808777,0.0021128736,0.10133098,0.0,0.028089887640449437,0.0,,,7
884,ETV5,1,train,5.295948,0.0019098532,0.16548733,3316.241235487249,21.941039068097858,174.38555258543616,2.3042886,0.0031188994,0.083090335,0.0,0.0028089887640449437,0.0,,,4
885,HERC2,0,train,2.7871182,0.00064019416,0.08709509,3354.553516963157,22.179595907767574,176.4020929167109,2.582758,0.0029766026,0.0931497,0.0,0.008426966292134831,0.0,,,5
886,ESPN,0,train,3.1636386,0.0015240621,0.098851964,3311.878409946966,21.81292958859224,174.16859014914476,2.5651164,0.002333759,0.09253124,0.0,0.0,0.0,,,4
887,NBPF9,0,train,3.2810411,0.0014754562,0.10252192,3317.5190211732474,22.17198648771119,174.42460727058722,2.6291847,0.0026685584,0.094835,0.0,0.0028089887640449437,0.0,,,5
888,C12ORF43,1,train,2.8720007,0.0014357625,0.08973853,3354.963542731228,22.42982521153967,176.3923568056472,2.6306489,0.0031972937,0.094871506,0.0,0.0056179775280898875,0.0,,,8
889,THADA,1,train,2.980073,0.000725511,0.09312446,3435.4588792129593,22.641231083400058,180.66577161592147,2.639897,0.0035441893,0.095193125,0.0,0.05337078651685393,0.0,,,5
890,C8ORF88,0,train,3.5044537,0.0010534673,0.1095091,3355.840811218602,22.3492382556912,176.44945214543733,2.5880506,0.003008756,0.093339756,0.0,0.008426966292134831,0.0,,,7
891,ZKSCAN4,0,train,4.060459,0.001132044,0.1268843,3321.4930569652524,21.413472092668794,174.73155197727453,2.6727552,0.0020937112,0.096422024,0.0,0.008426966292134831,0.0,,,7
892,OASL,1,train,2.7719414,-0.0002138475,0.08662291,3315.023871892551,21.5012227098954,174.37531807745282,2.6030607,0.0022762383,0.09390228,0.0,0.0028089887640449437,0.0,,,4
893,EPHA7,0,train,3.7366135,0.0019223209,0.11675335,3339.3805126501843,21.71730341696115,175.64934038587148,2.6052017,0.0027265903,0.09396758,0.0,0.0056179775280898875,0.0,,,5
894,PRIM1,1,train,4.424993,0.0012666048,0.13827525,3341.193705980712,21.236483541534014,175.80491909575574,2.4124932,0.0022938082,0.08702313,0.0,0.042134831460674156,0.0,,,5
895,UNC80,0,train,3.993137,0.0017096713,0.12477384,3310.6995747134943,21.338743633068948,174.16437677711957,2.2633054,0.0029469393,0.08161681,0.0,0.014044943820224719,0.0,,,5
896,ACSL1,1,train,3.2728882,0.0014119962,0.102268,3349.594566837356,22.181261243109514,176.13698695237252,2.6321323,0.00291962,0.09493401,0.0,0.0028089887640449437,0.0,,,5
897,KRT77,0,train,3.5321844,0.0015854908,0.11036937,3352.7545784200643,21.202177902079818,176.4262088107812,2.9490075,0.0014001693,0.10640394,0.0,0.05337078651685393,0.0,,,5
898,RPA4,0,train,2.691384,0.0002982277,0.08410523,3313.463960988484,21.388986587833525,174.30582566755635,2.6572814,0.0022455778,0.09586008,0.0,0.019662921348314606,0.0,,,4
899,COXFA4,1,train,3.8793428,0.0013895547,0.1212215,3346.660123940344,22.294573050367923,175.9659129850125,2.592824,0.0030476311,0.09351082,0.0,0.011235955056179775,0.0,,,6
900,RAI1,1,train,3.5111918,0.0017115844,0.10971141,3312.0225076610627,21.730846254699024,174.18654701685284,2.6269636,0.0024011477,0.09476197,0.0,0.0028089887640449437,0.0,,,4
901,PLCG2,1,train,4.008462,0.0017367217,0.1252524,3370.7641642539484,22.599616445576917,177.21492904190987,2.6144254,0.003403845,0.09427853,0.0,0.008426966292134831,0.0,,,5
902,HNF1B,1,train,3.5992103,0.0017367499,0.11246191,3556.0264061016023,23.40317453247704,187.01033098793718,3.0454476,0.004281658,0.10980968,0.0,0.06460674157303371,0.0,,,5
903,CDKN1C,1,train,2.6898854,0.00062594726,0.08405658,3373.126525296785,22.170442605356115,177.39531175043228,2.5299149,0.0034518258,0.091225155,0.0,0.0028089887640449437,0.0,,,6
904,AUTS2,1,train,3.894679,0.00151723,0.12169926,3391.630427331458,21.17311231926227,178.50472809996756,2.863104,0.0015868096,0.10330118,0.0,0.07303370786516854,0.0,,,5
905,TMC3,0,train,3.52618,0.0015148753,0.11018271,3311.0190899865383,21.714890125757535,174.13494409626267,2.5297914,0.0025156045,0.09125132,0.0,0.0056179775280898875,0.0,,,4
906,KCTD4,0,train,3.826227,0.0018456313,0.11955536,3332.7258206959355,21.91693088715056,175.26910396080117,2.4969509,0.0029842723,0.09005152,0.0,0.0028089887640449437,0.0,,,5
907,TYK2,1,train,2.7474182,0.00093808013,0.08585169,3325.130261881918,21.82672625241611,174.87468008817555,2.55027,0.0026125454,0.091987856,0.0,0.011235955056179775,0.0,,,4
908,CPA1,1,train,3.3260608,0.0010629555,0.10393395,3332.5251239578865,21.95645873407335,175.25343652788192,2.4391966,0.0029928396,0.08796603,0.0,0.0056179775280898875,0.0,,,4
909,PDZRN4,1,train,4.2546935,0.0011259945,0.13295439,3343.4188105255257,21.478586156855837,175.89431184505048,2.5431032,0.0027367286,0.09172552,0.0,0.025280898876404494,0.0,,,6
910,GTSE1,0,train,3.8265707,0.0015793093,0.11956989,3310.6865096671586,21.793258991377854,174.10738921287577,2.733012,0.0024270343,0.0985892,0.0,0.011235955056179775,0.0,,,5
911,LDHB,1,train,3.3649015,0.0018419176,0.105137035,3324.279521272834,22.065431681890466,174.79927404478806,2.4741218,0.0030801157,0.08922403,0.0,0.0056179775280898875,0.0,,,4
912,CEBPG,1,train,4.368647,0.0012230951,0.13651475,3317.1583326890704,21.564017825366424,174.48155113406727,2.9126766,0.0022255557,0.1050786,0.0,0.008426966292134831,0.0,,,5
913,DMRT2,1,train,3.368464,0.0009964119,0.105259776,3310.59222085857,21.584715004203012,174.12833057095241,2.5603023,0.0024414118,0.092354685,0.0,0.0,0.0,,,5
914,HIVEP2,1,train,3.814525,0.0017995883,0.11919033,3314.6692497549157,21.99756109110264,174.29445603666952,2.5756977,0.0024372416,0.09291052,0.0,0.0,0.0,,,6
915,GOPC,1,train,2.6185632,0.00091141695,0.08182502,3335.3065369580186,21.333305663515056,175.47888377882302,2.746429,0.0017668912,0.09908746,0.0,0.008426966292134831,0.0,,,4
916,SAMM50,1,train,5.296435,0.0021814313,0.16549921,3315.7322535705625,21.37454581457017,174.42871622027982,2.4401386,0.0026666166,0.08801053,0.0,0.02247191011235955,0.0,,,6
917,MAGEC2,0,train,4.5142593,0.0018983724,0.14105783,3321.5241740597135,21.31996583863104,174.74464727159793,2.514883,0.0022615287,0.09071984,0.0,0.016853932584269662,0.0013020833333333333,,,6
918,ATP1B2,1,train,5.216097,0.0019115368,0.16299182,3314.5257378214314,21.803171819332007,174.31121425201516,2.2763476,0.0030215494,0.08208503,0.0,0.008426966292134831,0.0,,,6
919,TBC1D4,1,train,5.0981474,0.0013683555,0.15931122,3339.941601661698,22.277737640545798,175.60911617092643,2.3774312,0.0032619706,0.08572612,0.0,0.0028089887640449437,0.0,,,6
920,LDLRAD4,1,train,2.7453446,0.0011229088,0.08578466,3324.843585622399,21.427005867906047,174.90879939937273,2.6533687,0.0019521812,0.09572528,0.0,0.014044943820224719,0.0,,,7
921,JMY,1,train,2.9851215,0.0013480551,0.0932753,3310.1438068216394,21.318113971640496,174.1372275910458,2.6923833,0.0023757936,0.09712396,0.0,0.03089887640449438,0.0,,,3
922,ZNF329,0,train,2.9373696,0.00091961597,0.09178819,3336.1502903244814,22.25181390893088,175.4098553061563,2.6583128,0.0030270766,0.09587583,0.0,0.008426966292134831,0.0,,,6
923,NEUROG3,1,train,4.0278687,0.0016036038,0.12586068,3320.124511692973,21.628731508757014,174.6319504632655,2.1672547,0.0033270216,0.07813326,0.0,0.0028089887640449437,0.0,,,7
924,STARD10,1,train,3.2218778,0.0016281847,0.10067052,3345.2416799869907,22.261013332016297,175.89438489622742,2.6082182,0.0030595788,0.094066225,0.0,0.0028089887640449437,0.0,,,7
925,NRSN1,0,train,2.8594599,0.0011170744,0.08935114,3328.492003116096,21.461019349944486,175.09944357277223,2.6341357,0.002117929,0.09502758,0.0,0.0056179775280898875,0.0,,,5
926,RFX6,1,train,4.241932,0.001523101,0.13255163,3315.3889250569446,21.822794577459405,174.35486455854786,2.5074954,0.0027040772,0.09044104,0.0,0.0028089887640449437,0.0,,,4
927,TUBB4A,0,train,5.382417,0.0018119877,0.16819076,3327.4913462882782,21.21226024475807,175.07633090587717,2.8400905,0.0017394706,0.10246817,0.0,0.033707865168539325,0.0,,,6
928,ARHGAP9,0,train,4.727914,0.0010332186,0.14774369,3319.1251966250443,21.890626051546192,174.54593617788785,2.5467386,0.0028707183,0.091852665,0.0,0.014044943820224719,0.0,,,7
929,HP,1,train,5.706253,0.0017373448,0.17831194,3312.2272787682487,21.89520199587658,174.1769021337489,2.4218624,0.002584811,0.08735319,0.0,0.0,0.0,,,2
930,SKI,1,train,3.536053,0.0013221523,0.110493734,3310.950380836684,21.79068874829083,174.12180515650823,2.4049017,0.002953722,0.08672913,0.0,0.0056179775280898875,0.0,,,3
931,PTGS1,1,train,3.1098292,0.0010299769,0.09717671,3315.6851213186424,21.78893962270877,174.37491907239723,2.5850782,0.0025884449,0.09324505,0.0,0.008426966292134831,0.0,,,5
932,MYO1D,0,train,2.2491443,-6.246136e-05,0.07028573,3320.2097627561943,21.61790969198302,174.63784322388628,2.7710717,0.00230381,0.09996589,0.0,0.0056179775280898875,0.0,,,5
933,OR52E8,0,train,2.1633956,0.0003603602,0.06760515,3313.842592724347,21.758183182509423,174.2803479831243,2.504013,0.002568771,0.09031927,0.0,0.008426966292134831,0.0,,,6
934,AGTR1,1,train,2.941434,0.0016068959,0.091905765,3313.218946680079,21.906533816341025,174.2284495157076,2.642669,0.0024631207,0.09532729,0.0,0.0,0.0,,,5
935,SNTB1,1,train,2.5592227,0.0005522318,0.0799738,3369.793957589382,22.34258960190281,177.19568953056432,2.6092033,0.0028654134,0.0941079,0.0,0.016853932584269662,0.0,,,5
936,CNOT7,0,train,5.727758,0.0017709455,0.17898369,3311.3999294175724,21.259994179402128,174.21140130788424,2.3670561,0.0027281127,0.085370205,0.0,0.025280898876404494,0.0,,,5
937,DRAXIN,0,train,3.5057223,0.0014619763,0.10954407,3315.381344426691,21.48416330627199,174.39650997206175,2.1858804,0.0031239,0.07881429,0.0,0.025280898876404494,0.0,,,6
938,KCNQ1,1,train,3.3308184,0.0015045272,0.10407721,3309.8110268699947,21.483205740151693,174.0991663342757,2.5666456,0.002502302,0.09258204,0.0,0.008426966292134831,0.0,,,5
939,KIF16B,0,train,3.2360344,0.0015550363,0.101114124,3329.119713786378,21.95272307638669,175.0720062033088,2.67384,0.0026446178,0.09644764,0.0,0.008426966292134831,0.0,,,6
940,SCN5A,1,train,3.1695077,0.0012543092,0.099039175,3312.70590916373,21.81298739074952,174.21278281216692,2.5497835,0.002541729,0.09197227,0.0,0.0,0.0,,,5
941,NCOR2,1,train,3.40686,0.0009997467,0.106459685,3312.296935341921,21.70853393435077,174.20398630974609,2.7059557,0.0023520004,0.09761444,0.0,0.0056179775280898875,0.0,,,5
942,MED12L,0,train,3.5681977,0.0012122992,0.111499585,3313.591001640397,22.05082223805672,174.23012297042416,2.4673629,0.0028754927,0.088986844,0.0,0.0028089887640449437,0.0,,,6
943,ZNF184,0,train,3.4903748,0.0027930485,0.10903845,3317.3150477767367,21.439034760664104,174.5053205695664,2.4566615,0.0024993634,0.08861189,0.0,0.0056179775280898875,0.0,,,6
944,ZNF407,0,train,3.3347795,0.0019752176,0.10419313,3310.8734651173995,21.742153623514238,174.12376409369168,2.6651168,0.0022955935,0.09614171,0.0,0.0,0.0,,,6
945,ETF1,0,train,4.8756704,0.0019961249,0.15235162,3316.5037439947932,22.09580360231636,174.38003465261528,2.5182776,0.0028019426,0.09082731,0.0,0.0,0.0,,,4
946,TPP1,0,train,3.0701,0.0005529404,0.09593903,3315.6091392793937,21.929669691530712,174.35321776097308,2.2797608,0.0029429563,0.08221112,0.0,0.0056179775280898875,0.0,,,4
947,NDUFA11,1,train,2.7728689,0.00063464657,0.08664983,3310.9678295593744,21.704867056748558,174.13345587500797,2.5675356,0.0022784357,0.09261994,0.0,0.0,0.0,,,7
948,MTUS2,0,train,3.0732074,0.001183977,0.09603044,3311.612637994865,21.76771578556582,174.16005130679295,2.6895642,0.002103662,0.09702849,0.0,0.0056179775280898875,0.0,,,5
949,CCDC127,0,train,4.0477734,0.0016256265,0.12648249,3323.8710085887337,22.08769235227674,174.7746392517713,2.6169891,0.0025556395,0.09439787,0.0,0.0,0.0,,,7
950,HNF4A,1,train,3.2024612,0.0013101681,0.100068346,3312.29717739135,21.63416034026091,174.21325122479075,2.648906,0.0021357879,0.0955603,0.0,0.0,0.0,,,5
951,ZNF532,0,train,3.154991,0.0010471452,0.0985879,3314.761758907009,21.636839564892615,174.34454387187202,2.663888,0.0024633047,0.09609321,0.0,0.008426966292134831,0.0,,,6
952,ERN1,1,train,2.9059224,0.0012376701,0.09080164,3311.466671148845,21.84933488997072,174.1420336871333,2.6476955,0.002473562,0.09550846,0.0,0.0028089887640449437,0.0013020833333333333,,,4
953,ZNF257,1,train,4.5935388,0.0015838878,0.14353935,3417.395407171792,22.606690012004222,179.70522947866277,2.7183626,0.0038603314,0.09801447,0.0,0.025280898876404494,0.0,,,6
954,GALC,0,train,2.8418596,0.0004006849,0.0888072,3314.9955927104543,21.867055449065788,174.32830910963958,2.260592,0.0031874075,0.081509784,0.0,0.0028089887640449437,0.0,,,4
955,SMCO2,1,train,3.4986537,0.0019401144,0.10931572,3325.5700533089207,21.812915644055426,174.8998927847574,2.557071,0.002617481,0.092233226,0.0,0.014044943820224719,0.0,,,5
956,GAD1,1,train,3.5208468,0.0015113684,0.110016085,3325.820550888217,21.407874714034925,174.96330730248468,2.6964235,0.0021048624,0.09727604,0.0,0.019662921348314606,0.0,,,4
957,CIMAP2,0,train,5.7686534,0.0018641507,0.18026078,3315.845101247225,21.712349072077668,174.39301671309127,2.544697,0.0026190458,0.09178649,0.0,0.008426966292134831,0.0,,,6
958,SLC9B1,1,train,3.4065943,0.00052413985,0.10645478,3309.7726594150345,21.449488715818052,174.10127473294656,2.657534,0.0023233322,0.09586734,0.0,0.008426966292134831,0.0,,,6
959,KLHL38,0,train,2.7132187,0.0013398282,0.08477749,3320.4474803118856,21.517893226018053,174.66288915619052,2.7009835,0.0020813004,0.09744113,0.0,0.0,0.0,,,6
960,RLF,0,train,4.197279,0.0015254981,0.1311561,3312.9568354401736,21.8931692242955,174.21612826529093,2.5341659,0.0028537905,0.0913993,0.0,0.0028089887640449437,0.0,,,3
961,SMIM26,0,train,2.8324745,0.00084188767,0.08851082,3324.9363350812214,21.13617679496835,174.9491331787489,2.4463603,0.002553982,0.08823847,0.0,0.09831460674157304,0.0,,,6
962,KRT2,0,train,5.1280594,0.0015785296,0.16024408,3312.3543725547024,21.7594144440866,174.2007060814989,2.4609308,0.0025463353,0.088764675,0.0,0.014044943820224719,0.0,,,4
963,WNT9B,1,train,3.5454254,0.00085771934,0.11079122,3309.3812173924016,21.463860662045786,174.0786000153847,2.2950304,0.0027166072,0.082770206,0.0,0.0056179775280898875,0.0,,,5
964,WDR43,0,train,5.20456,0.001769721,0.16263287,3324.0582295644776,22.100789394687908,174.78298528147718,2.6073284,0.002717356,0.09404462,0.0,0.0056179775280898875,0.0,,,5
965,B3GLCT,1,train,5.291033,0.001041742,0.1653415,3330.05797665194,21.621312499072296,175.1633494206613,2.435748,0.002836356,0.08784671,0.0,0.019662921348314606,0.0,,,6
966,ZBTB39,0,train,2.948883,0.0014251035,0.092141576,3326.7328632955337,21.89465623635665,174.95178868652184,2.5553818,0.0027230643,0.09216918,0.0,0.014044943820224719,0.0,,,6
967,COXFA4L2,1,train,4.133173,0.0009821304,0.12915795,3377.978973895273,21.170188093202782,177.77645810868046,2.7475789,0.0018698409,0.09912708,0.0,0.06741573033707865,0.0,,,8
968,CDH7,1,train,3.3414876,0.0008867538,0.10441772,3319.3214482454987,22.21179181648523,174.51584230840413,2.5324504,0.0028215365,0.091338366,0.0,0.0028089887640449437,0.0,,,4
