rank_by_score,disease_id,evidence_mode,target_id,target_symbol,target_name,association_score,ds_clinical_precedence,ds_gwas_credible_sets,ds_eva,ds_genomics_england,ds_eva_somatic,ds_europepmc,prio_geneticConstraint,prio_hasHighQualityChemicalProbes,prio_hasLigand,prio_hasPocket,prio_hasSafetyEvent,prio_hasSmallMoleculeBinder,prio_isInMembrane,prio_isSecreted,prio_maxClinicalStage,prio_mouseKOScore,prio_mouseOrthologMaxIdentityPercentage,prio_paralogMaxIdentityPercentage,prio_tissueDistribution,prio_tissueSpecificity,prio_geneEssentiality,ds_impc,ds_gene_burden,ds_uniprot_variants,ds_uniprot_literature,prio_isCancerDriverGene,ds_expression_atlas,prio_hasTEP,rank_by_score_clean,label,label_name,label_source,label_rule,label_version,disease_name,positive_tier,has_ot_gwas_credible_sets,has_ot_clinical_precedence,has_ot_europepmc,has_ot_gene_burden,has_ot_eva,n_ot_evidence_datasources_present,gwas_n_association_mentions,gwas_n_unique_snps,gwas_n_unique_studies,gwas_n_unique_pubmed_ids,gwas_n_unique_regions,gwas_max_pvalue_mlog,gwas_reported_gene_mentions,gwas_has_reported_gene_support,has_gwas_catalog_strict_t2d_mapping
420,MONDO_0005148,direct_only,ENSG00000171988,JMJD1C,jumonji domain containing 1C,0.4128288473269027,,0.6615940960465483,,,,0.3495602086266821,-0.9782680639823496,,1.0,0.0,,1.0,0.0,0.0,,-0.3443964424868095,0.2952750000000002,0.0,-1.0,-1.0,0.0,,,,,,,,420,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,12,9,10,8,1,21.045757490560675,2,1,1
421,MONDO_0005148,direct_only,ENSG00000118432,CNR1,cannabinoid receptor 1,0.4123076256201901,0.6604708631281165,,,,,0.3548774644040906,-0.4428019856591285,1.0,1.0,0.0,255.0,1.0,1.0,0.0,1.0,-0.9182577600398064,0.8516950000000001,0.0,0.0,0.5,0.0,,,,,,,,421,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
422,MONDO_0005148,direct_only,ENSG00000133794,BMAL1,basic helix-loop-helix ARNT like 1,0.4117117390112751,,0.6430522998392819,,,,0.6836449656978515,-0.9228902371759514,,0.0,0.0,,0.0,0.0,0.0,,-0.9695188834379048,0.9201300000000004,0.0,-1.0,-1.0,0.0,,,,,,,,422,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,2,2,2,2,1,12.0,0,0,1
423,MONDO_0005148,direct_only,ENSG00000154556,SORBS2,sorbin and SH3 domain containing 2,0.4113474273491929,,0.6730235831217196,,,,0.0722339996328808,-0.5698841698841699,,0.0,0.0,,0.0,1.0,0.0,,-0.8894421526185653,0.2,0.0,0.0,0.5,0.0,,,,,,,,423,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,3,2,3,2,1,12.522878745280336,0,0,1
424,MONDO_0005148,direct_only,ENSG00000145675,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1,0.4112406237941675,,0.6466471953746361,,,,0.1792666863274167,-0.8354109211252069,,1.0,0.0,255.0,1.0,0.0,0.0,0.7,-0.9178001208142011,0.7997250000000001,0.0,-1.0,-1.0,0.0,0.5165739970005347,,,,255.0,,,424,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,3,7,3,7,5,1,18.522878745280337,1,1,1
425,MONDO_0005148,direct_only,ENSG00000140262,TCF12,transcription factor 12,0.4108872180934993,,0.6673799078812515,,,,0.169967318832249,-0.5565361279646994,,0.0,0.0,,0.0,0.0,0.0,,-0.7666594690973507,0.7804549999999999,0.0,-1.0,-1.0,0.0,,,,,,,,425,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,8,7,6,5,1,13.69897000433602,1,1,1
426,MONDO_0005148,direct_only,ENSG00000140368,PSTPIP1,proline-serine-threonine phosphatase interacting protein 1,0.4107492205215972,,0.6741314513016395,,,,0.030396539880581,0.6223938223938223,,0.0,0.0,,0.0,1.0,0.0,,-0.7565418550361119,0.3870199999999997,0.0,0.0,0.75,0.0,,,,,,,,426,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
427,MONDO_0005148,direct_only,ENSG00000178568,ERBB4,erb-b2 receptor tyrosine kinase 4,0.4101159302693228,,0.6713641564445109,,,,0.0649081494771924,-0.8409266409266409,,1.0,1.0,,1.0,1.0,0.0,1.0,-0.8553760567810827,0.8662100000000003,0.0,0.0,0.5,0.0,,,,,255.0,,,427,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,2,2,2,1,1,8.221848749616356,0,0,1
428,MONDO_0005148,direct_only,ENSG00000185104,FAF1,Fas associated factor 1,0.409995926674036,,0.6654230366316335,,,,0.1797826096947081,-0.739327082184225,,0.0,0.0,,0.0,0.0,0.0,,-0.2345658813152334,0.8153849999999998,0.0,-1.0,-1.0,0.0,,,,,,,,428,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,23,12,17,14,1,38.52287874528034,8,1,1
429,MONDO_0005148,direct_only,ENSG00000149289,ZC3H12C,zinc finger CCCH-type containing 12C,0.4097971017155085,,0.6740851151569869,,,,,-0.8071704357418643,,0.0,0.0,,0.0,0.0,0.0,,-0.2513880957968287,0.5979599999999998,0.0,-1.0,-1.0,0.0,,,,,,,,429,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,0,0,0,0,0,,0,0,0
430,MONDO_0005148,direct_only,ENSG00000145901,TNIP1,TNFAIP3 interacting protein 1,0.4097254134918431,,0.6703744913283479,,,,0.0718540428843735,-0.8227247655819084,,0.0,0.0,,0.0,0.0,0.0,,-0.9466808634698998,0.17453,0.0,-1.0,-1.0,0.0,,,,,,,,430,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
431,MONDO_0005148,direct_only,ENSG00000111052,LIN7A,lin-7 cell polarity scaffold A,0.4092909792521482,,0.671437233226673,,,,0.036306978190694,0.5901820187534472,,0.0,0.0,,0.0,1.0,0.0,,,0.9785400000000004,-0.1845500000000001,0.0,0.5,0.0,,,,,,,,431,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,2,1,2,2,1,8.522878745280337,0,0,1
432,MONDO_0005148,direct_only,ENSG00000135999,EPC2,enhancer of polycomb 2,0.4087644094168604,,0.6723864147412403,,,,,-0.9546607832322118,,0.0,0.0,,0.0,0.0,0.0,,-0.6687217903848636,0.8512999999999998,0.0,-1.0,-1.0,0.0,,,,,,,,432,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,7,6,7,6,1,9.397940008672036,2,1,1
433,MONDO_0005148,direct_only,ENSG00000196683,TOMM7,translocase of outer mitochondrial membrane 7,0.408761557136555,,0.6649746772316537,,,,0.1481409145013318,0.7339216767788197,,0.0,0.0,,0.0,0.0,0.0,,-0.6027176405061654,0.7272750000000002,,-1.0,-1.0,0.0,,,,,,,,433,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,10.69897000433602,0,0,1
434,MONDO_0005148,direct_only,ENSG00000157933,SKI,SKI proto-oncogene,0.4080773976364663,,0.6712563325294273,,,,,-0.2723662437948152,,0.0,0.0,,0.0,0.0,0.0,,-0.8750560647695451,0.6634599999999999,0.0,-1.0,0.5,0.0,,,,,,,,434,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,1,1,1,1,1,9.096910013008056,0,0,1
435,MONDO_0005148,direct_only,ENSG00000196739,COL27A1,collagen type XXVII alpha 1 chain,0.4077373268918785,,0.6706969419772069,,,,,-0.6447876447876448,,0.0,0.0,,0.0,0.0,1.0,1.0,-0.8839241656997832,0.0322600000000001,0.0,0.0,0.5,0.0,,,,,,,,435,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,2,1,2,1,1,9.69897000433602,0,0,1
436,MONDO_0005148,direct_only,ENSG00000135862,LAMC1,laminin subunit gamma 1,0.4077252285227574,,0.6691572140846404,,,,0.030396539880581,-0.9135135135135136,,0.0,0.0,,0.0,1.0,1.0,1.0,-0.8955898394213837,0.6457450000000001,0.0,-1.0,0.5,0.0,,,,,,,,436,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,2,1,2,2,1,8.397940008672037,0,0,1
437,MONDO_0005148,direct_only,ENSG00000116786,PLEKHM2,pleckstrin homology and RUN domain containing M2,0.4076580312999447,,0.6695026278538156,,,,0.0212775779164067,0.2112520683949255,,0.0,0.0,,0.0,0.0,0.0,,-0.5935750274519321,0.45535,0.0,-1.0,0.5,0.0,,,,,,,,437,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,2,1,2,2,1,16.30102999566398,0,0,1
438,MONDO_0005148,direct_only,ENSG00000137764,MAP2K5,mitogen-activated protein kinase kinase 5,0.4070375898571466,,0.6648882489954084,,,,0.0931535738573606,0.3895201323772752,1.0,1.0,0.0,,1.0,0.0,0.0,,-0.8201428861722517,0.8883949999999998,0.0,-1.0,-1.0,0.0,,,,,,,,438,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,10,3,9,6,1,23.154901959985743,2,1,1
439,MONDO_0005148,direct_only,ENSG00000185619,PCGF3,polycomb group ring finger 3,0.4068951390404918,,0.6693116069116115,,,,,-0.6879205736348594,,0.0,0.0,,0.0,0.0,0.0,,-0.1706721825548704,0.8760350000000002,0.0,-1.0,-1.0,0.0,,,,,,,,439,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,8,5,8,6,1,21.30102999566398,4,1,1
440,MONDO_0005148,direct_only,ENSG00000123609,NMI,N-myc and STAT interactor,0.4068341261468909,,0.6692112453345365,,,,,0.6565912851627138,,0.0,0.0,,0.0,0.0,1.0,,-0.609199733689186,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,440,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,3,3,3,2,1,11.69897000433602,0,0,1
441,MONDO_0005148,direct_only,ENSG00000089094,KDM2B,lysine demethylase 2B,0.4068264826034063,,0.6675268625924703,,,,0.0334361938686391,-0.911969111969112,,1.0,0.0,,1.0,0.0,0.0,,-0.9080161702838347,0.6032949999999999,0.0,-1.0,-1.0,0.0,,,,,,,,441,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,3,3,2,2,1,11.397940008672036,0,0,1
442,MONDO_0005148,direct_only,ENSG00000185436,IFNLR1,interferon lambda receptor 1,0.4067513443274491,,0.6670993004351972,,,,0.0395155018447553,-0.3345835631549917,,0.0,0.0,,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,-1.0,0.0,,,,,,,,442,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
443,MONDO_0005148,direct_only,ENSG00000197296,FITM2,fat storage inducing transmembrane protein 2,0.4066506336128673,,0.6530917025077457,,,,0.3163542308295837,0.0356315499172641,,0.0,0.0,,0.0,0.0,0.0,,-0.8320270046142086,0.3702300000000001,0.0,-1.0,0.5,0.0,,,,,,,,443,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,11.0,1,1,1
444,MONDO_0005148,direct_only,ENSG00000227268,KLLN,"killin, p53 regulated DNA replication inhibitor",0.4063724606246994,,0.6684518406062264,,,,,0.826696083838941,,0.0,0.0,,0.0,0.0,0.0,,,,,0.5,0.5,0.0,,,,,,,,444,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,2,2,2,2,1,13.522878745280336,0,0,1
445,MONDO_0005148,direct_only,ENSG00000106459,NRF1,nuclear respiratory factor 1,0.4059177981830857,,0.6550086980318977,,,,0.2539051476360757,-0.963596249310535,,0.0,0.0,255.0,0.0,0.0,0.0,,-0.2968332104456023,0.5228650000000001,,-1.0,-1.0,-1.0,,,,,,,,445,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,8.096910013008056,0,0,1
446,MONDO_0005148,direct_only,ENSG00000187068,C3orf70,chromosome 3 open reading frame 70,0.4057499212405092,,0.66742781059058,,,,,0.4756756756756757,,0.0,0.0,,0.0,0.0,0.0,,-0.694000497195806,0.6399999999999999,,0.0,0.5,0.0,,,,,,,,446,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,1,1,1,1,1,10.0,0,0,1
447,MONDO_0005148,direct_only,ENSG00000106511,MEOX2,mesenchyme homeobox 2,0.4051225469743116,,0.6645720351683241,,,,0.0364758478566972,-0.356646442360728,,0.0,0.0,,0.0,0.0,0.0,,-0.7833009398780307,0.88487,0.0,0.0,0.5,0.0,,,,,,,,447,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
448,MONDO_0005148,direct_only,ENSG00000172201,ID4,inhibitor of DNA binding 4,0.4049628712979221,,0.6661331731981676,,,,,0.9645890788747932,,0.0,0.0,,0.0,0.0,0.0,,-0.8087879465472277,0.90683,0.0,0.0,0.5,0.0,,,,,,,,448,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,0,0,0,0,0,,0,0,0
449,MONDO_0005148,direct_only,ENSG00000154783,FGD5,"FYVE, RhoGEF and PH domain containing 5",0.4048224680426278,,0.6337663230640488,,,,0.6427179488082859,-0.8871483728626586,,0.0,0.0,,0.0,1.0,0.0,,-0.9168475295365068,0.0,0.0,0.0,-1.0,0.0,,,,,,,,449,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
450,MONDO_0005148,direct_only,ENSG00000136869,TLR4,toll like receptor 4,0.4047436196029014,,0.6219248256264388,,,,0.8769539036376186,-0.1908439051296194,0.0,1.0,0.0,255.0,1.0,1.0,0.0,0.7,-0.9683202095677456,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,450,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
451,MONDO_0005148,direct_only,ENSG00000185345,PRKN,parkin RBR E3 ubiquitin protein ligase,0.4047012851029692,,0.6574246886201085,,,,0.1655639030082543,0.3478212906784335,,0.0,0.0,,0.0,0.0,0.0,,-0.8690000867788497,0.1827950000000001,0.0,0.0,0.5,0.0,,,,,,,,451,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,8.154901959985743,0,0,1
452,MONDO_0005148,direct_only,ENSG00000141560,FN3KRP,fructosamine 3 kinase related protein,0.404547894470024,,0.6646906543297384,,,,0.0151982699402905,0.6133480419194706,,0.0,0.0,,0.0,0.0,0.0,,,0.4498399999999997,-0.1100325000000001,-1.0,-1.0,0.0,,,,,,,,452,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,9.69897000433602,0,0,1
453,MONDO_0005148,direct_only,ENSG00000157557,ETS2,"ETS proto-oncogene 2, transcription factor",0.4044683276757178,,0.6653196864918726,,,,,-0.7579702151130723,,0.0,0.0,255.0,0.0,1.0,0.0,,-0.4281695652373937,0.5842199999999999,0.0,-1.0,-1.0,0.0,,,,,,,,453,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,1,1,1,1,1,9.0,0,0,1
454,MONDO_0005148,direct_only,ENSG00000090316,MAEA,"macrophage erythroblast attacher, E3 ubiquitin ligase",0.4043992245903159,,0.6598443905362752,,,,0.1072325325464601,-0.4321014892443464,,0.0,0.0,,0.0,0.0,0.0,,-0.3931719437528311,0.9368699999999996,0.0,-1.0,-1.0,0.0,,,,,,,,454,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,4,2,4,4,1,19.69897000433602,8,1,1
455,MONDO_0005148,direct_only,ENSG00000138769,CDKL2,cyclin dependent kinase like 2,0.4039829135629044,,0.6645212171352938,,,,,0.4185328185328185,1.0,1.0,0.0,,1.0,0.0,0.0,,-0.1528751614675486,0.2543849999999999,0.0,0.5,0.5,0.0,,,,,,,,455,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,4,3,4,3,1,13.045757490560677,0,0,1
456,MONDO_0005148,direct_only,ENSG00000147650,LRP12,LDL receptor related protein 12,0.4035964426249334,,0.6638855017882686,,,,,-0.8938775510204082,,0.0,0.0,,0.0,1.0,0.0,,-0.2545547819645291,0.6332949999999997,0.0,-1.0,-1.0,0.0,,,,,,,,456,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,2,2,2,2,1,7.522878745280337,0,0,1
457,MONDO_0005148,direct_only,ENSG00000145284,SCD5,stearoyl-CoA desaturase 5,0.403267222195913,,0.6611147951551828,,,,0.0445832805215122,-0.1066740209597352,,1.0,0.0,,1.0,0.0,0.0,,,,0.0,-1.0,0.5,0.0,,,,,,,,457,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,9,6,9,7,1,15.045757490560677,2,1,1
458,MONDO_0005148,direct_only,ENSG00000084731,KIF3C,kinesin family member 3C,0.4025267740249519,,0.6621259781645538,,,,,-0.9118587975730832,,0.0,1.0,,0.0,0.0,0.0,,-0.1250770947412433,0.7604050000000001,-0.029005,0.0,1.0,0.0,,,,,,,,458,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,2,1,2,1,1,8.221848749616356,0,0,1
459,MONDO_0005148,direct_only,ENSG00000187678,SPRY4,sprouty RTK signaling antagonist 4,0.4023736701010454,,0.6603543068413542,,,,0.030396539880581,-0.4049641478212906,,0.0,0.0,,0.0,0.0,0.0,,-0.6351150418711851,0.6488300000000002,0.0,0.0,-1.0,0.0,,,,,,,,459,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
460,MONDO_0005148,direct_only,ENSG00000175426,PCSK1,proprotein convertase subtilisin/kexin type 1,0.4021617109761445,,0.6238196722318767,,,,0.3281988093183014,-0.4234969663541091,,1.0,0.0,,1.0,0.0,0.0,,-0.943652231071167,0.6281550000000002,0.0,0.0,0.5,0.0,0.6082499612803672,,,,,,,460,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,3,0,0,0,0,0,,0,0,0
461,MONDO_0005148,direct_only,ENSG00000162594,IL23R,interleukin 23 receptor,0.4021106212249114,,0.6517885065873427,,,,0.1930586364183461,-0.382680639823497,,0.0,0.0,255.0,1.0,1.0,0.0,,-0.2596461660271748,0.0,0.0,0.5,0.5,0.0,,,,,,,,461,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,5.301029995663981,1,1,1
462,MONDO_0005148,direct_only,ENSG00000048471,SNX29,sorting nexin 29,0.4019084366234891,,0.6611088600914241,,,,,-0.0388306674020959,,0.0,0.0,,0.0,0.0,0.0,,-0.3919596745280165,0.3726950000000002,0.0,-1.0,-1.0,0.0,,,,,,,,462,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,2,2,2,2,2,7.522878745280337,1,1,1
463,MONDO_0005148,direct_only,ENSG00000147874,HAUS6,HAUS augmin like complex subunit 6,0.4017318717406707,,0.6586906664746666,,,,0.0425551558328134,0.4023166023166022,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,-1.0,-1.0,-1.0,,,,,,,,463,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,8,4,8,6,1,14.397940008672036,1,1,1
464,MONDO_0005148,direct_only,ENSG00000103111,MON1B,MON1 vesicular trafficking associated B,0.4015899000967478,,0.6605848916924012,,,,,-0.2925537782680639,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.4424149999999997,0.0,-1.0,-1.0,0.0,,,,,,,,464,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,1,1,1,1,1,9.522878745280336,0,0,1
465,MONDO_0005148,direct_only,ENSG00000064703,DDX20,DEAD-box helicase 20,0.4012265531494525,,0.6599872135541612,,,,,-0.0049641478212907,,0.0,0.0,,0.0,0.0,0.0,,-0.0369465241879737,0.1322800000000001,0.0,0.0,1.0,-1.0,,,,,,,,465,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,0,0,0,0,0,,0,0,0
466,MONDO_0005148,direct_only,ENSG00000149084,HSD17B12,hydroxysteroid 17-beta dehydrogenase 12,0.4011833893195556,,0.651046559132014,,,,0.1773930639906072,0.5236624379481523,,0.0,0.0,,0.0,0.0,0.0,,,0.0544849999999996,0.0,-1.0,-1.0,0.0,,,,,,,,466,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,9,7,8,7,1,21.39794000867204,2,1,1
467,MONDO_0005148,direct_only,ENSG00000197872,CYRIA,CYFIP related Rac1 interactor A,0.401098351964495,,0.6597763323396199,,,,,-0.5494760066188638,,0.0,0.0,,0.0,0.0,0.0,,-0.6285074818796199,0.9845199999999998,-0.4891649999999998,-1.0,0.5,0.0,,,,,,,,467,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,8,4,6,5,1,19.0,0,0,1
468,MONDO_0005148,direct_only,ENSG00000085978,ATG16L1,autophagy related 16 like 1,0.4009369816451607,,0.6595108904176638,,,,,-0.6383894098179812,,0.0,0.0,,0.0,0.0,0.0,,-0.6328865502098152,0.7034599999999998,0.0,-1.0,-1.0,0.0,,,,,,,,468,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,7,2,6,4,1,25.39794000867204,0,0,1
469,MONDO_0005148,direct_only,ENSG00000101384,JAG1,jagged canonical Notch ligand 1,0.4007840172830917,,0.646309011634362,,,,0.2590052804551325,-0.9500275785990072,,0.0,0.0,,0.0,1.0,0.0,,-0.968710110619761,0.8275849999999998,0.0,-1.0,-1.0,0.0,,,,,,,,469,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
