split,row_idx,gene_id,gene_symbol,label,sequence_length,n_windows
train,1070,ENSG00000178607,ERN1,1,2500,2
train,1071,ENSG00000147324,MFHAS1,1,2500,2
train,1072,ENSG00000122778,KIAA1549,0,2500,2
train,1073,ENSG00000172995,ARPP21,1,2500,2
train,1074,ENSG00000131781,FMO5,1,2500,2
train,1075,ENSG00000169026,SLC49A3,0,2500,2
train,1076,ENSG00000106070,GRB10,1,2500,2
train,1077,ENSG00000278311,GGNBP2,1,2500,2
train,1078,ENSG00000185950,IRS2,1,2500,2
train,1079,ENSG00000101280,ANGPT4,0,2500,2
train,1080,ENSG00000244694,PTCHD4,0,2500,2
train,1081,ENSG00000128313,APOL5,0,2500,2
train,1082,ENSG00000165476,REEP3,1,2500,2
train,1083,ENSG00000222038,POTEJ,0,2500,2
train,1084,ENSG00000185966,LCE3E,0,2500,2
train,1085,ENSG00000146802,TMEM168,0,2500,2
train,1086,ENSG00000112701,SENP6,1,2500,2
train,1087,ENSG00000185002,RFX6,1,2500,2
train,1088,ENSG00000074657,ZNF532,0,2500,2
train,1089,ENSG00000184381,PLA2G6,1,2500,2
train,1090,ENSG00000140368,PSTPIP1,1,2500,2
train,1091,ENSG00000177025,C19orf18,0,2500,2
train,1092,ENSG00000175164,ABO,1,2500,2
train,1093,ENSG00000070610,GBA2,1,2500,2
train,1094,ENSG00000137309,HMGA1,1,2500,2
train,1095,ENSG00000198053,SIRPA,1,2500,2
train,1096,ENSG00000130561,SAG,1,2500,2
train,1097,ENSG00000126461,SCAF1,0,2500,2
train,1098,ENSG00000184185,KCNJ12,1,2500,2
train,1099,ENSG00000183269,OR52E8,0,2500,2
train,1100,ENSG00000069248,NUP133,1,2500,2
train,1101,ENSG00000100413,POLR3H,0,2500,2
train,1102,ENSG00000102053,ZC3H12B,0,2500,2
train,1103,ENSG00000242498,ARPIN,1,2500,2
train,1104,ENSG00000108387,SEPTIN4,0,2500,2
train,1105,ENSG00000132275,RRP8,0,2500,2
train,1106,ENSG00000196376,SLC35F1,0,2500,2
train,1107,ENSG00000148584,A1CF,1,2500,2
train,1108,ENSG00000169744,LDB2,1,2500,2
train,1109,ENSG00000149313,AASDHPPT,0,2500,2
train,1110,ENSG00000196739,COL27A1,1,2500,2
train,1111,ENSG00000101076,HNF4A,1,2500,2
train,1112,ENSG00000138760,SCARB2,1,2500,2
train,1113,ENSG00000074370,ATP2A3,1,2500,2
train,1114,ENSG00000181894,ZNF329,0,2500,2
train,1115,ENSG00000151148,UBE3B,0,2500,2
train,1116,ENSG00000203485,INF2,0,2500,2
train,1117,ENSG00000162702,ZNF281,1,2500,2
train,1118,ENSG00000178796,RIIAD1,0,2500,2
train,1119,ENSG00000198934,MAGEE1,0,2500,2
train,1120,ENSG00000152969,JAKMIP1,1,2500,2
train,1121,ENSG00000165899,OTOGL,0,2500,2
train,1122,ENSG00000179918,SEPHS2,0,2500,2
train,1123,ENSG00000137501,SYTL2,0,2500,2
train,1124,ENSG00000153879,CEBPG,1,2500,2
train,1125,ENSG00000001629,ANKIB1,0,2500,2
train,1126,ENSG00000185453,ZSWIM9,0,2500,2
train,1127,ENSG00000158955,WNT9B,1,2500,2
train,1128,ENSG00000185619,PCGF3,1,2500,2
train,1129,ENSG00000166035,LIPC,1,2500,2
train,1130,ENSG00000099795,NDUFB7,1,2500,2
train,1131,ENSG00000152409,JMY,1,2500,2
train,1132,ENSG00000180257,ZNF816,0,2500,2
train,1133,ENSG00000177354,C10orf71,0,2500,2
train,1134,ENSG00000164161,HHIP,1,2500,2
train,1135,ENSG00000175699,CCDC197,0,2500,2
train,1136,ENSG00000134962,KLB,1,2500,2
train,1137,ENSG00000058404,CAMK2B,1,2500,2
train,1138,ENSG00000126337,KRT36,0,2500,2
train,1139,ENSG00000086205,FOLH1,1,2500,2
train,1140,ENSG00000141194,OR4D1,0,2500,2
train,1141,ENSG00000134758,RNF138,1,2500,2
train,1142,ENSG00000171862,PTEN,1,2500,2
train,1143,ENSG00000183530,PRR14L,1,2500,2
train,1144,ENSG00000172661,WASHC2C,0,2500,2
train,1145,ENSG00000117614,SYF2,0,2500,2
train,1146,ENSG00000182180,MRPS16,0,2500,2
train,1147,ENSG00000119913,TECTB,0,2500,2
train,1148,ENSG00000112699,GMDS,1,2500,2
train,1149,ENSG00000163577,EIF5A2,1,2500,2
train,1150,ENSG00000162594,IL23R,1,2500,2
train,1151,ENSG00000082438,COBLL1,1,2500,2
train,1152,ENSG00000125831,CST11,0,2500,2
train,1153,ENSG00000143847,PPFIA4,0,2500,2
train,1154,ENSG00000128482,RNF112,0,2500,2
train,1155,ENSG00000184588,PDE4B,1,2500,2
train,1156,ENSG00000155918,RAET1L,0,2500,2
train,1157,ENSG00000137806,NDUFAF1,1,2500,2
train,1158,ENSG00000135540,NHSL1,1,2500,2
train,1159,ENSG00000078898,BPIFB2,0,2500,2
train,1160,ENSG00000152954,NRSN1,0,2500,2
train,1161,ENSG00000179242,CDH4,0,2500,2
train,1162,ENSG00000007314,SCN4A,1,2500,2
train,1163,ENSG00000100711,ZFYVE21,0,2500,2
train,1164,ENSG00000130856,ZNF236,1,2500,2
train,1165,ENSG00000177054,ZDHHC13,0,2500,2
train,1166,ENSG00000164113,ADAD1,0,2500,2
train,1167,ENSG00000163521,GLB1L,0,2500,2
train,1168,ENSG00000185627,PSMD13,0,2500,2
train,1169,ENSG00000101435,CST9L,0,2500,2
train,1170,ENSG00000112033,PPARD,1,2500,2
train,1171,ENSG00000176435,CLEC14A,1,2500,2
train,1172,ENSG00000155657,TTN,1,2500,2
train,1173,ENSG00000175894,TSPEAR,0,2500,2
train,1174,ENSG00000064703,DDX20,1,2500,2
train,1175,ENSG00000137872,SEMA6D,0,2500,2
train,1176,ENSG00000047410,TPR,0,2500,2
train,1177,ENSG00000140873,ADAMTS18,1,2500,2
train,1178,ENSG00000171970,ZNF57,0,2500,2
train,1179,ENSG00000122376,SHLD2,0,2500,2
train,1180,ENSG00000151553,FHIP2A,0,2500,2
train,1181,ENSG00000116273,PHF13,1,2500,2
train,1182,ENSG00000129757,CDKN1C,1,2500,2
train,1183,ENSG00000100350,FOXRED2,0,2500,2
train,1184,ENSG00000283599,UNKNOWN,0,2500,2
train,1185,ENSG00000144406,UNC80,0,2500,2
train,1186,ENSG00000227124,ZNF717,0,2500,2
train,1187,ENSG00000196284,SUPT3H,0,2500,2
train,1188,ENSG00000170390,DCLK2,1,2500,2
train,1189,ENSG00000137710,RDX,0,2500,2
train,1190,ENSG00000101746,NOL4,1,2500,2
train,1191,ENSG00000178809,TRIM73,0,2500,2
train,1192,ENSG00000205978,NYNRIN,1,2500,2
train,1193,ENSG00000198625,MDM4,1,2500,2
train,1194,ENSG00000107249,GLIS3,1,2500,2
train,1195,ENSG00000134461,ANKRD16,0,2500,2
train,1196,ENSG00000182308,DCAF4L1,0,2500,2
train,1197,ENSG00000164182,NDUFAF2,1,2500,2
train,1198,ENSG00000126464,PRR12,0,2500,2
train,1199,ENSG00000002726,AOC1,1,2500,2
train,1200,ENSG00000041353,RAB27B,0,2500,2
train,1201,ENSG00000110092,CCND1,1,2500,2
train,1202,ENSG00000128731,HERC2,0,2500,2
train,1203,ENSG00000181378,CFAP65,0,2500,2
train,1204,ENSG00000184144,CNTN2,1,2500,2
train,1205,ENSG00000169554,ZEB2,1,2500,2
train,1206,ENSG00000118156,ZNF541,0,2500,2
train,1207,ENSG00000167098,SUN5,0,2500,2
train,1208,ENSG00000140718,FTO,1,2500,2
train,1209,ENSG00000099139,PCSK5,0,2500,2
train,1210,ENSG00000213949,ITGA1,1,2500,2
train,1211,ENSG00000213420,GPC2,0,2500,2
train,1212,ENSG00000079739,PGM1,1,2500,2
train,1213,ENSG00000244607,CCDC13,0,2500,2
train,1214,ENSG00000158636,EMSY,1,2500,2
train,1215,ENSG00000205777,GAGE1,0,2500,2
train,1216,ENSG00000164197,RNF180,0,2500,2
train,1217,ENSG00000111716,LDHB,1,2500,2
train,1218,ENSG00000162398,CIMAP2,0,2500,2
train,1219,ENSG00000118473,SGIP1,1,2500,2
train,1220,ENSG00000133116,KL,1,2500,2
train,1221,ENSG00000198912,C1orf174,0,2500,2
train,1222,ENSG00000011275,RNF216,0,2500,2
train,1223,ENSG00000165685,TMEM52B,0,2500,2
train,1224,ENSG00000149115,TNKS1BP1,0,2500,2
train,1225,ENSG00000184937,WT1,1,2500,2
train,1226,ENSG00000184985,SORCS2,1,2500,2
train,1227,ENSG00000158186,MRAS,1,2500,2
train,1228,ENSG00000075035,WSCD2,1,2500,2
train,1229,ENSG00000186075,ZPBP2,0,2500,2
train,1230,ENSG00000170153,RNF150,0,2500,2
train,1231,ENSG00000170606,HSPA4,1,2500,2
train,1232,ENSG00000166949,SMAD3,1,2500,2
train,1233,ENSG00000170854,RIOX2,0,2500,2
train,1234,ENSG00000166928,MS4A14,0,2500,2
train,1235,ENSG00000143409,MINDY1,1,2500,2
train,1236,ENSG00000151136,ABTB3,0,2500,2
train,1237,ENSG00000107929,LARP4B,1,2500,2
train,1238,ENSG00000145494,NDUFS6,1,2500,2
train,1239,ENSG00000161040,FBXL13,1,2500,2
train,1240,ENSG00000135048,CEMIP2,0,2500,2
train,1241,ENSG00000276043,UHRF1,1,2500,2
train,1242,ENSG00000174791,RIN1,0,2500,2
train,1243,ENSG00000106633,GCK,1,2500,2
train,1244,ENSG00000004399,PLXND1,1,2500,2
train,1245,ENSG00000137809,ITGA11,1,2500,2
train,1246,ENSG00000172399,MYOZ2,1,2500,2
train,1247,ENSG00000141424,SLC39A6,0,2500,2
train,1248,ENSG00000197594,ENPP1,1,2500,2
train,1249,ENSG00000081177,EXD2,1,2500,2
train,1250,ENSG00000015520,NPC1L1,1,2500,2
train,1251,ENSG00000172461,FUT9,0,2500,2
train,1252,ENSG00000152214,RIT2,1,2500,2
train,1253,ENSG00000188674,C2orf80,0,2500,2
train,1254,ENSG00000273703,H2BC14,0,2500,2
train,1255,ENSG00000091831,ESR1,1,2500,2
train,1256,ENSG00000075643,MOCOS,0,2500,2
train,1257,ENSG00000111276,CDKN1B,1,2500,2
train,1258,ENSG00000087152,ATXN7L3,0,2500,2
train,1259,ENSG00000172867,KRT2,0,2500,2
train,1260,ENSG00000183560,IZUMO1R,0,2500,2
train,1261,ENSG00000167925,GHDC,0,2500,2
train,1262,ENSG00000097096,SYDE2,0,2500,2
train,1263,ENSG00000240857,RDH14,1,2500,2
